,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
415,Shorter University,Rome,NCAA Division II with football,534,2556787.0,44000.0,349.0,2403600.0,2403600.0,2403600,16.0,16.0,5127.0,82036.0,1.0,436147.0,436147.0
416,South Georgia Technical College,Americus,NJCAA Division I ,442,71925.0,26282.0,14.0,,,0,14.0,14.0,3483.0,48762.0,,271182.0,264007.0
417,Thomas University,Thomasville,NAIA Division I ,245,948780.0,27935.0,104.0,1069546.0,1040298.0,1040298,20.0,20.0,1817.0,36336.0,1.0,300645.0,298445.0
418,Toccoa Falls College,Toccoa Falls,NCCAA Division II ,328,0.0,5563.0,68.0,63331.0,63331.0,63331,15.0,15.0,1748.0,26214.0,,43332.0,29332.0
419,Truett-McConnell College,Cleveland,NAIA Division II ,303,501179.0,28548.0,144.0,847443.0,847443.0,847443,26.0,26.0,1352.0,35148.0,,273258.0,273258.0
420,Valdosta State University,Valdosta,NCAA Division II with football,2940,1237802.0,62533.0,223.0,1126940.0,857383.0,857383,16.0,16.0,2891.0,46252.0,1.0,299244.0,497776.0
421,University of West Georgia,Carrollton,NCAA Division II with football,3201,1402041.0,76572.0,191.0,617986.0,617986.0,617986,18.0,18.0,4181.0,75266.0,1.0,482272.0,482272.0
422,Young Harris College,Young Harris,NCAA Division II without football,499,1494310.0,44987.0,172.0,1920507.0,1920507.0,1920507,14.0,14.0,6024.0,84338.0,1.0,547164.0,547164.0
423,Chaminade University of Honolulu,Honolulu,NCAA Division II without football,450,458050.0,19685.0,60.0,316388.0,316388.0,316388,17.0,17.0,5976.0,101586.0,1.0,689537.0,689537.0
424,University of Hawaii at Hilo,Hilo,NCAA Division II without football,1015,590429.0,40400.0,96.0,1243594.0,1228358.0,1228358,15.0,15.0,6018.0,90271.0,1.0,511248.0,433354.0
425,University of Hawaii at Manoa,Honolulu,NCAA Division I-FBS,5011,5015691.0,200528.0,219.0,4250128.0,4250128.0,4293613,15.0,15.0,41823.0,627347.0,1.0,2974160.0,2813078.0
426,Hawaii Pacific University,Honolulu,NCAA Division II without football,1065,1354093.0,37836.0,111.0,1626362.0,1626362.0,1626362,16.0,16.0,9353.0,149642.0,1.0,790004.0,790004.0
427,Boise State University,Boise,NCAA Division I-FBS,5823,2553743.0,373848.0,268.0,547471.0,1685113.0,1685113,15.0,15.0,45443.0,681640.0,1.0,4003168.0,2503447.0
428,Idaho State University,Pocatello,NCAA Division I-FCS,3559,2288786.0,61112.0,200.0,410788.0,726014.0,726014,15.0,15.0,24543.0,368139.0,,1210089.0,1290851.0
429,University of Idaho,Moscow,NCAA Division I-FBS,3871,3321437.0,97013.0,207.0,1188168.0,1188168.0,1188168,16.0,16.0,33466.0,535448.0,1.0,1821491.0,1821491.0
430,The College of Idaho,Caldwell,NAIA Division II ,499,854591.0,38734.0,255.0,824600.0,824600.0,824600,14.0,14.0,3770.0,52775.0,1.0,301459.0,301459.0
431,Lewis-Clark State College,Lewiston,NAIA Division I ,904,1047884.0,22793.0,164.0,1341795.0,1341795.0,1341795,14.0,14.0,4121.0,57693.0,1.0,438939.0,438939.0
432,North Idaho College,Coeur d'Alene,Other ,1024,238527.0,37166.0,80.0,495644.0,495644.0,495644,16.0,16.0,3340.0,53437.0,1.0,272175.0,272175.0
433,Northwest Nazarene University,Nampa,NCAA Division II without football,458,1053837.0,44688.0,142.0,1465591.0,1465591.0,1465591,15.0,15.0,7228.0,108422.0,1.0,678344.0,678344.0
434,College of Southern Idaho,Twin Falls,NJCAA Division I ,882,465170.0,51880.0,46.0,486185.0,486185.0,803171,21.0,21.0,5177.0,108716.0,,578165.0,578165.0
435,Augustana College,Rock Island,NCAA Division III with football,1030,0.0,46471.0,549.0,890984.0,890984.0,890984,26.0,26.0,3120.0,81122.0,,263398.0,263398.0
436,Aurora University,Aurora,NCAA Division III with football,1174,0.0,34839.0,491.0,956945.0,924561.0,924561,27.0,27.0,1078.0,29118.0,,132681.0,130516.0
437,Southwestern Illinois College,Belleville,NJCAA Division I ,1965,704280.0,10825.0,77.0,525827.0,525827.0,525827,16.0,16.0,2495.0,39915.0,,370856.0,370856.0
438,Black Hawk College,Moline,NJCAA Division II ,854,155966.0,12665.0,51.0,211926.0,210598.0,210598,15.0,15.0,1014.0,15217.0,,81876.0,79205.0
439,Blackburn College,Carlinville,NCAA Division III without football,257,0.0,25601.0,95.0,238806.0,238806.0,238806,24.0,24.0,1108.0,26586.0,1.0,84679.0,84679.0
440,Bradley University,Peoria,NCAA Division I without football,2059,2013014.0,231721.0,165.0,3072793.0,3072793.0,3072793,13.0,13.0,37340.0,485415.0,1.0,3128419.0,3128419.0
441,Carl Sandburg College,Galesburg,NJCAA Division II ,394,183028.0,6719.0,74.0,300931.0,281064.0,281064,12.0,12.0,1994.0,23927.0,,94102.0,84124.0
442,Chicago State University,Chicago,NCAA Division I without football,677,884661.0,43100.0,89.0,1157033.0,1157033.0,1157033,16.0,16.0,4263.0,68203.0,1.0,681728.0,681728.0
443,University of Chicago,Chicago,NCAA Division III with football,3049,0.0,62547.0,390.0,1015154.0,1015154.0,1015154,19.0,19.0,10346.0,196578.0,1.0,379241.0,379241.0
444,City Colleges of Chicago-Kennedy-King College,Chicago,NJCAA Division I ,736,75361.0,11600.0,37.0,99152.0,99152.0,99152,16.0,16.0,1904.0,30460.0,,95829.0,95829.0
445,City Colleges of Chicago-Malcolm X College,Chicago,NJCAA Division I ,584,102537.0,11200.0,38.0,121995.0,121995.0,121995,14.0,14.0,2670.0,37375.0,,102776.0,102776.0
446,City Colleges of Chicago-Olive-Harvey College,Chicago,NJCAA Division II ,368,36476.0,13279.0,40.0,50336.0,50336.0,50336,14.0,14.0,855.0,11963.0,,56143.0,56143.0
447,City Colleges of Chicago-Harry S Truman College,Chicago,NJCAA Division I ,851,46729.0,13600.0,29.0,58231.0,58231.0,58231,12.0,12.0,1528.0,18336.0,,62685.0,62685.0
448,City Colleges of Chicago-Richard J Daley College,Chicago,NJCAA Division I ,1070,18030.0,11550.0,33.0,55260.0,55260.0,55260,13.0,13.0,1887.0,24525.0,,72482.0,72482.0
449,City Colleges of Chicago-Wilbur Wright College,Chicago,NJCAA Division II ,1585,26440.0,14400.0,12.0,,,0,12.0,12.0,1704.0,20446.0,,75430.0,75430.0
450,Concordia University-Chicago,River Forest,NCAA Division III with football,557,0.0,44208.0,243.0,789394.0,737872.0,737872,20.0,20.0,1678.0,33550.0,1.0,143932.0,134779.0
451,Danville Area Community College,Danville,NJCAA Division II ,424,255613.0,6500.0,43.0,230514.0,230514.0,230514,11.0,11.0,1907.0,20975.0,,151397.0,148990.0
452,DePaul University,Chicago,NCAA Division I without football,6441,2209780.0,381845.0,139.0,2614941.0,2614941.0,2614941,17.0,17.0,55665.0,946311.0,1.0,5569062.0,5569062.0
453,College of DuPage,Glen Ellyn,NJCAA Division III ,3670,0.0,10687.0,224.0,235554.0,235554.0,235554,20.0,20.0,1139.0,22774.0,,57074.0,57074.0
454,Eastern Illinois University,Charleston,NCAA Division I-FCS,2541,2186778.0,66668.0,350.0,1474248.0,1474248.0,1474248,15.0,15.0,17877.0,268150.0,1.0,1040415.0,1040415.0
455,Elgin Community College,Elgin,NJCAA Division II ,1628,52144.0,4500.0,82.0,193843.0,193843.0,193843,15.0,15.0,1796.0,26936.0,,61936.0,61936.0
456,Elmhurst College,Elmhurst,NCAA Division III with football,1071,0.0,38049.0,347.0,587989.0,577899.0,577899,20.0,20.0,1888.0,37769.0,1.0,175708.0,172708.0
457,Eureka College,Eureka,NCAA Division III with football,302,0.0,15702.0,169.0,137622.0,137622.0,137622,16.0,16.0,2262.0,36189.0,,80192.0,80192.0
458,Governors State University,University Park,NAIA Division II ,682,77700.0,21094.0,25.0,83140.0,67939.0,67939,15.0,15.0,1829.0,27438.0,0.0,182847.0,163912.0
459,Greenville College,Greenville,NCAA Division III with football,502,0.0,28587.0,310.0,546043.0,514758.0,514758,31.0,31.0,1120.0,34720.0,,164076.0,128345.0
460,Highland Community College,Freeport,NJCAA Division I ,345,48630.0,5269.0,34.0,48058.0,40346.0,40346,12.0,12.0,2394.0,28727.0,,90292.0,86985.0
461,University of Illinois at Chicago,Chicago,NCAA Division I without football,7906,1980214.0,106207.0,218.0,1666473.0,2841175.0,2841175,15.0,15.0,28120.0,421799.0,1.0,1756512.0,2231609.0
462,Benedictine University,Lisle,NCAA Division III with football,1213,143790.0,33630.0,424.0,1016895.0,910241.0,910241,39.0,39.0,2525.0,98491.0,,327242.0,302338.0
463,University of Illinois at Urbana-Champaign,Champaign,NCAA Division I-FBS,17540,7248953.0,588013.0,349.0,1789127.0,6934264.0,6934264,16.0,16.0,92718.0,1483492.0,1.0,16671800.0,7341910.0
464,Illinois Wesleyan University,Bloomington,NCAA Division III with football,804,0.0,35995.0,366.0,589171.0,589171.0,589171,27.0,27.0,1866.0,50382.0,,155917.0,155917.0
465,Illinois Central College,East Peoria,NJCAA Division II ,1705,326228.0,16434.0,86.0,422804.0,422804.0,422804,17.0,17.0,1922.0,32672.0,,147276.0,147276.0
466,Illinois College,Jacksonville,NCAA Division III with football,453,0.0,36609.0,260.0,446047.0,446047.0,446047,21.0,21.0,2135.0,44829.0,,146718.0,146718.0
467,Olney Central College,Olney,NJCAA Division I ,273,149218.0,40099.0,61.0,179180.0,175525.0,175525,15.0,15.0,2005.0,30076.0,1.0,176784.0,176784.0
468,Illinois Institute of Technology,Chicago,NCAA Division III without football,1952,0.0,29142.0,127.0,402129.0,402129.0,402129,13.0,13.0,3670.0,47715.0,1.0,151059.0,151059.0
469,Illinois State University,Normal,NCAA Division I-FCS,7662,3085489.0,173577.0,310.0,2039868.0,2039868.0,2039868,14.0,14.0,37595.0,526335.0,1.0,2452961.0,2452961.0
470,Illinois Valley Community College,Oglesby,NJCAA Division II ,576,34303.0,5421.0,45.0,82594.0,67810.0,67810,14.0,14.0,1336.0,18702.0,,55119.0,55400.0
471,John A Logan College,Carterville,NJCAA Division I ,792,276121.0,40601.0,53.0,350010.0,350010.0,350010,14.0,14.0,3264.0,45689.0,,266319.0,266319.0
472,John Wood Community College,Quincy,NJCAA Division II ,465,113294.0,9500.0,44.0,112975.0,115175.0,115175,13.0,13.0,1155.0,15011.0,0.0,93553.0,91353.0
473,Joliet Junior College,Joliet,NJCAA Division III ,2576,0.0,10791.0,78.0,192480.0,162930.0,162930,16.0,16.0,1180.0,18873.0,0.0,44152.0,38516.0
474,Judson University,Elgin,NAIA Division II ,351,1379152.0,22410.0,192.0,1608945.0,1601864.0,1601864,28.0,28.0,923.0,25837.0,,299440.0,272152.0
475,Kankakee Community College,Kankakee,NJCAA Division II ,504,357676.0,11187.0,63.0,352081.0,336251.0,336251,13.0,13.0,1804.0,23456.0,,197803.0,194499.0
476,Kaskaskia College,Centralia,NJCAA Division I ,516,266917.0,12566.0,59.0,347515.0,347515.0,347515,11.0,11.0,1654.0,18196.0,1.0,174857.0,174857.0
477,Kishwaukee College,Malta,NJCAA Division II ,771,61355.0,5945.0,43.0,132264.0,93316.0,93316,16.0,16.0,1013.0,16213.0,,55648.0,50444.0
478,Knox College,Galesburg,NCAA Division III with football,558,0.0,26161.0,230.0,407233.0,407233.0,407233,20.0,20.0,1600.0,31993.0,1.0,132097.0,132097.0
479,College of Lake County,Grayslake,NJCAA Division II ,1949,50183.0,5595.0,89.0,191027.0,181638.0,181638,15.0,15.0,1413.0,21201.0,,62635.0,45358.0
480,Lake Forest College,Lake Forest,NCAA Division III with football,678,0.0,28881.0,226.0,477403.0,477403.0,477403,13.0,13.0,2206.0,28676.0,,122597.0,122597.0
481,Lake Land College,Mattoon,NJCAA Division I ,1053,354302.0,7549.0,47.0,252884.0,251113.0,251113,13.0,13.0,2108.0,27402.0,,191738.0,191738.0
482,Lewis and Clark Community College,Godfrey,NJCAA Division II ,978,257978.0,24636.0,86.0,516030.0,444816.0,444816,13.0,13.0,3860.0,50176.0,,141686.0,140986.0
483,Lewis University,Romeoville,NCAA Division II without football,1693,1730573.0,47324.0,262.0,2480023.0,2480023.0,2480023,15.0,15.0,5294.0,79417.0,1.0,571576.0,571576.0
484,Lincoln Christian University,Lincoln,NAIA Division II ,229,69000.0,7000.0,58.0,112988.0,108950.0,108950,21.0,21.0,1363.0,28626.0,,90976.0,88541.0
485,Lincoln College,Lincoln,NJCAA Division III ,381,1019855.0,27811.0,156.0,1257418.0,1257418.0,1257418,15.0,15.0,2158.0,32369.0,,223631.0,223631.0
486,Lincoln Land Community College,Springfield,NJCAA Division II ,1183,190942.0,13674.0,60.0,337946.0,333368.0,333368,15.0,15.0,1077.0,16151.0,,121044.0,120152.0
487,Loyola University Chicago,Chicago,NCAA Division I without football,3351,1887233.0,118260.0,159.0,2568741.0,2568741.0,2568741,17.0,17.0,26955.0,458227.0,1.0,2745553.0,2745553.0
488,MacMurray College,Jacksonville,NCAA Division III with football,275,0.0,32134.0,180.0,165799.0,163799.0,163799,22.0,22.0,1243.0,27350.0,1.0,90090.0,87261.0
489,McHenry County College,Crystal Lake,NJCAA Division II ,969,59691.0,6808.0,68.0,180394.0,165608.0,165608,11.0,11.0,1546.0,17003.0,,56965.0,43114.0
490,McKendree University,Lebanon,NCAA Division II with football,881,2754405.0,50177.0,481.0,2137195.0,2072704.0,2072704,16.0,16.0,3765.0,60237.0,,716440.0,690012.0
491,Millikin University,Decatur,NCAA Division III with football,832,0.0,33050.0,353.0,776214.0,770509.0,770509,21.0,21.0,2060.0,43250.0,1.0,223928.0,218370.0
492,Monmouth College,Monmouth,NCAA Division III with football,556,0.0,23979.0,324.0,427315.0,427315.0,427315,24.0,24.0,923.0,22140.0,,80236.0,80236.0
493,Moody Bible Institute,Chicago,NCCAA Division II ,1336,0.0,18791.0,38.0,91807.0,91807.0,91807,13.0,13.0,1068.0,13889.0,,86493.0,86493.0
494,Moraine Valley Community College,Palos Hills,NJCAA Division II ,3036,91474.0,6049.0,99.0,220553.0,220553.0,220553,17.0,17.0,1162.0,19754.0,,56360.0,56360.0
495,Morton College,Cicero,NJCAA Division II ,619,33588.0,6707.0,89.0,180295.0,190223.0,190223,13.0,13.0,1643.0,21362.0,,60064.0,50136.0
496,North Central College,Naperville,NCAA Division III with football,1186,0.0,32914.0,534.0,964259.0,860341.0,860341,18.0,18.0,2851.0,51320.0,,239416.0,235545.0
497,North Park University,Chicago,NCAA Division III with football,699,0.0,38508.0,278.0,544259.0,544259.0,544259,26.0,26.0,1556.0,40461.0,1.0,217308.0,217308.0
498,Northern Illinois University,Dekalb,NCAA Division I-FBS,6689,4880371.0,194065.0,242.0,3413571.0,3413571.0,3413571,16.0,16.0,35062.0,560997.0,1.0,1880733.0,1880733.0
499,Northwestern University,Evanston,NCAA Division I-FBS,4124,10515827.0,622153.0,243.0,1128127.0,6438091.0,6438091,14.0,14.0,94375.0,1321254.0,1.0,14140342.0,6771619.0
500,Oakton Community College,Des Plaines,NJCAA Division II ,1599,32790.0,8984.0,88.0,265766.0,265766.0,265766,10.0,10.0,1839.0,18386.0,,47179.0,47179.0
501,Olivet Nazarene University,Bourbonnais,NAIA Division II ,1230,2768941.0,30262.0,457.0,2065263.0,2030644.0,2030644,27.0,27.0,2431.0,65635.0,,571916.0,506259.0
502,Parkland College,Champaign,NJCAA Division II ,1754,172815.0,12211.0,85.0,361089.0,363475.0,363475,16.0,16.0,2451.0,39223.0,0.0,124510.0,114297.0
503,Prairie State College,Chicago Heights,NJCAA Division II ,638,154002.0,4525.0,59.0,184058.0,184058.0,184058,7.0,7.0,1094.0,7657.0,,40472.0,40472.0
504,Quincy University,Quincy,NCAA Division II with football,478,2098071.0,31793.0,305.0,1596304.0,1550622.0,1550622,19.0,19.0,6987.0,132753.0,1.0,665831.0,659241.0
505,Rend Lake College,Ina,NJCAA Division I ,569,213392.0,11500.0,58.0,283524.0,263353.0,263353,15.0,15.0,2469.0,37029.0,0.0,118371.0,124383.0
506,Robert Morris University Illinois,Chicago,NAIA Division I ,1284,5644731.0,27899.0,747.0,3460673.0,3457702.0,3457702,125.0,125.0,1150.0,143768.0,1.0,1327357.0,1308595.0
507,Rock Valley College,Rockford,NJCAA Division III ,1403,0.0,6950.0,67.0,78907.0,78907.0,78907,15.0,15.0,2645.0,39674.0,,53050.0,53050.0
508,Rockford University,Rockford,NCAA Division III with football,366,0.0,24668.0,198.0,338547.0,338547.0,338547,25.0,25.0,1511.0,37773.0,,127643.0,127643.0
509,Roosevelt University,Chicago,NAIA Division II ,942,166255.0,34240.0,91.0,667930.0,667930.0,667930,15.0,15.0,4616.0,69244.0,1.0,205039.0,205039.0
510,Dominican University,River Forest,NCAA Division III without football,710,0.0,19067.0,130.0,757552.0,757552.0,757552,21.0,21.0,1705.0,35805.0,,140968.0,140968.0
511,University of St Francis,Joliet,NAIA Division II ,472,2420938.0,31847.0,309.0,1601819.0,1594311.0,1594311,15.0,15.0,3782.0,56730.0,1.0,446616.0,438236.0
512,Saint Xavier University,Chicago,NAIA Division II ,874,1635602.0,49141.0,222.0,1159776.0,1159776.0,1159776,16.0,16.0,2540.0,40646.0,1.0,408881.0,408881.0
513,University of Illinois at Springfield,Springfield,NCAA Division II without football,836,555076.0,33120.0,108.0,713441.0,713441.0,713441,14.0,14.0,5714.0,80001.0,1.0,413010.0,413010.0
514,Sauk Valley Community College,Dixon,NJCAA Division I ,352,123662.0,5732.0,58.0,151787.0,147516.0,147516,15.0,15.0,1768.0,26518.0,,96252.0,94379.0
515,Shawnee Community College,Ullin,NJCAA Division I ,300,116854.0,10070.0,43.0,100362.0,100362.0,100362,15.0,15.0,1447.0,21706.0,,82745.0,82745.0
516,Southeastern Illinois College,Harrisburg,NJCAA Division I ,303,173781.0,4714.0,44.0,125977.0,125977.0,125977,13.0,13.0,2238.0,29095.0,,119976.0,119976.0
517,Spoon River College,Canton,NJCAA Division II ,331,40080.0,5000.0,29.0,92818.0,92818.0,92818,,,,,,,
518,Southern Illinois University-Carbondale,Carbondale,NCAA Division I-FCS,6069,3852171.0,135842.0,300.0,2661733.0,2661733.0,2661733,16.0,16.0,28569.0,457096.0,1.0,2241413.0,2241413.0
519,Southern Illinois University-Edwardsville,Edwardsville,NCAA Division I without football,4641,1199320.0,66009.0,169.0,2081435.0,2145866.0,2145866,14.0,14.0,14172.0,198405.0,1.0,1097263.0,1025625.0
520,South Suburban College,South Holland,NJCAA Division II ,564,195630.0,15000.0,62.0,267366.0,267366.0,267366,16.0,16.0,2085.0,33353.0,,110680.0,110680.0
521,Trinity Christian College,Palos Heights,NAIA Division II ,330,894850.0,13529.0,167.0,953285.0,953285.0,953285,27.0,27.0,1233.0,33300.0,,258937.0,258937.0
522,Trinity International University-Illinois,Deerfield,NAIA Division I ,369,2074935.0,34280.0,169.0,962257.0,974449.0,974449,18.0,18.0,3071.0,55275.0,,424945.0,363796.0
523,Triton College,River Grove,Other ,1448,110140.0,5960.0,127.0,184872.0,183345.0,183345,14.0,14.0,983.0,13758.0,,62458.0,61204.0
524,Waubonsee Community College,Sugar Grove,NJCAA Division II ,1551,54921.0,9478.0,100.0,252939.0,252939.0,252939,15.0,15.0,780.0,11706.0,,60420.0,60420.0
525,Western Illinois University,Macomb,NCAA Division I-FCS,4011,2229310.0,73560.0,304.0,1741409.0,1741409.0,1741409,16.0,16.0,18719.0,299500.0,1.0,1238197.0,1238197.0
526,Wheaton College,Wheaton,NCAA Division III with football,1121,0.0,50963.0,363.0,803632.0,803632.0,803632,18.0,18.0,2701.0,48612.0,1.0,241779.0,241779.0
527,William Rainey Harper College,Palatine,NJCAA Division III ,2318,0.0,6773.0,104.0,173246.0,173246.0,173246,12.0,12.0,1623.0,19475.0,,30975.0,30975.0
528,Ancilla College,Donaldson,NJCAA Division II ,184,292176.0,10500.0,136.0,349767.0,349767.0,349767,38.0,38.0,981.0,37295.0,,165957.0,165957.0
529,Anderson University,Anderson,NCAA Division III with football,639,0.0,25803.0,235.0,390283.0,359672.0,359672,16.0,16.0,2113.0,33803.0,,148143.0,146617.0
530,Ball State University,Muncie,NCAA Division I-FBS,5993,4290283.0,181221.0,235.0,2509050.0,2509050.0,2509050,17.0,17.0,37848.0,643412.0,1.0,1905730.0,1905730.0
531,Bethel College-Indiana,Mishawaka,NAIA Division II ,442,905749.0,18210.0,226.0,1030965.0,1030965.0,1030965,16.0,16.0,5274.0,84381.0,,498257.0,498257.0
532,Butler University,Indianapolis,Other ,1576,2328974.0,248937.0,275.0,3071292.0,3071289.0,3071289,14.0,14.0,69993.0,979904.0,1.0,4833562.0,4833565.0
533,Calumet College of Saint Joseph,Whiting,NAIA Division II ,270,1156095.0,16188.0,141.0,1453551.0,1453551.0,1453551,8.0,8.0,4151.0,33208.0,,178913.0,178913.0
534,DePauw University,Greencastle,NCAA Division III with football,1020,0.0,49421.0,433.0,958548.0,958548.0,958548,21.0,21.0,2759.0,57945.0,,259308.0,259308.0
535,Earlham College,Richmond,NCAA Division III with football,402,0.0,33268.0,158.0,439193.0,439193.0,439193,16.0,16.0,2748.0,43973.0,1.0,165158.0,165158.0
536,University of Evansville,Evansville,NCAA Division I without football,950,1875501.0,77787.0,112.0,2243483.0,2243483.0,2243483,14.0,14.0,74046.0,1036643.0,1.0,2899667.0,2899667.0
537,Franklin College,Franklin,NCAA Division III with football,483,0.0,25420.0,274.0,402881.0,398601.0,409067,19.0,19.0,3419.0,64952.0,,159084.0,158145.0
538,Goshen College,Goshen,NAIA Division II ,304,680482.0,19636.0,129.0,614174.0,614174.0,614174,15.0,15.0,2559.0,38387.0,1.0,373206.0,373206.0
539,Grace College and Theological Seminary,Winona Lake,NAIA Division I ,616,566254.0,27411.0,255.0,819828.0,817135.0,817135,15.0,15.0,3666.0,54990.0,,254109.0,252047.0
540,Hanover College,Hanover,NCAA Division III with football,465,0.0,40848.0,265.0,489505.0,480685.0,480685,16.0,16.0,3099.0,49576.0,,209795.0,196714.0
541,Holy Cross College,Notre Dame,NAIA Division II ,301,492015.0,14234.0,46.0,403133.0,403133.0,403133,13.0,13.0,3602.0,46831.0,0.0,265874.0,265874.0
542,Huntington University,Huntington,NAIA Division II ,359,715665.0,9119.0,146.0,1173675.0,1023029.0,1023029,13.0,13.0,6380.0,82946.0,,691163.0,384734.0
543,Indiana University-Purdue University-Fort Wayne,Fort Wayne,NCAA Division I without football,3045,1017345.0,55939.0,120.0,1663068.0,1663068.0,1663068,15.0,15.0,25733.0,386002.0,1.0,1269206.0,1269206.0
544,Indiana University-Purdue University-Indianapolis,Indianapolis,NCAA Division I without football,7302,950060.0,56140.0,167.0,1695643.0,1695643.0,1695643,15.0,15.0,26602.0,399025.0,1.0,1564479.0,1564479.0
545,University of Indianapolis,Indianapolis,NCAA Division II with football,1330,3604779.0,53893.0,456.0,3609696.0,3609696.0,3609696,15.0,15.0,7665.0,114979.0,1.0,762356.0,762356.0
546,Indiana Institute of Technology,Fort Wayne,NAIA Division II ,1675,2971461.0,27851.0,519.0,4165686.0,4161048.0,4161048,45.0,45.0,1868.0,84041.0,1.0,438559.0,434143.0
547,University of Southern Indiana,Evansville,NCAA Division II without football,2733,626132.0,42055.0,204.0,1185184.0,1185184.0,1185184,15.0,15.0,6473.0,97088.0,,634986.0,634986.0
548,Indiana State University,Terre Haute,NCAA Division I-FCS,4549,2929386.0,169162.0,215.0,1600757.0,1600757.0,1600757,14.0,14.0,37087.0,519221.0,1.0,1832975.0,1832975.0
549,Indiana University-Kokomo,Kokomo,NAIA Division II ,714,44554.0,9451.0,29.0,49817.0,47296.0,47296,13.0,13.0,2737.0,35579.0,,128302.0,121822.0
550,Indiana University-South Bend,South Bend,NAIA Division II ,1478,80000.0,15088.0,63.0,237841.0,168206.0,168206,14.0,14.0,2598.0,36372.0,1.0,113560.0,173061.0
551,Indiana University-Bloomington,Bloomington,NCAA Division I-FBS,15796,7960293.0,627683.0,434.0,804585.0,8963824.0,8963824,15.0,15.0,191013.0,2865197.0,1.0,23094923.0,12129479.0
552,Indiana University-Northwest,Gary,NAIA Division II ,946,16000.0,6166.0,26.0,24880.0,24076.0,24076,13.0,13.0,1258.0,16358.0,,52991.0,53795.0
553,Indiana University-Southeast,New Albany,NAIA Division II ,1390,79050.0,34998.0,59.0,247985.0,247292.0,247292,15.0,15.0,2465.0,36979.0,1.0,172162.0,165036.0
554,Indiana University-East,Richmond,NAIA Division II ,658,122986.0,13586.0,55.0,116984.0,116984.0,116984,17.0,17.0,3288.0,55892.0,,254754.0,254754.0
555,Manchester University,North Manchester,NCAA Division III with football,594,0.0,19958.0,336.0,443594.0,429808.0,429808,17.0,17.0,1616.0,27480.0,,110763.0,107613.0
556,Marian University,Indianapolis,NAIA Division II ,706,4255885.0,24465.0,394.0,2884920.0,2884920.0,2884920,13.0,13.0,3671.0,47721.0,1.0,363049.0,363049.0
557,Indiana Wesleyan University-Marion,Marion,NAIA Division II ,2888,816040.0,40951.0,191.0,1407460.0,1308022.0,1308022,14.0,14.0,8124.0,113739.0,,836190.0,546935.0
558,University of Notre Dame,Notre Dame,NCAA Division I-FBS,4386,12936688.0,437723.0,461.0,3815022.0,14736239.0,14736239,14.0,14.0,144099.0,2017386.0,1.0,3358680.0,6816663.0
559,Oakland City University,Oakland City,NCAA Division II without football,241,552010.0,4066.0,85.0,575886.0,575248.0,575248,13.0,13.0,2471.0,32118.0,,165886.0,144508.0
560,Purdue University-Calumet Campus,Hammond,NAIA Division II ,2378,210921.0,45700.0,98.0,829240.0,801775.0,801775,14.0,14.0,2916.0,40825.0,1.0,224290.0,221491.0
561,Purdue University-North Central Campus,Westville,NAIA Division II ,989,30000.0,10117.0,51.0,128343.0,128343.0,128343,15.0,15.0,1659.0,24879.0,,81371.0,81371.0
562,Rose-Hulman Institute of Technology,Terre Haute,NCAA Division III with football,1726,0.0,27729.0,402.0,635012.0,624376.0,624376,21.0,21.0,2352.0,49384.0,,156538.0,148254.0
563,University of Saint Francis-Fort Wayne,Fort Wayne,NAIA Division I ,475,3637717.0,39294.0,265.0,1807655.0,1807655.0,1807655,37.0,37.0,2348.0,86860.0,1.0,798567.0,798567.0
564,Saint Josephs College,Rensselaer,NCAA Division II with football,437,1670569.0,28433.0,328.0,1129694.0,1129694.0,1129694,19.0,19.0,3908.0,74251.0,1.0,394500.0,394500.0
565,Saint Mary-of-the-Woods College,Saint Mary of the Woods,USCAA,11,,,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,
566,Taylor University,Upland,NAIA Division II ,824,1620212.0,32689.0,230.0,1178203.0,1170612.0,1170612,12.0,12.0,4962.0,59546.0,1.0,492141.0,490431.0
567,Trine University,Angola,NCAA Division III with football,1215,0.0,37533.0,536.0,703587.0,702477.0,702477,29.0,29.0,1955.0,56683.0,,239865.0,235306.0
568,Valparaiso University,Valparaiso,NCAA Division I-FCS,1485,2169932.0,136112.0,347.0,2847394.0,2771067.0,2771067,15.0,15.0,37883.0,568243.0,1.0,2720863.0,2666213.0
569,Vincennes University,Vincennes,NJCAA Division I ,2855,682290.0,27556.0,138.0,631724.0,631724.0,631724,15.0,15.0,3870.0,58057.0,1.0,602884.0,602884.0
570,Briar Cliff University,Sioux City,NAIA Division II ,386,2409660.0,28349.0,329.0,1898100.0,1898100.0,1898100,37.0,37.0,774.0,28639.0,,483012.0,483012.0
571,Buena Vista University,Storm Lake,NCAA Division III with football,613,0.0,30898.0,266.0,630536.0,572498.0,572498,23.0,23.0,1223.0,28124.0,,227851.0,217404.0
