,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
19,Jacksonville State University,Jacksonville,NCAA Division I-FCS,2364,2050422.0,109319.0,210.0,1182017.0,1182017.0,1319371,18.0,18.0,3115.0,56071.0,1.0,1111582.0,1111582.0
20,Jefferson Davis Community College,Brewton,NJCAA Division I ,314,300561.0,27175.0,39.0,251552.0,251552.0,251552,15.0,15.0,1065.0,15974.0,,175504.0,175504.0
21,John C Calhoun State Community College,Tanner,NJCAA Division I ,1723,164040.0,25000.0,29.0,290041.0,290041.0,290041,,,,,,,
22,Judson College,Marion,NCCAA Division I ,3,,,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,
23,Lawson State Community College-Birmingham Campus,Birmingham,NJCAA Division I ,736,296530.0,30718.0,48.0,295948.0,295948.0,295948,12.0,12.0,2411.0,28934.0,,231789.0,231789.0
24,University of West Alabama,Livingston,NCAA Division II with football,789,1431307.0,52942.0,327.0,1745923.0,1745923.0,1927799,13.0,13.0,6296.0,81851.0,1.0,605119.0,605119.0
25,Lurleen B Wallace Community College,Andalusia,NJCAA Division I ,456,181077.0,24195.0,54.0,153210.0,153210.0,153210,20.0,20.0,790.0,15790.0,0.0,128013.0,128013.0
26,Marion Military Institute,Marion,NJCAA Division I ,361,520818.0,40584.0,67.0,472633.0,473195.0,473195,12.0,12.0,2395.0,28739.0,1.0,361565.0,344643.0
27,Miles College,Fairfield,NCAA Division II with football,910,900686.0,56806.0,149.0,331032.0,319026.0,319026,15.0,15.0,8918.0,133772.0,1.0,473670.0,471042.0
28,University of Mobile,Mobile,NAIA Division I ,492,1371408.0,26312.0,137.0,1631436.0,1615894.0,1615894,13.0,13.0,6676.0,86794.0,,498995.0,495567.0
29,University of Montevallo,Montevallo,NCAA Division II without football,742,967688.0,53620.0,147.0,1324661.0,1324661.0,1324661,14.0,14.0,5540.0,77563.0,1.0,605176.0,605176.0
30,University of North Alabama,Florence,NCAA Division II with football,2079,1337478.0,63317.0,208.0,841076.0,841076.0,841076,14.0,14.0,7074.0,99035.0,1.0,475790.0,475790.0
31,Oakwood University,Huntsville,USCAA,665,0.0,2000.0,44.0,7905.0,7905.0,7905,18.0,18.0,2053.0,36959.0,,54182.0,47467.0
32,Alabama Southern Community College,Monroeville,NJCAA Division II ,345,279566.0,36310.0,48.0,308972.0,308972.0,308972,22.0,22.0,2605.0,57319.0,,201611.0,201611.0
33,Bishop State Community College,Mobile,NJCAA Division I ,722,239177.0,55110.0,48.0,264113.0,264113.0,264113,18.0,18.0,2381.0,42853.0,1.0,198056.0,198056.0
34,Samford University,Birmingham,NCAA Division I-FCS,1087,4636742.0,108085.0,271.0,2363249.0,2370952.0,2370952,16.0,16.0,20493.0,327885.0,1.0,1961983.0,1821098.0
35,Selma University,Selma,NCCAA Division I ,113,20000.0,24000.0,30.0,109488.0,109488.0,109488,12.0,12.0,1518.0,18213.0,1.0,69308.0,69308.0
36,Shelton State Community College,Tuscaloosa,NJCAA Division I ,1102,220573.0,77436.0,59.0,323580.0,323580.0,323580,20.0,20.0,3631.0,72610.0,1.0,351807.0,351807.0
37,Snead State Community College,Boaz,NJCAA Division I ,646,301723.0,22000.0,66.0,298115.0,298115.0,298115,25.0,25.0,1572.0,39294.0,,204757.0,204757.0
38,University of South Alabama,Mobile,NCAA Division I-FBS,4151,3743353.0,168417.0,289.0,2688493.0,2596839.0,2596839,16.0,16.0,21431.0,342896.0,1.0,1947489.0,1754970.0
39,Spring Hill College,Mobile,NCAA Division II without football,525,641865.0,31142.0,132.0,914323.0,897072.0,897072,15.0,15.0,3265.0,48980.0,1.0,419473.0,419473.0
40,Stillman College,Tuscaloosa,NCAA Division II with football,406,567359.0,36650.0,139.0,332641.0,332261.0,332261,15.0,15.0,3643.0,54641.0,1.0,268407.0,268407.0
41,Talladega College,Talladega,NAIA Division I ,451,501963.0,28870.0,75.0,642383.0,642383.0,642383,18.0,18.0,4527.0,81492.0,1.0,384389.0,384389.0
42,Troy University,Troy,NCAA Division I-FBS,3530,3144078.0,121632.0,264.0,2085009.0,1880098.0,1880098,14.0,14.0,10834.0,151672.0,1.0,1353567.0,1355678.0
43,Tuskegee University,Tuskegee,NCAA Division II with football,932,1535775.0,44666.0,182.0,385401.0,385401.0,385401,14.0,14.0,4760.0,66642.0,1.0,482490.0,482490.0
44,University of Alaska Anchorage,Anchorage,NCAA Division II without football,3215,1570981.0,72064.0,121.0,3691859.0,3691859.0,3691859,15.0,15.0,15413.0,231190.0,1.0,1505782.0,1505782.0
45,University of Alaska Fairbanks,Fairbanks,NCAA Division II without football,1690,731042.0,62437.0,71.0,2647653.0,2580292.0,2714574,18.0,18.0,10132.0,182373.0,,668389.0,662480.0
46,Arizona State University-Tempe,Tempe,NCAA Division I-FBS,21333,7502113.0,842431.0,398.0,4949861.0,11973212.0,11973212,15.0,15.0,80817.0,1212254.0,1.0,7223131.0,6199000.0
47,Arizona Western College,Yuma,NJCAA Division I ,1139,736676.0,35157.0,142.0,520554.0,520554.0,520554,14.0,14.0,5488.0,76830.0,,245272.0,245272.0
48,University of Arizona,Tucson,NCAA Division I-FBS,14223,6649986.0,1056407.0,278.0,2327639.0,6211397.0,6211397,15.0,15.0,189409.0,2841141.0,1.0,21726050.0,11761006.0
49,Central Arizona College,Coolidge,NJCAA Division I ,747,401826.0,8681.0,109.0,603860.0,603860.0,603860,12.0,12.0,2130.0,25559.0,,133587.0,133587.0
50,Cochise County Community College District,Douglas,NJCAA Division I ,805,219400.0,69738.0,48.0,383050.0,383050.0,383050,16.0,16.0,1563.0,25000.0,1.0,251156.0,251156.0
51,Eastern Arizona College,Thatcher,NJCAA Division I ,880,746637.0,14949.0,133.0,353116.0,353116.0,353116,12.0,12.0,7676.0,92106.0,1.0,242083.0,242083.0
52,Embry-Riddle Aeronautical University-Prescott,Prescott,NAIA Division I ,1603,742264.0,42773.0,82.0,1097302.0,1078946.0,1078946,11.0,11.0,5574.0,61315.0,1.0,294069.0,290569.0
53,Glendale Community College,Glendale,NJCAA Division II ,3013,115810.0,14709.0,240.0,216621.0,199486.0,199486,18.0,18.0,1019.0,18333.0,1.0,103844.0,94906.0
54,Grand Canyon University,Phoenix,NCAA Division I without football,4627,2203026.0,216635.0,294.0,5739965.0,5739965.0,5739965,19.0,19.0,35563.0,675691.0,1.0,4306041.0,4306041.0
55,GateWay Community College,Phoenix,NJCAA Division II ,581,32319.0,35298.0,55.0,197009.0,185817.0,185817,,,,,,,
56,Mesa Community College,Mesa,NJCAA Division II ,3377,90480.0,27417.0,261.0,349751.0,349751.0,349751,17.0,17.0,1047.0,17800.0,1.0,107398.0,107398.0
57,Dine College,Tsaile,Other ,272,23684.0,3000.0,18.0,94682.0,94682.0,94682,,,,,,,
58,Northern Arizona University,Flagstaff,NCAA Division I-FCS,8485,2581839.0,115470.0,250.0,1122673.0,1122673.0,1122673,18.0,18.0,21130.0,380341.0,1.0,1611995.0,1611995.0
59,Phoenix College,Phoenix,NJCAA Division II ,1171,136463.0,44824.0,152.0,245153.0,242650.0,242650,14.0,14.0,1657.0,23192.0,1.0,141553.0,141553.0
60,Pima Community College,Tucson,NJCAA Division I ,3752,284236.0,18347.0,321.0,549253.0,522793.0,522793,16.0,16.0,1334.0,21346.0,,120067.0,118259.0
61,Scottsdale Community College,Scottsdale,Other ,1435,59150.0,29007.0,155.0,155522.0,155522.0,155522,11.0,11.0,1638.0,18022.0,1.0,91831.0,91831.0
62,South Mountain Community College,Phoenix,NJCAA Division II ,587,31200.0,32690.0,82.0,308275.0,284685.0,284685,15.0,15.0,1188.0,17823.0,,48587.0,40314.0
63,Arizona Christian University,Phoenix,NAIA Division I ,376,1065503.0,22145.0,221.0,757479.0,757479.0,757479,17.0,17.0,3529.0,59993.0,,306726.0,306726.0
64,Yavapai College,Prescott,NJCAA Division I ,919,318385.0,52388.0,51.0,661223.0,661223.0,661223,,,,,,,
65,University of Arkansas at Little Rock,Little Rock,NCAA Division I without football,2023,1020397.0,138194.0,108.0,186248.0,1734901.0,1734901,16.0,16.0,47657.0,762514.0,1.0,1722502.0,2283345.0
66,Arkansas Baptist College,Little Rock,NJCAA Division I ,605,105300.0,17434.0,174.0,157437.0,157347.0,157347,13.0,13.0,1836.0,23865.0,1.0,132525.0,132615.0
67,Lyon College,Batesville,NAIA Division I ,355,2661965.0,36762.0,202.0,1633383.0,1582996.0,1582996,16.0,16.0,2249.0,35981.0,1.0,429286.0,417868.0
68,University of Arkansas,Fayetteville,NCAA Division I-FBS,9179,5536485.0,1313105.0,314.0,4142457.0,9190685.0,9190685,15.0,15.0,121465.0,1821979.0,1.0,16043220.0,8702745.0
69,University of Arkansas at Pine Bluff,Pine Bluff,NCAA Division I-FCS,1018,1257460.0,73930.0,209.0,693607.0,693607.0,693607,15.0,15.0,1760.0,26394.0,1.0,507962.0,507962.0
70,Arkansas State University-Main Campus,Jonesboro,NCAA Division I-FBS,3163,3368173.0,96933.0,274.0,1796855.0,1796855.0,1796855,13.0,13.0,33347.0,433516.0,1.0,1389844.0,1389844.0
71,Arkansas Tech University,Russellville,NCAA Division II with football,3353,840642.0,60453.0,207.0,534803.0,534803.0,534803,17.0,17.0,5891.0,100142.0,,411043.0,411043.0
72,University of Arkansas at Monticello,Monticello,NCAA Division II with football,1024,717224.0,47189.0,201.0,484554.0,484554.0,484554,14.0,14.0,4678.0,65490.0,,329040.0,329040.0
73,University of Central Arkansas,Conway,NCAA Division I-FCS,3270,2389487.0,88918.0,316.0,1809848.0,1809848.0,1809848,14.0,14.0,19656.0,275181.0,1.0,1095560.0,1095560.0
74,Central Baptist College,Conway,NAIA Division I ,349,500529.0,27047.0,100.0,667027.0,646376.0,646376,19.0,19.0,1855.0,35238.0,1.0,194052.0,194052.0
75,Cossatot Community College of the University of Arkansas,De Queen,Other ,158,5931.0,10274.0,4.0,50149.0,50149.0,50149,,,,,,,
76,Crowley's Ridge College,Paragould,NCCAA Division I ,95,148756.0,32344.0,53.0,238342.0,229662.0,229662,21.0,21.0,3958.0,83119.0,1.0,202756.0,188422.0
77,Harding University,Searcy,NCAA Division II with football,1837,1680388.0,43054.0,350.0,995520.0,995520.0,995520,17.0,17.0,3780.0,64255.0,,438125.0,438125.0
78,Henderson State University,Arkadelphia,NCAA Division II with football,1181,1022890.0,46807.0,248.0,534883.0,534883.0,534883,15.0,15.0,5095.0,76431.0,,378380.0,378380.0
79,Hendrix College,Conway,NCAA Division III with football,611,0.0,27774.0,264.0,604356.0,604356.0,604356,22.0,22.0,2824.0,62129.0,,134213.0,134213.0
80,John Brown University,Siloam Springs,NAIA Division I ,642,763900.0,19229.0,72.0,590118.0,592708.0,592708,15.0,15.0,3836.0,57537.0,,545126.0,539789.0
81,Arkansas State University Mid-South,West Memphis,NJCAA Division II ,187,30390.0,10000.0,12.0,,,0,12.0,12.0,3057.0,36687.0,,96406.0,96406.0
82,North Arkansas College,Harrison,NJCAA Division II ,399,31565.0,9083.0,47.0,38197.0,38197.0,38197,14.0,14.0,1873.0,26228.0,,78957.0,78957.0
83,Ouachita Baptist University,Arkadelphia,NCAA Division II with football,688,1624570.0,52016.0,240.0,1231101.0,1175998.0,1175998,12.0,12.0,6256.0,75067.0,1.0,477951.0,476923.0
84,University of the Ozarks,Clarksville,NCAA Division III without football,301,0.0,31450.0,165.0,528739.0,528739.0,543378,21.0,21.0,2211.0,46438.0,1.0,136318.0,136318.0
85,Philander Smith College,Little Rock,NAIA Division I ,207,171575.0,55000.0,22.0,10059.0,10059.0,10059,16.0,16.0,6479.0,103671.0,1.0,368093.0,368093.0
86,Williams Baptist College,Walnut Ridge,NAIA Division I ,244,1091637.0,15176.0,143.0,1239262.0,1239262.0,1239262,15.0,15.0,2303.0,34549.0,,237248.0,237248.0
87,Southern Arkansas University Main Campus,Magnolia,NCAA Division II with football,1186,811168.0,27485.0,253.0,871927.0,871927.0,871927,16.0,16.0,4935.0,78958.0,,311272.0,311272.0
88,University of Arkansas-Fort Smith,Fort Smith,NCAA Division II without football,1946,464011.0,33151.0,69.0,752418.0,752418.0,752418,13.0,13.0,9906.0,128783.0,,687121.0,687121.0
89,Academy of Art University,San Francisco,NCAA Division II without football,2341,1456482.0,51781.0,129.0,1919547.0,1919547.0,1919547,11.0,11.0,6718.0,73894.0,1.0,600487.0,600487.0
90,College of Alameda,Alameda,CCCAA,440,0.0,4488.0,14.0,0.0,0.0,0,14.0,14.0,1420.0,19881.0,,62862.0,62862.0
91,Allan Hancock College,Santa Maria,CCCAA,1550,0.0,7583.0,139.0,101061.0,101061.0,101061,12.0,12.0,1679.0,20149.0,,36881.0,36881.0
92,American River College,Sacramento,CCCAA,3323,0.0,35594.0,274.0,613402.0,613402.0,613402,15.0,15.0,2033.0,30492.0,,110680.0,110680.0
93,Antelope Valley College,Lancaster,Other ,1757,0.0,13348.0,143.0,129051.0,129051.0,129051,16.0,16.0,1331.0,21303.0,,83852.0,83852.0
94,Azusa Pacific University,Azusa,NCAA Division II with football,1893,2512860.0,59322.0,291.0,2553360.0,2250527.0,2250527,16.0,16.0,5896.0,94331.0,,831931.0,748923.0
95,Bakersfield College,Bakersfield,CCCAA,2719,0.0,22358.0,248.0,410628.0,375726.0,375726,16.0,16.0,2593.0,41488.0,,93188.0,83511.0
96,Barstow Community College,Barstow,CCCAA,437,0.0,25000.0,49.0,61839.0,61839.0,61839,15.0,15.0,1909.0,28634.0,0.0,76946.0,76946.0
97,Bethesda University,Anaheim,NCCAA Division I ,139,79483.0,19015.0,70.0,151479.0,151479.0,151479,18.0,18.0,5345.0,96208.0,,237213.0,237213.0
98,Biola University,La Mirada,NAIA Division I ,1481,1037783.0,34233.0,143.0,1384804.0,1320390.0,1320390,12.0,12.0,6695.0,80335.0,,638385.0,606730.0
99,Butte College,Oroville,CCCAA,2642,0.0,8288.0,179.0,104847.0,104847.0,104847,12.0,12.0,1941.0,23295.0,,40417.0,40417.0
100,Cabrillo College,Aptos,CCCAA,1981,0.0,15152.0,161.0,118149.0,99968.0,99968,16.0,16.0,385.0,6155.0,,49160.0,36733.0
101,California Baptist University,Riverside,NCAA Division II without football,2135,2652863.0,88175.0,234.0,4881494.0,4509625.0,4509625,14.0,14.0,10038.0,140534.0,1.0,1332300.0,1181533.0
102,California Institute of Technology,Pasadena,NCAA Division III without football,610,0.0,37578.0,141.0,614653.0,604468.0,604468,14.0,14.0,1770.0,24785.0,1.0,176147.0,150362.0
103,California Lutheran University,Thousand Oaks,NCAA Division III with football,1140,0.0,42425.0,355.0,1005363.0,1005363.0,1005363,27.0,27.0,1589.0,42909.0,,119130.0,119130.0
104,California Polytechnic State University-San Luis Obispo,San Luis Obispo,NCAA Division I-FCS,10203,2742122.0,118096.0,338.0,3873521.0,3860005.0,3860005,16.0,16.0,28230.0,451676.0,1.0,2095472.0,2095472.0
105,California State University-Bakersfield,Bakersfield,NCAA Division I without football,2804,1184245.0,77550.0,148.0,2298581.0,2284203.0,2284203,14.0,14.0,29691.0,415675.0,1.0,1697054.0,1697054.0
106,California State University-Stanislaus,Turlock,NCAA Division II without football,2432,291316.0,68380.0,134.0,1119757.0,1067253.0,1067253,15.0,15.0,5613.0,84195.0,1.0,416303.0,415078.0
107,California State University-San Bernardino,San Bernardino,NCAA Division II without football,6218,257768.0,67010.0,92.0,917450.0,813084.0,813084,18.0,18.0,3452.0,62136.0,1.0,582180.0,506321.0
108,California State Polytechnic University-Pomona,Pomona,NCAA Division II without football,10764,408746.0,85700.0,147.0,1190127.0,1118384.0,1118384,12.0,12.0,7017.0,84208.0,1.0,492914.0,564657.0
109,California State University-Chico,Chico,NCAA Division II without football,6995,346303.0,70604.0,195.0,1357199.0,1445819.0,1445819,16.0,16.0,7230.0,115674.0,1.0,555931.0,482877.0
110,California State University-Dominguez Hills,Carson,NCAA Division II without football,3438,263909.0,70738.0,82.0,1026451.0,1026451.0,1026451,12.0,12.0,5043.0,60514.0,1.0,427489.0,427489.0
111,California State University-Fresno,Fresno,NCAA Division I-FBS,7768,3121849.0,424689.0,219.0,3634254.0,3634254.0,3634254,17.0,17.0,67037.0,1139627.0,1.0,3234934.0,3234934.0
112,California State University-Fullerton,Fullerton,NCAA Division I without football,11886,1093813.0,103219.0,168.0,3260101.0,3178242.0,3178242,15.0,15.0,21674.0,325114.0,1.0,1480600.0,1480600.0
113,California State University-East Bay,Hayward,NCAA Division II without football,4241,402695.0,59961.0,130.0,1175086.0,1155721.0,1155721,20.0,20.0,5745.0,114902.0,1.0,630773.0,543014.0
114,California State University-Long Beach,Long Beach,NCAA Division I without football,11989,960827.0,204470.0,190.0,3634019.0,3634019.0,3634019,16.0,16.0,28148.0,450360.0,1.0,2717429.0,2717429.0
115,California State University-Los Angeles,Los Angeles,NCAA Division II without football,8375,463659.0,91085.0,108.0,1120542.0,1120542.0,1120542,16.0,16.0,7471.0,119538.0,1.0,597412.0,597412.0
116,California State University-Northridge,Northridge,NCAA Division I without football,13667,1413252.0,130501.0,201.0,3376786.0,3393631.0,3393631,19.0,19.0,25632.0,487008.0,1.0,2077745.0,2060900.0
117,California State University-Sacramento,Sacramento,NCAA Division I-FCS,9502,2129160.0,109552.0,271.0,1308584.0,2975012.0,2975012,15.0,15.0,24685.0,370276.0,1.0,1012415.0,1433424.0
118,University of California-Berkeley,Berkeley,NCAA Division I-FBS,12756,6418025.0,616218.0,596.0,6510808.0,10066171.0,10066171,17.0,17.0,99327.0,1688561.0,1.0,8316795.0,8658628.0
119,University of California-Davis,Davis,NCAA Division I-FCS,11215,3606294.0,99767.0,294.0,3209808.0,3209808.0,3209808,15.0,15.0,19989.0,299829.0,,1862783.0,1862783.0
120,University of California-Irvine,Irvine,NCAA Division I without football,11429,1817424.0,138960.0,182.0,3967956.0,3665486.0,3665486,16.0,16.0,35536.0,568581.0,1.0,2959823.0,2825452.0
121,University of California-Los Angeles,Los Angeles,NCAA Division I-FBS,12685,6938441.0,925278.0,365.0,3150317.0,10758505.0,10758505,16.0,16.0,132522.0,2120347.0,1.0,11318447.0,9032540.0
122,University of California-Riverside,Riverside,NCAA Division I without football,8733,1429988.0,90890.0,176.0,2464632.0,2391711.0,2391711,16.0,16.0,25148.0,402369.0,1.0,1679974.0,1680520.0
123,University of California-San Diego,La Jolla,NCAA Division II without football,13573,161014.0,89673.0,308.0,2722346.0,2722346.0,2722346,15.0,15.0,6135.0,92023.0,1.0,505287.0,505287.0
124,University of California-Santa Barbara,Santa Barbara,NCAA Division I without football,9503,2217587.0,108200.0,281.0,5842230.0,5842230.0,5842230,19.0,19.0,23488.0,446269.0,1.0,2453112.0,2453112.0
125,University of California-Santa Cruz,Santa Cruz,NCAA Division III without football,7522,0.0,26171.0,152.0,568563.0,566540.0,566540,17.0,17.0,2744.0,46644.0,1.0,172885.0,170824.0
126,The California Maritime Academy,Vallejo,NAIA Division II ,880,30000.0,10696.0,197.0,392608.0,259530.0,259530,19.0,19.0,1405.0,26695.0,0.0,42800.0,48623.0
127,Canada College,Redwood City,CCCAA,457,0.0,18269.0,82.0,88647.0,72868.0,72868,19.0,19.0,513.0,9747.0,,31698.0,36245.0
128,College of the Canyons,Santa Clarita,CCCAA,3213,0.0,7999.0,283.0,233210.0,226613.0,226613,16.0,16.0,1269.0,20306.0,,46037.0,43609.0
129,Cerritos College,Norwalk,CCCAA,3273,0.0,45120.0,369.0,702943.0,643969.0,643969,12.0,12.0,2289.0,27466.0,,174458.0,156805.0
130,Cerro Coso Community College,Ridgecrest,CCCAA,316,0.0,24495.0,28.0,108031.0,106558.0,106558,,,,,,,
131,Chabot College,Hayward,CCCAA,1810,0.0,38888.0,274.0,585379.0,585379.0,585379,20.0,20.0,1185.0,23690.0,,85333.0,85333.0
132,Chaffey College,Rancho Cucamonga,CCCAA,2557,0.0,18631.0,205.0,228583.0,225906.0,225906,16.0,16.0,3099.0,49581.0,,207227.0,207902.0
133,Chapman University,Orange,NCAA Division III with football,2380,0.0,33506.0,275.0,655492.0,655492.0,655492,18.0,18.0,4330.0,77933.0,0.0,214244.0,214244.0
134,Concordia University-Irvine,Irvine,NAIA Division I ,620,1415493.0,51904.0,193.0,2324748.0,2324748.0,2324748,17.0,17.0,6781.0,115283.0,1.0,722383.0,722383.0
135,San Diego Christian College,Santee,NAIA Division I ,357,1105024.0,29436.0,82.0,1197079.0,1188742.0,1188742,14.0,14.0,4406.0,61687.0,1.0,334740.0,333556.0
136,Citrus College,Glendora,CCCAA,2333,0.0,45027.0,207.0,303098.0,298762.0,298762,15.0,15.0,1505.0,22575.0,1.0,133943.0,132812.0
137,City College of San Francisco,San Francisco,CCCAA,3188,0.0,6515.0,177.0,106125.0,106125.0,106125,14.0,14.0,1765.0,24713.0,,40045.0,40045.0
138,Claremont McKenna College,Claremont,NCAA Division III with football,676,0.0,50211.0,294.0,849390.0,849390.0,849390,20.0,20.0,2820.0,56395.0,,190445.0,190445.0
139,Columbia College,Sonora,CCCAA,350,0.0,16426.0,11.0,0.0,0.0,0,11.0,11.0,1705.0,18755.0,,53951.0,53903.0
140,El Camino College-Compton Center,Compton,CCCAA,774,0.0,7313.0,153.0,54133.0,53962.0,53962,19.0,19.0,776.0,14736.0,,27633.0,27369.0
141,Contra Costa College,San Pablo,CCCAA,743,0.0,12936.0,148.0,139708.0,139708.0,139708,16.0,16.0,162.0,2586.0,,83520.0,83520.0
142,Cosumnes River College,Sacramento,Other ,1624,0.0,22866.0,73.0,179721.0,164532.0,164532,13.0,13.0,2596.0,33750.0,0.0,140535.0,117980.0
143,Cuesta College,San Luis Obispo,CCCAA,1791,0.0,13810.0,141.0,308463.0,216509.0,216509,16.0,16.0,1340.0,21440.0,,62144.0,50587.0
144,Cuyamaca College,El Cajon,CCCAA,954,0.0,25607.0,105.0,121238.0,121238.0,121238,13.0,13.0,726.0,9438.0,,50823.0,50823.0
145,Cypress College,Cypress,CCCAA,2366,0.0,16143.0,106.0,302098.0,228478.0,228478,15.0,15.0,1038.0,15575.0,,109501.0,74931.0
146,De Anza College,Cupertino,CCCAA,5890,0.0,32686.0,240.0,336069.0,336069.0,336069,13.0,13.0,1242.0,16145.0,,93868.0,93868.0
147,College of the Desert,Palm Desert,CCCAA,1976,0.0,18342.0,208.0,194456.0,194456.0,194456,25.0,25.0,1135.0,28375.0,,55681.0,55681.0
148,Diablo Valley College,Pleasant Hill,CCCAA,3866,0.0,28002.0,210.0,366436.0,381643.0,381643,14.0,14.0,1398.0,19572.0,,111452.0,101370.0
149,Dominican University of California,San Rafael,NCAA Division II without football,325,382198.0,44746.0,68.0,385341.0,385341.0,385341,16.0,16.0,6536.0,104571.0,1.0,575696.0,575696.0
150,East Los Angeles College,Monterey Park,Other ,3498,0.0,23829.0,221.0,316122.0,316122.0,316122,16.0,16.0,1843.0,29484.0,,78023.0,78023.0
151,El Camino Community College District,Torrance,CCCAA,3939,0.0,33695.0,276.0,482086.0,465271.0,465271,17.0,17.0,1413.0,24021.0,,96922.0,96992.0
152,Evergreen Valley College,San Jose,CCCAA,1140,0.0,14366.0,19.0,63250.0,63250.0,63250,,,,,,,
153,Feather River Community College District,Quincy,CCCAA,282,16702.0,81566.0,178.0,594110.0,594110.0,594110,15.0,15.0,1817.0,27258.0,1.0,142577.0,142577.0
154,Foothill College,Los Altos Hills,CCCAA,2648,0.0,27920.0,108.0,135419.0,135419.0,135419,15.0,15.0,547.0,8208.0,1.0,55425.0,55425.0
155,Fresno City College,Fresno,CCCAA,3229,0.0,29507.0,285.0,654348.0,619798.0,619798,16.0,16.0,3019.0,48308.0,,124469.0,120715.0
