,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
35,Selma University,Selma,NCCAA Division I,122,28000.0,24000.0,28.0,47018.0,55687.0,55687,10.0,10.0,1250.0,12500.0,1.0,62698.0,53655.0
36,Shelton State Community College,Tuscaloosa,NJCAA Division I,1144,226450.0,64531.0,45.0,391844.0,373700.0,373700,16.0,16.0,6528.0,104443.0,1.0,315996.0,300025.0
37,Snead State Community College,Boaz,NJCAA Division I,625,257405.0,20790.0,63.0,334187.0,334187.0,334187,22.0,22.0,1416.0,31160.0,,190134.0,190134.0
38,University of South Alabama,Mobile,NCAA Division I-A,4052,3395347.0,150607.0,298.0,2727922.0,2383222.0,2383222,17.0,17.0,25458.0,432791.0,1.0,1945003.0,1732880.0
39,Spring Hill College,Mobile,NCAA Division II (without football),472,710044.0,31494.0,148.0,886087.0,869901.0,869901,17.0,17.0,2708.0,46030.0,1.0,463405.0,456998.0
40,Stillman College,Tuscaloosa,NCAA Division II (with football),528,1084212.0,39100.0,171.0,566678.0,528528.0,528528,14.0,14.0,3337.0,46717.0,1.0,318278.0,323981.0
41,Talladega College,Talladega,NAIA Division I,438,501963.0,28870.0,75.0,554668.0,554668.0,554668,14.0,14.0,5821.0,81491.0,1.0,349636.0,349636.0
42,Troy University,Troy,NCAA Division I-A,3463,2960413.0,239358.0,307.0,1902171.0,1902171.0,1902171,15.0,15.0,12089.0,181328.0,1.0,2290724.0,2290724.0
43,Tuskegee University,Tuskegee,NCAA Division II (with football),1057,1452691.0,45500.0,213.0,412388.0,412388.0,412388,13.0,13.0,6838.0,88896.0,1.0,541988.0,541988.0
44,University of Alaska Anchorage,Anchorage,NCAA Division II (without football),3247,1330586.0,102709.0,135.0,3608934.0,3609184.0,3609184,18.0,18.0,15133.0,272402.0,1.0,1551701.0,1544132.0
45,University of Alaska Fairbanks,Fairbanks,NCAA Division II (without football),1713,807388.0,65153.0,70.0,2749091.0,2749091.0,2948352,16.0,16.0,8829.0,141271.0,,699130.0,699130.0
46,Arizona State University-Tempe,Tempe,NCAA Division I-A,20019,5778888.0,1346100.0,357.0,2997809.0,8665181.0,8665181,15.0,15.0,86092.0,1291381.0,1.0,9095360.0,10057921.0
47,Arizona Western College,Yuma,NJCAA Division I,1154,678050.0,36269.0,150.0,470861.0,470861.0,470861,17.0,17.0,3284.0,55833.0,,214078.0,214078.0
48,University of Arizona,Tucson,NCAA Division I-A,13949,6579042.0,1036428.0,300.0,2178961.0,5538884.0,5538884,17.0,17.0,186430.0,3169313.0,1.0,19221755.0,8982702.0
49,Central Arizona College,Coolidge,NJCAA Division I,775,390866.0,8428.0,101.0,565292.0,568949.0,568949,15.0,15.0,1708.0,25616.0,,141275.0,137618.0
50,Cochise County Community College District,Douglas,NJCAA Division I,744,198740.0,57326.0,39.0,368054.0,368050.0,368050,13.0,13.0,1906.0,24776.0,1.0,245007.0,241156.0
51,Eastern Arizona College,Thatcher,NJCAA Division I,954,741381.0,17027.0,151.0,375973.0,375973.0,375973,13.0,13.0,7176.0,93286.0,,245021.0,245021.0
52,Embry-Riddle Aeronautical University-Prescott,Prescott,NAIA Division I,1441,567895.0,39069.0,72.0,1007648.0,992248.0,992248,,,,,,,
53,Glendale Community College,Glendale,NJCAA Division II,3125,102859.0,14709.0,211.0,215848.0,203272.0,203272,13.0,13.0,1523.0,19801.0,1.0,93295.0,91164.0
54,Grand Canyon University,Phoenix,NCAA Division I-AAA,3426,2127054.0,127760.0,335.0,5231345.0,5231345.0,5231345,18.0,18.0,37742.0,679355.0,1.0,3858156.0,3858156.0
55,GateWay Community College,Phoenix,NJCAA Division II,560,29574.0,33618.0,55.0,186575.0,185254.0,185254,,,,,,,
56,Mesa Community College,Mesa,NJCAA Division II,3699,83950.0,27417.0,271.0,302126.0,302126.0,302126,16.0,16.0,1243.0,19890.0,1.0,92484.0,92484.0
57,Dine College,Tsaile,Other,325,22798.0,6000.0,20.0,102344.0,102344.0,102344,,,,,,,
58,Northern Arizona University,Flagstaff,NCAA Division I-AA,8215,2447558.0,115811.0,254.0,1017398.0,1017398.0,1017398,17.0,17.0,30758.0,522879.0,1.0,1668695.0,1668695.0
59,Phoenix College,Phoenix,NJCAA Division II,1249,154151.0,44824.0,141.0,267754.0,232797.0,232797,13.0,13.0,1397.0,18166.0,1.0,148284.0,123891.0
60,Pima Community College,Tucson,NJCAA Division I,4394,286367.0,16648.0,298.0,619142.0,550344.0,550344,17.0,17.0,1604.0,27275.0,,117943.0,109651.0
61,Scottsdale Community College,Scottsdale,NJCAA Division II,1477,59150.0,28968.0,165.0,125514.0,125514.0,125514,15.0,15.0,1000.0,15000.0,1.0,87514.0,87514.0
62,South Mountain Community College,Phoenix,NJCAA Division II,567,31200.0,19960.0,84.0,256808.0,231437.0,231437,16.0,16.0,717.0,11474.0,,36994.0,33965.0
63,Arizona Christian University,Phoenix,NAIA Division I,337,947152.0,20462.0,230.0,838006.0,838006.0,838006,26.0,26.0,2001.0,52026.0,,212827.0,212827.0
64,Yavapai College,Prescott,NJCAA Division I,1036,282833.0,52594.0,52.0,595604.0,587425.0,587425,,,,,,,
65,University of Arkansas at Little Rock,Little Rock,NCAA Division I-AAA,2056,838922.0,144238.0,101.0,163864.0,1582708.0,1582708,16.0,16.0,32202.0,515228.0,1.0,921440.0,2082286.0
66,Arkansas Baptist College,Little Rock,NJCAA Division I,553,73400.0,19561.0,183.0,166035.0,145017.0,145017,18.0,18.0,1204.0,21669.0,1.0,149594.0,129382.0
67,Lyon College,Batesville,NAIA Division I,361,2270354.0,35992.0,187.0,1710023.0,1420670.0,1420670,18.0,18.0,2382.0,42874.0,1.0,469090.0,447690.0
68,University of Arkansas,Fayetteville,NCAA Division I-A,9078,4950265.0,1206429.0,312.0,3707655.0,8498758.0,8498758,14.0,14.0,133649.0,1871088.0,1.0,16314973.0,8425122.0
69,University of Arkansas at Pine Bluff,Pine Bluff,NCAA Division I-AA,1016,1084092.0,66852.0,194.0,567846.0,567846.0,567846,16.0,16.0,5752.0,92038.0,1.0,565674.0,565674.0
70,Arkansas State University-Main Campus,Jonesboro,NCAA Division I-A,3251,2767726.0,94221.0,280.0,1594564.0,1594564.0,1594564,16.0,16.0,26292.0,420678.0,1.0,1295222.0,1295222.0
71,Arkansas Tech University,Russellville,NCAA Division II (with football),3281,836480.0,61132.0,211.0,464963.0,464963.0,464963,21.0,21.0,5650.0,118654.0,,434771.0,434771.0
72,University of Arkansas at Monticello,Monticello,NCAA Division II (with football),1082,660584.0,46969.0,156.0,477610.0,477610.0,477610,9.0,9.0,6254.0,56282.0,,294982.0,294982.0
73,University of Central Arkansas,Conway,NCAA Division I-AA,3288,2350317.0,87944.0,322.0,1795882.0,1795882.0,1795882,15.0,15.0,23664.0,354963.0,1.0,1118043.0,1118043.0
74,Central Baptist College,Conway,NAIA Division I,361,403942.0,26591.0,129.0,596867.0,586857.0,586857,22.0,22.0,1304.0,28681.0,1.0,175615.0,175596.0
75,Cossatot Community College of the University of Arkansas,De Queen,Other,153,4962.0,10175.0,5.0,40584.0,40584.0,40584,,,,,,,
76,Crowley's Ridge College,Paragould,NCCAA Division I,84,140059.0,4700.0,46.0,147603.0,141788.0,141788,19.0,19.0,2756.0,52356.0,,126328.0,114907.0
77,Harding University,Searcy,NCAA Division II (with football),1859,1525876.0,46872.0,346.0,964017.0,964017.0,964017,15.0,15.0,3403.0,51042.0,,404916.0,404916.0
78,Henderson State University,Arkadelphia,NCAA Division II (with football),1323,976440.0,61470.0,279.0,579427.0,579427.0,579427,24.0,24.0,1490.0,35759.0,,354385.0,354385.0
79,Hendrix College,Conway,NCAA Division III (with football),592,0.0,27813.0,231.0,609358.0,609358.0,609358,14.0,14.0,4190.0,58655.0,,140951.0,140951.0
80,John Brown University,Siloam Springs,NAIA Division I,669,700117.0,18890.0,70.0,531402.0,526621.0,526621,15.0,15.0,4064.0,60959.0,,522545.0,522545.0
81,Mid-South Community College,West Memphis,NJCAA Division II,234,19850.0,10000.0,19.0,,,0,19.0,19.0,1815.0,34487.0,0.0,79825.0,79825.0
82,North Arkansas College,Harrison,NJCAA Division II,464,34375.0,9158.0,52.0,41474.0,41474.0,41474,16.0,16.0,1742.0,27876.0,,80530.0,80530.0
83,Ouachita Baptist University,Arkadelphia,NCAA Division II (with football),692,1768364.0,44820.0,269.0,1281379.0,1214529.0,1214529,14.0,14.0,3617.0,50637.0,1.0,447290.0,444832.0
84,University of the Ozarks,Clarksville,NCAA Division III (without football),268,0.0,36495.0,116.0,420037.0,420037.0,420037,21.0,21.0,2425.0,50926.0,1.0,132800.0,132800.0
85,Philander Smith College,Little Rock,NAIA Division I,191,131419.0,60000.0,17.0,4000.0,4000.0,4000,11.0,11.0,6893.0,75828.0,1.0,350614.0,350614.0
86,Williams Baptist College,Walnut Ridge,NAIA Division I,226,748895.0,15505.0,124.0,960260.0,960260.0,960260,15.0,15.0,2751.0,41270.0,,247222.0,247222.0
87,Southern Arkansas University Main Campus,Magnolia,NCAA Division II (with football),1127,766028.0,25391.0,263.0,867193.0,867193.0,867193,16.0,16.0,3584.0,57345.0,,293421.0,293421.0
88,University of Arkansas-Fort Smith,Fort Smith,NCAA Division II (without football),2011,510997.0,35606.0,75.0,723584.0,723584.0,723584,12.0,12.0,10571.0,126853.0,,570414.0,570414.0
89,Academy of Art University,San Francisco,NCAA Division II (without football),2517,1461358.0,56081.0,120.0,1992519.0,1992519.0,1992519,11.0,11.0,5918.0,65098.0,1.0,627485.0,627485.0
90,College of Alameda,Alameda,Other,414,0.0,4488.0,14.0,0.0,0.0,0,14.0,14.0,1421.0,19894.0,,62482.0,62482.0
91,Allan Hancock College,Santa Maria,Other,1578,0.0,6433.0,154.0,118034.0,112103.0,112103,11.0,11.0,3124.0,34364.0,,51740.0,50096.0
92,American River College,Sacramento,Other,3354,0.0,42525.0,249.0,536800.0,536800.0,536800,15.0,15.0,1849.0,27737.0,,90260.0,90260.0
93,Antelope Valley College,Lancaster,Other,1951,0.0,12672.0,148.0,125574.0,125574.0,125574,15.0,15.0,1854.0,27803.0,,94781.0,94781.0
94,Azusa Pacific University,Azusa,NCAA Division II (with football),1929,2753876.0,50293.0,287.0,2058364.0,1888677.0,1888677,15.0,15.0,6980.0,104693.0,,765481.0,689455.0
95,Bakersfield College,Bakersfield,Other,2504,0.0,20294.0,287.0,398223.0,328077.0,328077,20.0,20.0,2103.0,42060.0,,87636.0,76451.0
96,Barstow Community College,Barstow,Other,175,0.0,37190.0,38.0,84601.0,79641.0,79641,14.0,14.0,2711.0,37952.0,,85831.0,90707.0
97,Bethesda University,Anaheim,NCCAA Division I,143,490875.0,30000.0,87.0,498790.0,498790.0,498790,22.0,22.0,515.0,11340.0,,231695.0,231695.0
98,Biola University,La Mirada,NAIA Division I,1579,971551.0,31742.0,133.0,1101833.0,1071886.0,1071886,15.0,15.0,3183.0,47751.0,,559686.0,538186.0
99,Butte College,Oroville,Other,2796,0.0,8661.0,198.0,92948.0,92948.0,92948,12.0,12.0,1265.0,15183.0,,31799.0,31799.0
100,Cabrillo College,Aptos,Other,2126,0.0,16382.0,173.0,110234.0,117556.0,117556,14.0,14.0,898.0,12567.0,,47160.0,51523.0
101,California Baptist University,Riverside,NCAA Division II (without football),2083,2320048.0,78427.0,250.0,4264402.0,4044961.0,4044961,15.0,15.0,9120.0,136798.0,1.0,1125655.0,1011887.0
102,California Institute of Technology,Pasadena,NCAA Division III (without football),625,0.0,35642.0,158.0,587656.0,587656.0,587656,15.0,15.0,1235.0,18532.0,1.0,121388.0,121388.0
103,California Lutheran University,Thousand Oaks,NCAA Division III (with football),1184,0.0,35487.0,372.0,763465.0,763465.0,763465,33.0,33.0,2729.0,90062.0,,171925.0,171925.0
104,California Polytechnic State University-San Luis Obispo,San Luis Obispo,NCAA Division I-AA,9944,2502259.0,120846.0,345.0,3500706.0,3500706.0,3500706,18.0,18.0,28677.0,516177.0,1.0,1794347.0,1794347.0
105,California State University-Bakersfield,Bakersfield,NCAA Division I-AAA,2616,1138201.0,111703.0,147.0,2284056.0,2284056.0,2284056,15.0,15.0,23636.0,354534.0,1.0,1510964.0,1510964.0
106,California State University-Stanislaus,Turlock,NCAA Division II (without football),2378,269428.0,66320.0,128.0,1025153.0,1017599.0,1017599,15.0,15.0,6617.0,99256.0,1.0,428065.0,426191.0
107,California State University-San Bernardino,San Bernardino,NCAA Division II (without football),5647,223716.0,73939.0,77.0,880536.0,691610.0,691610,15.0,15.0,5019.0,75283.0,1.0,570210.0,491382.0
108,California State Polytechnic University-Pomona,Pomona,NCAA Division II (without football),10924,384303.0,79805.0,154.0,885855.0,857979.0,857979,14.0,14.0,4020.0,56282.0,1.0,539489.0,511090.0
109,California State University-Chico,Chico,NCAA Division II (without football),7019,304240.0,73828.0,189.0,1360077.0,1207439.0,1207439,17.0,17.0,5088.0,86504.0,1.0,513528.0,467434.0
110,California State University-Dominguez Hills,Carson,NCAA Division II (without football),3244,196948.0,61338.0,91.0,779701.0,779701.0,779701,17.0,17.0,5188.0,88200.0,1.0,344325.0,344325.0
111,California State University-Fresno,Fresno,NCAA Division I-A,7401,2697380.0,454932.0,223.0,1543328.0,2449513.0,2449513,13.0,13.0,61838.0,803893.0,1.0,2319851.0,2479857.0
112,California State University-Fullerton,Fullerton,NCAA Division I-AAA,11759,976884.0,101011.0,163.0,2723544.0,2723544.0,2723544,17.0,17.0,19203.0,326450.0,1.0,1416737.0,1416737.0
113,California State University-East Bay,Hayward,NCAA Division II (without football),4003,354204.0,71202.0,120.0,1162919.0,1133268.0,1133268,17.0,17.0,4788.0,81392.0,1.0,474338.0,455152.0
114,California State University-Long Beach,Long Beach,NCAA Division I-AAA,11750,952150.0,200269.0,194.0,2798675.0,2798675.0,2798675,18.0,18.0,27044.0,486793.0,1.0,2457281.0,2457281.0
115,California State University-Los Angeles,Los Angeles,NCAA Division II (without football),7228,382317.0,87670.0,107.0,991526.0,991526.0,991526,13.0,13.0,6249.0,81231.0,1.0,494459.0,494459.0
116,California State University-Northridge,Northridge,NCAA Division I-AAA,13162,1166957.0,125569.0,216.0,2923672.0,2923672.0,2923672,17.0,17.0,24035.0,408587.0,1.0,1828599.0,1828599.0
117,California State University-Sacramento,Sacramento,NCAA Division I-AA,9098,1970147.0,92608.0,267.0,2896298.0,2896298.0,2896298,14.0,14.0,34839.0,487739.0,1.0,1425297.0,1425297.0
118,University of California-Berkeley,Berkeley,NCAA Division I-A,12598,5231781.0,448773.0,619.0,6314310.0,9957647.0,9957647,17.0,17.0,65256.0,1109344.0,1.0,9003605.0,6455744.0
119,University of California-Davis,Davis,NCAA Division I-AA,11295,3192879.0,91365.0,288.0,3154295.0,3154295.0,3154295,15.0,15.0,21849.0,327741.0,,1621580.0,1621580.0
120,University of California-Irvine,Irvine,NCAA Division I-AAA,11091,1755114.0,127333.0,186.0,3893632.0,3656592.0,3656592,16.0,16.0,23198.0,371167.0,1.0,2570142.0,2570142.0
121,University of California-Los Angeles,Los Angeles,NCAA Division I-A,12793,6510294.0,868584.0,394.0,2925380.0,10598789.0,10598789,14.0,14.0,133840.0,1873762.0,1.0,12228209.0,8256449.0
122,University of California-Riverside,Riverside,NCAA Division I-AAA,8873,1464959.0,87398.0,183.0,2492331.0,2492331.0,2492331,15.0,15.0,21865.0,327980.0,1.0,1586533.0,1586533.0
123,University of California-San Diego,La Jolla,NCAA Division II (without football),12627,138367.0,82059.0,311.0,2670611.0,2653594.0,2653594,14.0,14.0,6955.0,97373.0,1.0,464108.0,481124.0
124,University of California-Santa Barbara,Santa Barbara,NCAA Division I-AAA,9405,2052273.0,95792.0,306.0,4672099.0,4624740.0,4624740,20.0,20.0,18024.0,360476.0,1.0,2035142.0,1955898.0
125,University of California-Santa Cruz,Santa Cruz,NCAA Division III (without football),7447,0.0,19287.0,116.0,461388.0,445396.0,445396,15.0,15.0,2975.0,44623.0,1.0,156990.0,150277.0
126,The California Maritime Academy,Vallejo,NAIA Division II,855,30000.0,10346.0,163.0,377857.0,245341.0,245341,17.0,17.0,1395.0,23720.0,0.0,43600.0,46823.0
127,Canada College,Redwood City,Other,440,0.0,19408.0,71.0,85263.0,67526.0,67526,13.0,13.0,725.0,9425.0,,65059.0,42367.0
128,College of the Canyons,Santa Clarita,Other,3112,0.0,8640.0,189.0,181662.0,181662.0,181662,13.0,13.0,1795.0,23341.0,,40092.0,40092.0
129,Cerritos College,Norwalk,Other,3156,0.0,29191.0,340.0,547418.0,513539.0,513539,15.0,15.0,1907.0,28610.0,,134153.0,120721.0
130,Cerro Coso Community College,Ridgecrest,Other,359,0.0,19465.0,20.0,112580.0,101854.0,101854,,,,,,,
131,Chabot College,Hayward,Other,1899,0.0,21786.0,255.0,387882.0,387882.0,387882,17.0,17.0,1680.0,28566.0,,69499.0,69499.0
132,Chaffey College,Rancho Cucamonga,Other,2316,0.0,18187.0,222.0,235861.0,233776.0,233776,17.0,17.0,2470.0,41989.0,,202524.0,199208.0
133,Chapman University,Orange,NCAA Division III (with football),2385,0.0,34470.0,265.0,596021.0,596021.0,596021,22.0,22.0,2221.0,48869.0,0.0,191441.0,191441.0
134,Concordia University-Irvine,Irvine,NAIA Division I,654,1841038.0,51383.0,194.0,2470703.0,2470703.0,2470703,18.0,18.0,6191.0,111440.0,1.0,818146.0,818146.0
135,San Diego Christian College,Santee,NAIA Division I,422,1489596.0,20238.0,135.0,1442382.0,1434034.0,1434034,23.0,23.0,2389.0,54939.0,,403037.0,393654.0
136,Citrus College,Glendora,Other,2259,0.0,44020.0,269.0,329668.0,327705.0,327705,19.0,19.0,1664.0,31622.0,1.0,122470.0,121955.0
137,City College of San Francisco,San Francisco,Other,3641,0.0,6515.0,173.0,109350.0,109350.0,109350,13.0,13.0,1688.0,21949.0,,37281.0,37281.0
138,Claremont McKenna College,Claremont,NCAA Division III (with football),671,0.0,44574.0,287.0,808014.0,808014.0,808014,18.0,18.0,2251.0,40510.0,,170303.0,170303.0
139,Columbia College,Sonora,Other,358,0.0,15033.0,11.0,0.0,0.0,0,11.0,11.0,1632.0,17952.0,1.0,66700.0,54850.0
140,El Camino College-Compton Center,Compton,Other,800,0.0,6958.0,122.0,59121.0,59604.0,59604,14.0,14.0,844.0,11816.0,,26108.0,25184.0
141,Contra Costa College,San Pablo,Other,836,0.0,12700.0,137.0,149584.0,149584.0,149584,15.0,15.0,2267.0,34010.0,,79136.0,79136.0
142,Cosumnes River College,Sacramento,Other,1689,0.0,33292.0,69.0,283276.0,249009.0,249009,15.0,15.0,2250.0,33747.0,,142861.0,117980.0
143,Cuesta College,San Luis Obispo,Other,1841,0.0,13427.0,142.0,263033.0,212128.0,212128,13.0,13.0,1579.0,20527.0,,60666.0,48819.0
144,Cuyamaca College,El Cajon,Other,968,0.0,25607.0,84.0,177452.0,177452.0,177452,14.0,14.0,904.0,12659.0,,80952.0,80952.0
145,Cypress College,Cypress,Other,2292,0.0,15859.0,109.0,300732.0,237307.0,237307,14.0,14.0,641.0,8976.0,,85032.0,63723.0
146,De Anza College,Cupertino,Other,5728,0.0,25968.0,268.0,265469.0,265469.0,265469,17.0,17.0,803.0,13659.0,,88856.0,88856.0
147,College of the Desert,Palm Desert,Other,1802,0.0,15642.0,174.0,184604.0,184604.0,184604,13.0,13.0,1983.0,25780.0,,43208.0,43208.0
148,Diablo Valley College,Pleasant Hill,Other,3826,0.0,13319.0,211.0,201761.0,190005.0,190005,23.0,23.0,1312.0,30186.0,,54057.0,47417.0
149,Dominican University of California,San Rafael,NCAA Division II (without football),310,405126.0,43276.0,70.0,354264.0,354264.0,354264,14.0,14.0,6314.0,88395.0,1.0,542298.0,542298.0
150,East Los Angeles College,Monterey Park,Other,3494,0.0,9979.0,239.0,196817.0,196817.0,196817,20.0,20.0,859.0,17182.0,,57340.0,57340.0
151,El Camino Community College District,Torrance,Other,4078,0.0,33534.0,259.0,484313.0,482651.0,482651,15.0,15.0,618.0,9267.0,,70352.0,68427.0
152,Evergreen Valley College,San Jose,Other,1190,0.0,17915.0,22.0,69260.0,59900.0,59900,,,,,,,
153,Feather River Community College District,Quincy,Other,414,17091.0,78500.0,181.0,664564.0,664564.0,664564,22.0,22.0,1330.0,29257.0,1.0,158447.0,158447.0
154,Foothill College,Los Altos Hills,Other,2646,0.0,27920.0,120.0,123998.0,123998.0,123998,16.0,16.0,719.0,11505.0,,57210.0,57210.0
155,Fresno City College,Fresno,Other,3504,0.0,24623.0,261.0,553275.0,518520.0,518520,14.0,14.0,2632.0,36841.0,,109536.0,106493.0
156,Fresno Pacific University,Fresno,NCAA Division II (without football),687,1130825.0,39146.0,154.0,1786530.0,1678010.0,1678010,18.0,18.0,4934.0,88805.0,1.0,498468.0,481717.0
157,Fullerton College,Fullerton,Other,4293,0.0,27757.0,298.0,306398.0,305121.0,305121,19.0,19.0,775.0,14725.0,,43126.0,42482.0
