,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
68,University of Arkansas at Little Rock,Little Rock,NCAA Division I-AAA,2436,733369.0,105811.0,87.0,114118.0,2856129.0,2856129,14.0,14.0,32797.0,459157.0,1.0,971974.0,1607410.0
69,Arkansas Baptist College,Little Rock,NJCAA Division I,623,275362.0,12797.0,228.0,152685.0,706766.0,706766,20.0,20.0,1591.0,31818.0,,118175.0,118175.0
70,Lyon College,Batesville,NAIA Division I,276,946837.0,32291.0,92.0,981068.0,1317299.0,1317299,19.0,19.0,1934.0,36752.0,,395014.0,373416.0
71,University of Arkansas,Fayetteville,NCAA Division I-A,7573,3951785.0,977831.0,330.0,2531759.0,40067706.0,40067706,14.0,14.0,108296.0,1516142.0,1.0,14608513.0,9548135.0
72,University of Arkansas at Pine Bluff,Pine Bluff,NCAA Division I-AA,1318,888963.0,56016.0,151.0,522455.0,2575558.0,2575558,13.0,13.0,13607.0,176890.0,1.0,572627.0,572627.0
73,Arkansas State University-Main Campus,State University,NCAA Division I-A,3272,2025214.0,79820.0,257.0,1267643.0,6242293.0,6242293,12.0,12.0,23146.0,277748.0,1.0,967245.0,967245.0
74,Arkansas Tech University,Russellville,NCAA Division II (with football),3287,679586.0,74147.0,222.0,352879.0,1667434.0,1667434,15.0,15.0,3659.0,54891.0,,323024.0,323024.0
75,University of Arkansas at Monticello,Monticello,NCAA Division II (with football),1129,465887.0,27895.0,166.0,204818.0,1443372.0,1443372,13.0,13.0,3443.0,44757.0,,223456.0,223456.0
76,University of Central Arkansas,Conway,NCAA Division I-AA,3441,1598894.0,67155.0,209.0,1344051.0,4077023.0,4077023,12.0,12.0,12370.0,148436.0,,728530.0,728530.0
77,Central Baptist College,Conway,NAIA Division II,336,274000.0,16721.0,122.0,323073.0,464666.0,464666,14.0,14.0,1245.0,17435.0,1.0,141593.0,124480.0
78,COSSATOT COMMUNITY COLLEGE OF THE UNIV OF ARKANSAS,DE QUEEN,Other,347,,,,,,14435,,,,,,,
79,Crowley's Ridge College,Paragould,NCCAA Division I,87,90110.0,4700.0,42.0,112696.0,182935.0,182935,15.0,15.0,2524.0,37858.0,,78088.0,72958.0
80,Harding University,Searcy,NCAA Division II (with football),1816,1269875.0,32075.0,298.0,734969.0,2147028.0,2147028,16.0,16.0,3431.0,54903.0,,335348.0,335348.0
81,Henderson State University,Arkadelphia,NCAA Division II (with football),1372,831567.0,31920.0,219.0,347956.0,1721238.0,1721238,20.0,20.0,1955.0,39097.0,,313783.0,313783.0
82,Hendrix College,Conway,NCAA Division III (without football),617,0.0,22761.0,139.0,478330.0,582823.0,582823,17.0,17.0,3111.0,52890.0,,104493.0,104493.0
83,John Brown University,Siloam Springs,NAIA Division I,655,601959.0,17661.0,60.0,448080.0,885520.0,885520,14.0,14.0,3109.0,43530.0,,443539.0,437459.0
84,Mid-South Community College,West Memphis,NJCAA Division III,288,0.0,12000.0,20.0,,60816.0,60816,20.0,20.0,1288.0,25753.0,0.0,60816.0,60816.0
85,North Arkansas College,Harrison,NJCAA Division II,600,20269.0,8904.0,48.0,33117.0,93342.0,107482,13.0,13.0,2179.0,28323.0,,60225.0,60225.0
86,Ouachita Baptist University,Arkadelphia,NCAA Division II (with football),681,1522903.0,54925.0,227.0,1019478.0,2839995.0,2839995,13.0,13.0,5842.0,75940.0,1.0,398689.0,396353.0
87,University of the Ozarks,Clarksville,NCAA Division III (without football),276,0.0,38519.0,121.0,307168.0,446259.0,446259,28.0,28.0,1655.0,46337.0,1.0,139091.0,139091.0
88,Philander Smith College,Little Rock,NAIA Division I,216,48401.0,12000.0,14.0,0.0,130774.0,130774,14.0,14.0,3714.0,52000.0,,130774.0,130774.0
89,Williams Baptist College,Walnut Ridge,NAIA Division I,224,385836.0,18992.0,88.0,387688.0,584750.0,584750,18.0,18.0,1120.0,20156.0,,197062.0,207000.0
90,Southern Arkansas University Main Campus,Magnolia,NCAA Division II (with football),1052,608516.0,20473.0,189.0,1005781.0,2054293.0,2054293,16.0,16.0,2346.0,37536.0,,270617.0,270617.0
91,University of Arkansas-Fort Smith,Fort Smith,NCAA Division II (without football),2218,457449.0,29735.0,68.0,670258.0,1127396.0,1127396,15.0,15.0,7829.0,117428.0,,457138.0,457138.0
92,ACADEMY OF ART UNIVERSITY,SAN FRANCISCO,NCAA Division II (without football),3141,1082609.0,37517.0,81.0,1337107.0,1944029.0,1944029,12.0,12.0,12824.0,153892.0,1.0,606922.0,606922.0
93,College of Alameda,Alameda,Other,488,0.0,4000.0,15.0,0.0,70136.0,70136,15.0,15.0,1789.0,26833.0,0.0,70136.0,70136.0
94,Allan Hancock College,Santa Maria,Other,1717,0.0,5139.0,154.0,111593.0,213131.0,213131,13.0,13.0,1674.0,21760.0,,33484.0,37403.0
95,American River College,Sacramento,Other,3694,0.0,19898.0,272.0,369408.0,545546.0,545546,16.0,16.0,1973.0,31575.0,,59916.0,59916.0
96,ANTELOPE VALLEY COLLEGE,LANCASTER,Other,1984,0.0,15555.0,169.0,112885.0,334174.0,334174,15.0,15.0,1534.0,23010.0,0.0,78426.0,78426.0
97,Azusa Pacific University,Azusa,NAIA Division I,1663,1529986.0,40449.0,249.0,1413809.0,2712578.0,2712578,19.0,19.0,3335.0,63363.0,1.0,553068.0,431784.0
98,Bakersfield College,Bakersfield,Other,2645,0.0,20000.0,206.0,227266.0,421784.0,421784,15.0,15.0,1564.0,23455.0,,57248.0,56174.0
99,Barstow Community College,Barstow,Other,361,0.0,4083.0,43.0,47639.0,78153.0,78153,15.0,15.0,1121.0,16820.0,,30514.0,30514.0
100,Bethesda Christian University,Anaheim,NCCAA Division I,96,10000.0,7500.0,14.0,61538.0,61538.0,61538,,,,,,,
101,Biola University,La Mirada,NAIA Division I,1466,685674.0,17593.0,154.0,847193.0,1218931.0,1218931,12.0,12.0,4502.0,54018.0,,420372.0,397532.0
102,Butte College,Oroville,Other,3077,0.0,7861.0,190.0,103008.0,257538.0,257538,14.0,14.0,1224.0,17132.0,,41648.0,41648.0
103,Cabrillo College,Aptos,Other,2381,0.0,13052.0,182.0,114739.0,201519.0,201519,13.0,13.0,451.0,5863.0,,38707.0,40618.0
104,California Baptist University,Riverside,NCAA Division II (without football),1252,1554410.0,40742.0,204.0,2766908.0,3104703.0,3104703,12.0,12.0,3707.0,44484.0,1.0,421592.0,421592.0
105,California Institute of Technology,Pasadena,NCAA Division III (without football),585,0.0,17390.0,142.0,181052.0,247140.0,281334,15.0,15.0,1105.0,16576.0,,70688.0,66838.0
106,California Lutheran University,Thousand Oaks,NCAA Division III (with football),990,0.0,28800.0,299.0,536936.0,910278.0,910278,25.0,25.0,1224.0,30590.0,,102857.0,101138.0
107,California Polytechnic State University-San Luis Obispo,San Luis Obispo,NCAA Division I-AA,9212,2095456.0,91499.0,318.0,2549163.0,6791877.0,6791877,17.0,17.0,15642.0,265918.0,1.0,1330328.0,1330328.0
108,California State University-Bakersfield,Bakersfield,NCAA Division I-AAA,2121,739092.0,64387.0,157.0,2001491.0,3001745.0,3001745,14.0,14.0,20424.0,285929.0,1.0,1000254.0,1000254.0
109,California State University-Stanislaus,Turlock,NCAA Division II (without football),1989,196450.0,57187.0,110.0,704750.0,964560.0,964560,15.0,15.0,3299.0,49480.0,1.0,297040.0,277546.0
110,California State University-San Bernardino,San Bernardino,NCAA Division II (without football),4274,197595.0,70240.0,79.0,137296.0,1060975.0,1060975,16.0,16.0,3243.0,51883.0,1.0,54223.0,422186.0
111,California State Polytechnic University-Pomona,Pomona,NCAA Division II (without football),8989,286070.0,71972.0,119.0,711101.0,1225836.0,1225836,14.0,14.0,7475.0,104654.0,1.0,539026.0,511003.0
112,California State University-Chico,Chico,NCAA Division II (without football),6648,359346.0,65269.0,198.0,1113372.0,1463292.0,1463292,17.0,17.0,4554.0,77410.0,1.0,399101.0,399101.0
113,California State University-Dominguez Hills,Carson,NCAA Division II (without football),2696,150000.0,51428.0,87.0,425596.0,662356.0,662356,16.0,16.0,3439.0,55021.0,,236760.0,278635.0
114,California State University-Fresno,Fresno,NCAA Division I-A,6631,2300598.0,353669.0,225.0,1277141.0,11041755.0,11041755,14.0,14.0,24091.0,337274.0,1.0,2361631.0,1768355.0
115,California State University-Fullerton,Fullerton,NCAA Division I-AAA,9697,835149.0,97990.0,182.0,2112922.0,3433911.0,3433911,18.0,18.0,12808.0,230542.0,1.0,1320989.0,1320989.0
116,California State University-East Bay,Hayward,NCAA Division II (without football),3467,273817.0,66231.0,99.0,1031688.0,1300008.0,1300008,14.0,14.0,4522.0,63310.0,1.0,380112.0,337537.0
117,California State University-Long Beach,Long Beach,NCAA Division I-AAA,9052,833505.0,123784.0,183.0,2491771.0,4269049.0,4269049,17.0,17.0,19740.0,335585.0,1.0,1779407.0,1779407.0
118,California State University-Los Angeles,Los Angeles,NCAA Division II (without football),5367,364647.0,71978.0,99.0,756288.0,1144615.0,1144615,12.0,12.0,3974.0,47689.0,1.0,388327.0,388327.0
119,California State University-Northridge,Northridge,NCAA Division I-AAA,9971,766946.0,152777.0,223.0,2054631.0,3197750.0,3197750,17.0,17.0,13383.0,227503.0,1.0,1143119.0,1143119.0
120,California State University-Sacramento,Sacramento,NCAA Division I-AA,7946,1736709.0,122690.0,211.0,1788300.0,5567515.0,5567515,14.0,14.0,19347.0,270860.0,1.0,1038187.0,1033537.0
121,University of California-Berkeley,Berkeley,NCAA Division I-A,11701,5014964.0,380134.0,571.0,4894891.0,30289849.0,30289849,15.0,15.0,60538.0,908066.0,1.0,6417866.0,4892366.0
122,University of California-Davis,Davis,NCAA Division I-AA,10617,2847760.0,69905.0,286.0,2543246.0,6553596.0,6553596,13.0,13.0,15540.0,202024.0,,969383.0,969383.0
123,University of California-Irvine,Irvine,NCAA Division I-AAA,9935,1349921.0,84802.0,187.0,2878113.0,4358591.0,4358591,16.0,16.0,16456.0,263300.0,1.0,1480478.0,1480478.0
124,University of California-Los Angeles,Los Angeles,NCAA Division I-A,11378,5461255.0,530985.0,467.0,2626948.0,32314904.0,32314904,18.0,18.0,67753.0,1219557.0,1.0,11621364.0,6702818.0
125,University of California-Riverside,Riverside,NCAA Division I-AAA,8578,1119338.0,85855.0,155.0,1917426.0,3248554.0,3248554,16.0,16.0,15016.0,240250.0,1.0,1392152.0,1395339.0
126,University of California-San Diego,La Jolla,NCAA Division II (without football),11176,140166.0,49307.0,299.0,2421311.0,2905246.0,2905246,16.0,16.0,6601.0,105622.0,1.0,483935.0,483935.0
127,University of California-Santa Barbara,Santa Barbara,NCAA Division I-AAA,8867,1683293.0,74577.0,253.0,3443709.0,5724636.0,5724636,17.0,17.0,21886.0,372065.0,1.0,1811955.0,1906280.0
128,University of California-Santa Cruz,Santa Cruz,NCAA Division III (without football),7188,0.0,14017.0,109.0,260175.0,311771.0,311771,16.0,16.0,3241.0,51851.0,,68855.0,68855.0
129,California Maritime Academy,Vallejo,NAIA Division II,715,30000.0,10346.0,137.0,342056.0,245039.0,245039,14.0,14.0,1573.0,22015.0,0.0,36000.0,40387.0
130,Canada College,Redwood City,Other,559,0.0,21664.0,61.0,69443.0,110791.0,110791,12.0,12.0,1101.0,13212.0,,41378.0,41369.0
131,College of the Canyons,Santa Clarita,Other,2908,0.0,7288.0,224.0,236461.0,412286.0,412286,12.0,12.0,1239.0,14867.0,,70219.0,70219.0
132,Cerritos College,Norwalk,NJCAA Division III,3124,0.0,9686.0,363.0,602272.0,942252.0,942252,17.0,17.0,2691.0,45743.0,,133272.0,123152.0
133,Cerro Coso Community College,Ridgecrest,Other,502,0.0,9564.0,24.0,68009.0,68009.0,68009,,0.0,0.0,0.0,,,
134,Chabot College,Hayward,Other,2179,0.0,17310.0,252.0,261614.0,430309.0,430309,13.0,13.0,968.0,12582.0,,42747.0,42747.0
135,Chaffey College,Rancho Cucamonga,Other,2950,0.0,39853.0,237.0,270534.0,600122.0,600122,17.0,17.0,2028.0,34477.0,1.0,170271.0,145130.0
136,Chapman University,Orange,NCAA Division III (with football),1945,0.0,36013.0,250.0,259592.0,651280.0,651280,17.0,17.0,1245.0,21159.0,0.0,120380.0,120380.0
137,Concordia University-Irvine,Irvine,NAIA Division I,582,1213670.0,51648.0,116.0,1803021.0,2382470.0,2382470,12.0,12.0,6513.0,78159.0,1.0,579449.0,579449.0
138,San Diego Christian College,El Cajon,NAIA Division I,213,680622.0,13125.0,82.0,589310.0,870647.0,870647,18.0,18.0,1773.0,31917.0,,281337.0,281337.0
139,Citrus College,Glendora,Other,2068,0.0,25923.0,195.0,216163.0,538457.0,538457,12.0,12.0,3666.0,43990.0,1.0,140688.0,132824.0
140,City College of San Francisco,San Francisco,Other,4822,0.0,37400.0,193.0,226279.0,632052.0,632052,13.0,13.0,1362.0,17702.0,1.0,93102.0,92702.0
141,Claremont McKenna College,Claremont,NCAA Division III (with football),672,0.0,51095.0,308.0,618903.0,1271593.0,1271593,13.0,13.0,2774.0,36064.0,,123087.0,123087.0
142,Columbia College,Sonora,Other,475,0.0,10888.0,13.0,0.0,49334.0,49334,13.0,13.0,920.0,11960.0,,51084.0,49334.0
143,El Camino College-Compton Center,Compton,Other,742,0.0,5458.0,171.0,70553.0,146655.0,146655,21.0,21.0,299.0,6289.0,,16039.0,16039.0
144,Contra Costa College,San Pablo,Other,969,0.0,13150.0,138.0,86233.0,205902.0,205902,16.0,16.0,323.0,5164.0,,48493.0,46690.0
145,Cosumnes River College,Sacramento,Other,1813,0.0,15450.0,75.0,185231.0,254197.0,254197,13.0,13.0,2829.0,36773.0,,68966.0,68966.0
146,Cuesta College,San Luis Obispo,Other,2566,0.0,13895.0,143.0,252745.0,250906.0,250906,15.0,15.0,1262.0,18928.0,,56687.0,46672.0
147,Cuyamaca College,El Cajon,Other,1085,0.0,21280.0,85.0,90684.0,134522.0,134522,10.0,10.0,572.0,5719.0,,43838.0,43838.0
148,Cypress College,Cypress,Other,2487,0.0,15869.0,138.0,314329.0,345636.0,345636,18.0,18.0,289.0,5205.0,,79953.0,77414.0
149,De Anza College,Cupertino,Other,5544,0.0,31292.0,246.0,251852.0,470219.0,470219,16.0,16.0,767.0,12264.0,,67329.0,67329.0
150,College of the Desert,Palm Desert,Other,1870,0.0,17320.0,201.0,196043.0,429858.0,429858,13.0,13.0,1360.0,17680.0,,53450.0,53450.0
151,Diablo Valley College,Pleasant Hill,Other,3545,0.0,13319.0,218.0,161896.0,325178.0,325178,11.0,11.0,1448.0,15924.0,,61861.0,61861.0
152,Dominican University of California,San Rafael,NCAA Division II (without football),341,317000.0,31025.0,83.0,476573.0,884936.0,884936,18.0,18.0,4913.0,88438.0,1.0,408363.0,407303.0
153,East Los Angeles College,Monterey Park,Other,3393,0.0,10561.0,247.0,284861.0,438988.0,438988,15.0,15.0,1203.0,18048.0,,58655.0,58655.0
154,El Camino Community College District,Torrance,Other,3892,0.0,15011.0,257.0,295511.0,472967.0,472967,13.0,13.0,978.0,12716.0,,42770.0,40730.0
155,Evergreen Valley College,San Jose,Other,1390,0.0,11462.0,28.0,52287.0,52287.0,52287,,,,,,,
156,Feather River Community College District,Quincy,Other,367,7600.0,27858.0,197.0,323944.0,519885.0,519885,15.0,15.0,1687.0,25300.0,,71809.0,71809.0
157,Foothill College,Los Altos Hills,Other,2282,1000.0,45860.0,135.0,283500.0,498677.0,498677,14.0,14.0,921.0,12894.0,1.0,63000.0,88497.0
