,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
481,Illinois Valley Community College,Oglesby,NJCAA Division II,971,69327.0,6771.0,48.0,93861.0,155454.0,155454,13.0,13.0,1677.0,21805.0,,61593.0,61593.0
482,John A Logan College,Carterville,NJCAA Division I,1075,163411.0,31720.0,43.0,263710.0,464531.0,464531,11.0,11.0,3088.0,33966.0,1.0,202652.0,194223.0
483,John Wood Community College,Quincy,NJCAA Division II,632,110500.0,8829.0,49.0,110495.0,199996.0,199996,18.0,18.0,1562.0,28121.0,0.0,89501.0,89501.0
484,Joliet Junior College,Joliet,NJCAA Division III,3214,0.0,17406.0,145.0,118169.0,362363.0,362363,14.0,14.0,2286.0,32000.0,,51304.0,39981.0
485,Judson University,Elgin,NAIA Division II,402,1495223.0,17055.0,132.0,1602418.0,1898594.0,1898594,12.0,12.0,1993.0,23917.0,,277138.0,266633.0
486,Kankakee Community College,Kankakee,Other,788,240604.0,10333.0,61.0,159589.0,398146.0,398146,15.0,15.0,948.0,14225.0,,252818.0,248537.0
487,Kaskaskia College,Centralia,Other,849,115285.0,17306.0,81.0,213453.0,322656.0,322656,12.0,12.0,1260.0,15123.0,1.0,109203.0,109203.0
488,Kishwaukee College,Malta,NJCAA Division II,1201,57750.0,7500.0,63.0,119551.0,165034.0,165034,15.0,15.0,1055.0,15822.0,,45483.0,45483.0
489,Knox College,Galesburg,NCAA Division III (with football),561,0.0,13137.0,263.0,259664.0,574233.0,574233,20.0,20.0,3077.0,61531.0,,120799.0,120799.0
490,College of Lake County,Grayslake,NJCAA Division II,2480,30000.0,5071.0,72.0,129427.0,166622.0,166622,16.0,16.0,1415.0,22645.0,,37195.0,37195.0
491,Lake Forest College,Lake Forest,NCAA Division III (with football),553,0.0,26429.0,198.0,246588.0,565495.0,565495,16.0,16.0,1700.0,27205.0,,109233.0,109233.0
492,Lake Land College,Mattoon,NJCAA Division I,1470,281450.0,6700.0,46.0,198868.0,363642.0,363642,18.0,18.0,1668.0,30022.0,,173019.0,165576.0
493,Lewis and Clark Community College,Godfrey,NJCAA Division II,1214,140499.0,15610.0,94.0,249446.0,345319.0,345319,15.0,15.0,2497.0,37454.0,,95873.0,95873.0
494,Lewis University,Romeoville,NCAA Division II (without football),1522,1185498.0,39838.0,171.0,1960125.0,2464363.0,2464363,15.0,15.0,6553.0,98302.0,1.0,504238.0,504238.0
495,Lincoln Christian University,Lincoln,NCCAA Division II,272,0.0,4000.0,48.0,30610.0,54881.0,54881,14.0,14.0,1319.0,18465.0,,24271.0,24271.0
496,Lincoln College,Lincoln,NJCAA Division III,420,1752772.0,26680.0,150.0,1853075.0,2159242.0,2159242,17.0,17.0,1412.0,23999.0,,306167.0,306167.0
497,Lincoln Land Community College,Springfield,NJCAA Division II,1369,160682.0,9334.0,65.0,229852.0,301429.0,301429,14.0,14.0,1129.0,15810.0,,73661.0,75860.0
498,Loyola University-Chicago,Chicago,NCAA Division I-AAA,3197,1611861.0,92019.0,128.0,1635841.0,3426424.0,3426424,16.0,16.0,12425.0,198804.0,1.0,1790583.0,1790583.0
499,MacMurray College,Jacksonville,NCAA Division III (with football),169,0.0,20284.0,112.0,76318.0,297724.0,297724,22.0,22.0,934.0,20547.0,,73773.0,73773.0
500,McHenry County College,Crystal Lake,NJCAA Division II,1196,41000.0,5831.0,67.0,103958.0,125451.0,125451,10.0,10.0,1027.0,10268.0,,39533.0,36991.0
501,McKendree University,Lebanon,NCAA Division II (with football),856,1700388.0,38311.0,401.0,1333628.0,3061056.0,3061056,26.0,26.0,2374.0,61732.0,,647775.0,626645.0
502,Millikin University,Decatur,NCAA Division III (with football),848,0.0,24300.0,275.0,289341.0,782438.0,782438,16.0,16.0,1885.0,30152.0,,141552.0,134062.0
503,Monmouth College,Monmouth,NCAA Division III (with football),648,0.0,25107.0,359.0,359491.0,659423.0,659423,36.0,36.0,779.0,28054.0,,96965.0,96965.0
504,Moody Bible Institute,Chicago,NCCAA Division II,1095,0.0,17990.0,44.0,70079.0,117554.0,117554,12.0,12.0,1197.0,14367.0,,47475.0,47475.0
505,Moraine Valley Community College,Palos Hills,NJCAA Division II,2969,72181.0,5108.0,93.0,166933.0,216404.0,216404,14.0,14.0,1921.0,26889.0,,49471.0,49471.0
506,Morton College,Cicero,NJCAA Division II,582,45926.0,5838.0,70.0,121910.0,158041.0,158041,14.0,14.0,1337.0,18711.0,,36131.0,36131.0
507,North Central College,Naperville,NCAA Division III (with football),1064,0.0,28505.0,523.0,483824.0,1078117.0,1078117,29.0,29.0,1313.0,38083.0,,228083.0,208499.0
508,North Park University,Chicago,NCAA Division III (with football),693,0.0,34459.0,231.0,488399.0,1062929.0,1062929,22.0,22.0,1990.0,43785.0,,168944.0,168944.0
509,Northern Illinois University,Dekalb,NCAA Division I-A,7858,4067669.0,151346.0,245.0,1045090.0,10334129.0,10334129,15.0,15.0,15192.0,227882.0,1.0,461651.0,1546817.0
510,Northwestern University,Evanston,NCAA Division I-A,4067,7660864.0,379545.0,236.0,1013910.0,28828514.0,28828514,14.0,14.0,58708.0,821915.0,1.0,11018639.0,4577278.0
511,Oakton Community College,Des Plaines,NJCAA Division II,1966,32893.0,8985.0,93.0,191749.0,226694.0,226694,13.0,13.0,540.0,7024.0,,34945.0,34945.0
512,Olivet Nazarene University,Bourbonnais,NAIA Division I,1085,1493382.0,33759.0,294.0,1316162.0,2840111.0,2840111,24.0,24.0,2704.0,64891.0,,493799.0,460544.0
513,Parkland College,Champaign,NJCAA Division II,1770,129150.0,11211.0,83.0,279910.0,399997.0,399997,15.0,15.0,2112.0,31675.0,,127208.0,110125.0
514,Prairie State College,Chicago Heights,NJCAA Division II,1037,169229.0,4690.0,86.0,225342.0,281383.0,281383,13.0,13.0,753.0,9783.0,,56041.0,56041.0
515,Quincy University,Quincy,NCAA Division II (with football),488,1995234.0,24405.0,269.0,1189661.0,3161650.0,3161650,16.0,16.0,7322.0,117156.0,1.0,577738.0,577738.0
516,Rend Lake College,Ina,NJCAA Division I,845,268933.0,6666.0,126.0,510538.0,481114.0,481114,13.0,13.0,1891.0,24582.0,,81044.0,63512.0
517,Robert Morris University Illinois,Chicago,NAIA Division I,1647,2333683.0,20042.0,316.0,2460076.0,3464728.0,3464728,59.0,59.0,4387.0,258812.0,1.0,1007780.0,1007780.0
518,Rock Valley College,Rockford,NJCAA Division III,1809,0.0,8057.0,50.0,90650.0,136568.0,136568,18.0,18.0,1848.0,33258.0,0.0,45918.0,45918.0
519,Rockford College,Rockford,NCAA Division III (with football),296,0.0,19721.0,188.0,295120.0,553442.0,553442,20.0,20.0,1888.0,37755.0,,80236.0,75667.0
520,Roosevelt University,Chicago,NAIA Division I,993,0.0,28000.0,43.0,231171.0,447271.0,447271,13.0,13.0,4224.0,54912.0,1.0,216100.0,216100.0
521,Dominican University,River Forest,NCAA Division III (without football),546,0.0,17770.0,112.0,379989.0,491028.0,491028,23.0,23.0,714.0,16420.0,,111039.0,111039.0
522,University of St Francis,Joliet,NAIA Division I,424,1927756.0,27013.0,244.0,1195395.0,2657322.0,2657322,16.0,16.0,1506.0,24091.0,1.0,340411.0,340411.0
523,Saint Xavier University,Chicago,NAIA Division I,780,1434859.0,54717.0,185.0,1010090.0,2347881.0,2347881,18.0,18.0,2941.0,52946.0,1.0,423207.0,417207.0
524,University of Illinois at Springfield,Springfield,NCAA Division II (without football),956,284003.0,26186.0,97.0,392678.0,641322.0,641322,14.0,14.0,3351.0,46907.0,1.0,248644.0,248644.0
525,Sauk Valley Community College,Dixon,NJCAA Division I,558,124765.0,5014.0,59.0,154342.0,232392.0,232392,15.0,15.0,1625.0,24379.0,,81119.0,80186.0
526,Shawnee Community College,Ullin,NJCAA Division II,384,112070.0,8395.0,39.0,103384.0,193036.0,193036,15.0,15.0,1168.0,17523.0,,89652.0,89652.0
527,Southeastern Illinois College,Harrisburg,NJCAA Division I,368,36.0,4270.0,38.0,107626.0,225291.0,225291,12.0,12.0,2063.0,24750.0,0.0,117665.0,117665.0
528,Spoon River College,Canton,NJCAA Division II,432,46000.0,5200.0,26.0,131682.0,131682.0,131682,,,,,,,
529,Southern Illinois University Carbondale,Carbondale,NCAA Division I-AA,7377,2768957.0,172567.0,293.0,2006353.0,7443035.0,7443035,13.0,13.0,24039.0,312505.0,1.0,2047844.0,2047843.0
530,Southern Illinois University Edwardsville,Edwardsville,NCAA Division I-AAA,4486,930154.0,45701.0,154.0,1462828.0,2304827.0,2304827,16.0,16.0,8939.0,143016.0,1.0,1085420.0,788175.0
531,South Suburban College,South Holland,NJCAA Division II,655,128678.0,8833.0,66.0,240421.0,343894.0,343894,16.0,16.0,1710.0,27363.0,,103473.0,103473.0
532,Trinity Christian College,Palos Heights,NAIA Division II,362,598900.0,12235.0,122.0,656539.0,881619.0,881619,15.0,15.0,2765.0,41476.0,,225080.0,225080.0
533,Trinity International University-Illinois,Deerfield,NAIA Division I,439,1432987.0,32122.0,125.0,777353.0,1946708.0,1946708,13.0,13.0,1984.0,25789.0,1.0,243298.0,243298.0
534,Triton College,River Grove,Other,2007,21120.0,6000.0,88.0,117365.0,158800.0,158800,16.0,16.0,1758.0,28125.0,,44120.0,42870.0
535,Waubonsee Community College,Sugar Grove,NJCAA Division II,1867,32632.0,4438.0,95.0,135529.0,172658.0,172658,10.0,10.0,1325.0,13247.0,,37129.0,37129.0
536,Western Illinois University,Macomb,NCAA Division I-AA,5031,1849978.0,54742.0,303.0,1309033.0,4708865.0,4708865,13.0,13.0,17206.0,223677.0,1.0,907145.0,907145.0
537,Wheaton College,Wheaton,NCAA Division III (with football),1157,0.0,43928.0,293.0,640745.0,1389394.0,1389394,18.0,18.0,3761.0,67697.0,1.0,224172.0,219844.0
538,Harper College,Palatine,NJCAA Division III,2761,0.0,7892.0,212.0,167357.0,312008.0,312008,16.0,16.0,1536.0,24568.0,,36894.0,36894.0
539,Ancilla College,Donaldson,NJCAA Division II,155,135970.0,10500.0,75.0,244345.0,316076.0,316076,20.0,20.0,1102.0,22049.0,,71731.0,71731.0
540,Anderson University,Anderson,NCAA Division III (with football),802,0.0,22945.0,264.0,357388.0,644309.0,644309,15.0,15.0,2375.0,35629.0,,94830.0,93472.0
541,Ball State University,Muncie,NCAA Division I-A,8094,3411032.0,125229.0,219.0,1580761.0,8577964.0,8577964,12.0,12.0,21414.0,256969.0,1.0,1261779.0,1261779.0
542,Bethel College-Mishawaka,Mishawaka,NAIA Division II,553,808378.0,20746.0,171.0,964763.0,1417764.0,1417764,23.0,23.0,4175.0,96015.0,,508728.0,460777.0
543,Butler University,Indianapolis,NCAA Division I-AA,1539,1915835.0,190250.0,274.0,2111267.0,6328171.0,6328171,14.0,14.0,41081.0,575131.0,1.0,3541122.0,3541122.0
544,Calumet College of Saint Joseph,Whiting,NAIA Division II,264,590569.0,10370.0,121.0,808892.0,944584.0,944584,15.0,15.0,2176.0,32635.0,1.0,135692.0,135692.0
545,DePauw University,Greencastle,NCAA Division III (with football),1017,0.0,36758.0,350.0,524407.0,1136184.0,1136184,18.0,18.0,3488.0,62784.0,,180364.0,180364.0
546,Earlham College,Richmond,NCAA Division III (with football),518,0.0,24606.0,208.0,281306.0,577389.0,577389,12.0,12.0,2224.0,26685.0,,93553.0,94127.0
547,University of Evansville,Evansville,NCAA Division I-AAA,1008,1636058.0,54073.0,117.0,2036052.0,4083057.0,4083057,14.0,14.0,47713.0,667978.0,1.0,2047005.0,2047005.0
548,Franklin College,Franklin,NCAA Division III (with football),514,0.0,19088.0,289.0,355857.0,1021940.0,1021940,17.0,17.0,1898.0,32272.0,,130618.0,129978.0
549,Goshen College,Goshen,NAIA Division II,335,450727.0,13688.0,148.0,582315.0,790580.0,790580,24.0,24.0,1659.0,39819.0,,208265.0,208265.0
550,Grace College and Theological Seminary,Winona Lake,NAIA Division I,715,504008.0,22632.0,112.0,584943.0,835327.0,835327,19.0,19.0,2298.0,43653.0,,250384.0,250384.0
551,Hanover College,Hanover,NCAA Division III (with football),440,0.0,35124.0,240.0,392416.0,1039114.0,1039114,18.0,18.0,2506.0,45104.0,,311336.0,311337.0
552,Holy Cross College,Notre Dame,NAIA Division II,294,380325.0,5000.0,105.0,603483.0,706593.0,706593,15.0,15.0,2477.0,37157.0,,103110.0,103110.0
553,Huntington University,Huntington,NAIA Division II,489,543220.0,9035.0,144.0,837226.0,1116325.0,1116325,13.0,13.0,10970.0,142611.0,,511173.0,366528.0
554,Indiana University-Purdue University-Fort Wayne,Fort Wayne,NCAA Division I-AAA,4086,847974.0,34665.0,131.0,1332667.0,2202853.0,2202853,15.0,15.0,16029.0,240436.0,,870186.0,870186.0
555,Indiana University-Purdue University-Indianapolis,Indianapolis,NCAA Division I-AAA,6703,748590.0,49790.0,91.0,953190.0,2149617.0,2149617,14.0,14.0,26698.0,373774.0,1.0,1196427.0,1196427.0
556,University of Indianapolis,Indianapolis,NCAA Division II (with football),1053,2454441.0,42983.0,446.0,2142156.0,4476530.0,4476530,16.0,16.0,5389.0,86227.0,1.0,644229.0,644235.0
557,Indiana Institute of Technology,Fort Wayne,NAIA Division II,1169,1674111.0,24085.0,332.0,2179332.0,2551699.0,2551699,49.0,49.0,1896.0,92904.0,1.0,389063.0,386373.0
558,University of Southern Indiana,Evansville,NCAA Division II (without football),3530,539625.0,43224.0,140.0,828765.0,1312625.0,1312625,14.0,14.0,5072.0,71012.0,,505741.0,495741.0
559,Indiana State University,Terre Haute,NCAA Division I-AA,4161,2043402.0,117937.0,209.0,1211730.0,5306091.0,5306091,14.0,14.0,31549.0,441689.0,1.0,1445143.0,1445143.0
560,Indiana University-South Bend,South Bend,NAIA Division I,1835,35100.0,35000.0,10.0,,125394.0,125394,10.0,10.0,3593.0,35927.0,,129565.0,125394.0
561,Indiana University-Bloomington,Bloomington,NCAA Division I-A,15402,5898165.0,405149.0,390.0,511799.0,30627864.0,30627864,16.0,16.0,94739.0,1515816.0,1.0,17804586.0,7945102.0
562,Indiana University-Northwest,Gary,NAIA Division II,1111,9050.0,7665.0,11.0,0.0,42470.0,42470,11.0,11.0,1947.0,21420.0,,42470.0,42470.0
563,Indiana University-Southeast,New Albany,NAIA Division II,1634,49250.0,22170.0,73.0,169427.0,349569.0,349569,16.0,16.0,4516.0,72248.0,1.0,189254.0,187367.0
564,Indiana University-East,Richmond,NAIA Division I,587,53250.0,4500.0,45.0,63335.0,148949.0,148949,12.0,12.0,2092.0,25108.0,,85614.0,85614.0
565,Manchester College,North Manchester,NCAA Division III (with football),596,0.0,16816.0,316.0,364249.0,749548.0,749548,16.0,16.0,1428.0,22854.0,,120453.0,120403.0
566,Marian University,Indianapolis,NAIA Division II,657,2796849.0,21955.0,301.0,1645921.0,3725870.0,3725870,16.0,16.0,2848.0,45574.0,1.0,345571.0,345571.0
567,Indiana Wesleyan University,Marion,NAIA Division II,3365,652559.0,20148.0,127.0,944539.0,1288875.0,1288875,15.0,15.0,7895.0,118420.0,,441569.0,373040.0
568,University of Notre Dame,Notre Dame,NCAA Division I-A,4507,10001551.0,237561.0,547.0,1935749.0,40834314.0,40834314,13.0,13.0,99973.0,1299651.0,1.0,3977728.0,4420406.0
569,Oakland City University,Oakland City,NCAA Division II (without football),615,676704.0,4572.0,89.0,562950.0,807808.0,807808,14.0,14.0,1171.0,16395.0,,255527.0,241358.0
570,Purdue University-Calumet Campus,Hammond,NCAA Division III (without football),2666,50950.0,22884.0,37.0,47519.0,225107.0,225107,14.0,14.0,3038.0,42533.0,1.0,190657.0,186760.0
571,Purdue University-North Central Campus,Westville,NAIA Division II,1336,18000.0,8286.0,35.0,102155.0,173094.0,173094,9.0,9.0,2325.0,20921.0,,77266.0,74235.0
572,Rose-Hulman Institute of Technology,Terre Haute,NCAA Division III (with football),1494,0.0,22541.0,393.0,492447.0,1088799.0,1098710,17.0,17.0,7446.0,126588.0,,200596.0,237541.0
573,University of Saint Francis-Fort Wayne,Fort Wayne,NAIA Division I,522,3286450.0,33315.0,259.0,1411585.0,4497108.0,4497108,23.0,23.0,1936.0,44537.0,1.0,548189.0,548189.0
574,Saint Josephs College,Rensselaer,NCAA Division II (with football),417,2321001.0,27212.0,260.0,1373863.0,3242578.0,3242578,19.0,19.0,2314.0,43968.0,1.0,414274.0,414274.0
575,Saint Mary-of-the-Woods College,Saint Mary-Of-The-Woods,Other,16,,,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,
576,Taylor University,Upland,NAIA Division II,807,1204245.0,24092.0,191.0,774346.0,2134468.0,2134468,10.0,10.0,4920.0,49201.0,,427088.0,409740.0
577,Trine University,Angola,NCAA Division III (with football),1055,0.0,30800.0,447.0,475548.0,1030971.0,1030971,24.0,24.0,2345.0,56282.0,,142934.0,164107.0
578,Valparaiso University,Valparaiso,NCAA Division I-AA,1274,1583398.0,52872.0,276.0,1983777.0,4475545.0,4475545,13.0,13.0,21654.0,281503.0,1.0,1640135.0,1645652.0
579,Vincennes University,Vincennes,NJCAA Division I,3445,553486.0,18473.0,145.0,627672.0,1103772.0,1103772,14.0,14.0,4488.0,62830.0,1.0,478315.0,473255.0
580,AIB College of Business,Des Moines,NAIA Division II,216,66280.0,10900.0,8.0,92031.0,92031.0,92031,,0.0,0.0,0.0,,,
581,Briar Cliff University,Sioux City,NAIA Division II,422,1551151.0,25481.0,288.0,1132401.0,2315451.0,2315451,24.0,24.0,3468.0,83224.0,,415234.0,415234.0
582,Buena Vista University,Storm Lake,NCAA Division III (with football),802,0.0,36271.0,235.0,557839.0,1058149.0,1058149,22.0,22.0,1690.0,37187.0,,205686.0,188277.0
583,Central College,Pella,NCAA Division III (with football),721,0.0,26485.0,452.0,563992.0,1060882.0,1060882,33.0,33.0,965.0,31856.0,,113823.0,113823.0
584,Clarke University,Dubuque,NAIA Division II,285,831846.0,18483.0,155.0,1131799.0,1365989.0,1365989,23.0,23.0,1433.0,32948.0,0.0,234190.0,234190.0
585,Coe College,Cedar Rapids,NCAA Division III (with football),590,0.0,32931.0,319.0,500365.0,839824.0,839824,22.0,22.0,1681.0,36988.0,,121379.0,103707.0
586,Cornell College,Mount Vernon,NCAA Division III (with football),543,0.0,30934.0,242.0,432292.0,875740.0,875740,15.0,15.0,1454.0,21805.0,1.0,122700.0,118544.0
587,Des Moines Area Community College,Ankeny,NJCAA Division II,4393,132857.0,5000.0,57.0,234354.0,351781.0,351781,12.0,12.0,2634.0,31609.0,,117427.0,117427.0
588,Dordt College,Sioux Center,NAIA Division II,671,1062740.0,16773.0,282.0,623648.0,1564973.0,1564973,29.0,29.0,1078.0,31255.0,,205589.0,205589.0
589,Drake University,Des Moines,NCAA Division I-AA,1430,1312675.0,88777.0,272.0,1685235.0,4803848.0,4803848,17.0,17.0,33411.0,567992.0,1.0,2026579.0,2067844.0
590,University of Dubuque,Dubuque,NCAA Division III (with football),875,0.0,40125.0,378.0,530682.0,1062760.0,1062760,23.0,23.0,1284.0,29535.0,1.0,139123.0,144693.0
591,Ellsworth Community College,Iowa Falls,NJCAA Division I,427,243859.0,7154.0,205.0,227366.0,622029.0,622029,16.0,16.0,1706.0,27294.0,0.0,83530.0,83530.0
592,Emmaus Bible College,Dubuque,NCCAA Division II,67,0.0,1675.0,28.0,11204.0,31412.0,31412,12.0,12.0,1372.0,16458.0,,20208.0,20208.0
593,Eastern Iowa Community College District,Davenport,NJCAA Division II,1507,71657.0,4317.0,69.0,139959.0,193659.0,193659,15.0,15.0,938.0,14077.0,,53700.0,53700.0
594,Faith Baptist Bible College and Theological Seminary,Ankeny,NCCAA Division II,120,0.0,3922.0,32.0,15326.0,43977.0,43977,14.0,14.0,1539.0,21549.0,,28651.0,29361.0
595,Graceland University-Lamoni,Lamoni,NAIA Division I,499,1646777.0,18981.0,406.0,1316591.0,2723000.0,2723000,35.0,35.0,1129.0,39531.0,0.0,290273.0,290273.0
596,Grand View University,Des Moines,NAIA Division II,723,1551260.0,30830.0,380.0,1420946.0,2808550.0,2808550,27.0,27.0,1638.0,44237.0,,257184.0,257184.0
597,Grinnell College,Grinnell,NCAA Division III (with football),727,0.0,24398.0,325.0,528470.0,800056.0,800056,23.0,23.0,1698.0,39060.0,,91893.0,91893.0
598,Indian Hills Community College,Ottumwa,NJCAA Division I,1418,280338.0,14026.0,83.0,491476.0,733548.0,733548,15.0,15.0,4606.0,69087.0,1.0,257450.0,257450.0
599,Iowa Central Community College,Fort Dodge,NJCAA Division II,1604,314848.0,12738.0,469.0,662081.0,947152.0,947152,15.0,15.0,1212.0,18178.0,,76096.0,76096.0
600,Iowa Lakes Community College,Estherville,NJCAA Division II,996,237168.0,13671.0,115.0,450086.0,607909.0,607909,16.0,16.0,2666.0,42655.0,,157823.0,157823.0
601,Iowa State University,Ames,NCAA Division I-A,12141,3471742.0,475500.0,356.0,259095.0,19288391.0,19288391,16.0,16.0,60082.0,961315.0,1.0,6587115.0,4616643.0
602,Iowa Wesleyan College,Mount Pleasant,NAIA Division II,267,846475.0,25953.0,148.0,550514.0,1310997.0,1310997,15.0,15.0,1166.0,17486.0,1.0,230455.0,230455.0
603,Iowa Western Community College,Council Bluffs,NJCAA Division I,1817,618205.0,27944.0,251.0,749182.0,1501082.0,1501082,12.0,12.0,2978.0,35734.0,,269359.0,269359.0
604,University of Iowa,Iowa City,NCAA Division I-A,9119,4597380.0,654573.0,380.0,1981862.0,32734934.0,32734934,15.0,15.0,80616.0,1209243.0,1.0,8026024.0,5615758.0
605,Kirkwood Community College,Cedar Rapids,NJCAA Division II,4803,126500.0,9881.0,52.0,158848.0,288293.0,288293,16.0,16.0,2497.0,39959.0,,129445.0,129445.0
606,Loras College,Dubuque,NCAA Division III (with football),755,0.0,37590.0,383.0,615468.0,1187024.0,1187024,30.0,30.0,1475.0,44262.0,1.0,209182.0,209182.0
607,Luther College,Decorah,NCAA Division III (with football),1021,0.0,42037.0,444.0,947052.0,1433932.0,1433932,29.0,29.0,2040.0,59169.0,,134012.0,140274.0
608,Marshalltown Community College,Marshalltown,NJCAA Division I,504,188657.0,10435.0,87.0,218067.0,367820.0,367820,16.0,16.0,2218.0,35480.0,,149753.0,149753.0
609,Morningside College,Sioux City,NAIA Division II,563,1277927.0,38734.0,401.0,994826.0,2073763.0,2073763,35.0,35.0,1002.0,35072.0,1.0,325850.0,324039.0
610,Mount Mercy University,Cedar Rapids,NAIA Division II,261,331969.0,20262.0,116.0,570257.0,748067.0,748067,19.0,19.0,2377.0,45155.0,,189194.0,189194.0
611,Ashford University,Clinton,NAIA Division II,16250,555270.0,29632.0,156.0,1175637.0,1429708.0,1429708,22.0,22.0,2903.0,63876.0,1.0,254071.0,254071.0
612,North Iowa Area Community College,Mason City,NJCAA Division II,997,115150.0,8820.0,169.0,421181.0,516889.0,516889,22.0,22.0,1739.0,38255.0,,80712.0,80051.0
613,University of Northern Iowa,Cedar Falls,NCAA Division I-AA,4421,1755367.0,174258.0,261.0,845135.0,6377994.0,6377994,15.0,15.0,28008.0,420123.0,1.0,2208478.0,2138770.0
614,Northwestern College,Orange City,NAIA Division II,491,1410755.0,21450.0,198.0,986278.0,2232495.0,2232495,15.0,15.0,2663.0,39941.0,,432989.0,432989.0
615,Saint Ambrose University,Davenport,NAIA Division II,1015,2048393.0,21058.0,473.0,1370214.0,3135704.0,3135704,44.0,44.0,551.0,24247.0,0.0,326068.0,326068.0
616,Simpson College,Indianola,NCAA Division III (with football),661,0.0,20469.0,302.0,500473.0,1200757.0,1200757,28.0,28.0,2513.0,70363.0,,234619.0,234619.0
617,Southeastern Community College,West Burlington,NJCAA Division I,864,102173.0,34893.0,52.0,178392.0,446678.0,446678,14.0,14.0,6490.0,90860.0,,268286.0,268286.0
618,Southwestern Community College,Creston,NJCAA Division II,371,75450.0,5250.0,56.0,125916.0,186077.0,186077,12.0,12.0,1612.0,19348.0,,60161.0,60161.0
619,Upper Iowa University,Fayette,NCAA Division II (with football),1079,1265102.0,51218.0,282.0,979214.0,2436031.0,2436031,20.0,20.0,3420.0,68399.0,1.0,331778.0,331778.0
620,Waldorf College,Forest City,NAIA Division II,366,1455172.0,27038.0,207.0,1420438.0,3210683.0,3210683,13.0,13.0,2494.0,32423.0,1.0,367331.0,367331.0
621,Wartburg College,Waverly,NCAA Division III (with football),803,0.0,29821.0,460.0,648667.0,1120504.0,1120504,18.0,18.0,1464.0,26345.0,,135209.0,135209.0
622,William Penn University,Oskaloosa,NAIA Division II,801,3013787.0,33663.0,353.0,2053225.0,4022687.0,4022687,42.0,42.0,1549.0,65057.0,1.0,550062.0,550037.0
623,Allen County Community College,Iola,NJCAA Division I,563,145897.0,6274.0,92.0,290385.0,351691.0,351691,13.0,13.0,1909.0,24823.0,,61306.0,61306.0
624,Baker University,Baldwin City,NAIA Division I,534,1735463.0,43953.0,355.0,1319462.0,2548661.0,2548661,17.0,17.0,1362.0,23147.0,,279024.0,279024.0
625,Barton County Community College,Great Bend,NJCAA Division I,538,223064.0,30665.0,123.0,949289.0,704123.0,704123,12.0,12.0,2355.0,28264.0,1.0,151184.0,185587.0
626,Benedictine College,Atchison,NAIA Division I,669,1798162.0,44348.0,325.0,949562.0,2519148.0,2519148,15.0,15.0,1673.0,25098.0,1.0,441827.0,441827.0
627,Bethany College,Lindsborg,NAIA Division II,294,920998.0,26822.0,199.0,707823.0,1481375.0,1481375,26.0,26.0,1023.0,26586.0,,224489.0,224489.0
628,Bethel College-North Newton,North Newton,NAIA Division II,234,562247.0,18760.0,149.0,347769.0,950862.0,950862,26.0,26.0,1076.0,27972.0,,181752.0,180171.0
629,Brown Mackie College-Salina,Salina,NJCAA Division II,129,211767.0,56457.0,52.0,210000.0,430000.0,430000,25.0,25.0,960.0,24000.0,,220000.0,220000.0
630,Butler Community College,El Dorado,NJCAA Division I,1762,630366.0,57456.0,195.0,383931.0,1372670.0,1372670,18.0,18.0,1349.0,24284.0,1.0,227561.0,215385.0
631,Central Christian College of Kansas,McPherson,NAIA Division II,174,91032.0,6654.0,138.0,186900.0,252000.0,252000,33.0,33.0,907.0,29919.0,,65100.0,65100.0
632,Cloud County Community College,Concordia,NJCAA Division I,443,174784.0,30008.0,122.0,324468.0,475377.0,475377,15.0,15.0,1271.0,19072.0,,155833.0,152733.0
633,Coffeyville Community College,Coffeyville,NJCAA Division I,627,204711.0,40915.0,187.0,428809.0,1130104.0,1130104,14.0,14.0,4490.0,62864.0,1.0,238341.0,216553.0
634,Colby Community College,Colby,NJCAA Division I,283,252315.0,27750.0,113.0,601464.0,675140.0,675140,11.0,11.0,1984.0,21824.0,1.0,164909.0,140570.0
635,Cowley County Community College,Arkansas City,NJCAA Division I,935,247863.0,38873.0,110.0,733112.0,958776.0,958776,14.0,14.0,5313.0,74376.0,1.0,230730.0,228207.0
636,Dodge City Community College,Dodge City,NJCAA Division I,1174,171090.0,28648.0,156.0,331207.0,756838.0,756838,13.0,13.0,2509.0,32617.0,1.0,133422.0,128546.0
637,Emporia State University,Emporia,NCAA Division II (with football),1365,733274.0,58346.0,298.0,405348.0,1766968.0,1766968,15.0,15.0,3614.0,54212.0,1.0,372625.0,372625.0
638,Fort Hays State University,Hays,NCAA Division II (with football),2062,979600.0,36446.0,340.0,670800.0,2262201.0,2262201,15.0,15.0,4164.0,62464.0,,476224.0,376497.0
639,Barclay College,Haviland,Other,109,0.0,5800.0,33.0,22894.0,45647.0,45647,13.0,13.0,1093.0,14203.0,0.0,22753.0,22753.0
