,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
72,Arkansas Tech University,Russellville,NCAA Division II with football,3192,871586.0,54826.0,226.0,538075.0,538075.0,538075,23.0,23.0,4320.0,99352.0,,406566.0,406566.0
73,University of Arkansas at Monticello,Monticello,NCAA Division II with football,1003,764953.0,50087.0,179.0,518530.0,518530.0,518530,14.0,14.0,5342.0,74789.0,,348029.0,348029.0
74,University of Central Arkansas,Conway,NCAA Division I-FCS,3169,2475894.0,91119.0,276.0,1765009.0,1765009.0,1765009,13.0,13.0,27280.0,354646.0,1.0,1109704.0,1109704.0
75,Central Baptist College,Conway,NAIA Division I ,347,668920.0,21681.0,99.0,810202.0,729213.0,729213,26.0,26.0,1913.0,49728.0,1.0,301551.0,296115.0
76,Crowley's Ridge College,Paragould,NAIA Division I ,109,199431.0,33934.0,75.0,325909.0,325909.0,325909,23.0,23.0,3360.0,77289.0,1.0,220387.0,220387.0
77,Harding University,Searcy,NCAA Division II with football,1834,1756518.0,45919.0,335.0,1178749.0,1178749.0,1178749,14.0,14.0,5515.0,77205.0,,427139.0,427139.0
78,Henderson State University,Arkadelphia,NCAA Division II with football,1201,1101928.0,47541.0,276.0,575863.0,575863.0,575863,18.0,18.0,4376.0,78764.0,,423433.0,423433.0
79,Hendrix College,Conway,NCAA Division III with football,622,0.0,27393.0,291.0,600558.0,600558.0,600558,18.0,18.0,3730.0,67144.0,,146638.0,146638.0
80,John Brown University,Siloam Springs,NAIA Division I ,627,745054.0,21642.0,64.0,531454.0,531454.0,531454,14.0,14.0,4360.0,61035.0,,573361.0,567524.0
81,Arkansas State University Mid-South,West Memphis,NJCAA Division II ,179,29875.0,10000.0,13.0,,,0,13.0,13.0,1395.0,18139.0,,96588.0,96588.0
82,North Arkansas College,Harrison,NJCAA Division II ,422,30978.0,9210.0,45.0,41101.0,41101.0,41101,18.0,18.0,1484.0,26717.0,,78700.0,78700.0
83,Ouachita Baptist University,Arkadelphia,NCAA Division II with football,679,1906498.0,51897.0,257.0,1306142.0,1091342.0,1091342,15.0,15.0,5028.0,75423.0,1.0,478941.0,477726.0
84,University of the Ozarks,Clarksville,NCAA Division III without football,326,0.0,38998.0,164.0,514887.0,514887.0,514887,21.0,21.0,1913.0,40164.0,1.0,127614.0,127614.0
85,Philander Smith College,Little Rock,NAIA Division I ,280,89866.0,60000.0,21.0,1739.0,1739.0,1739,19.0,19.0,3842.0,73007.0,1.0,251580.0,251580.0
86,Williams Baptist College,Walnut Ridge,NAIA Division I ,222,1312752.0,14271.0,175.0,1533595.0,1533595.0,1533595,15.0,15.0,2513.0,37699.0,,248208.0,248208.0
87,Southern Arkansas University Main Campus,Magnolia,NCAA Division II with football,1292,846111.0,24727.0,246.0,804633.0,804633.0,804633,15.0,15.0,3398.0,50967.0,,289949.0,289949.0
88,University of Arkansas-Fort Smith,Fort Smith,NCAA Division II without football,1821,563653.0,33553.0,76.0,843881.0,843881.0,843881,15.0,15.0,10459.0,156890.0,,609873.0,609873.0
89,Academy of Art University,San Francisco,NCAA Division II without football,2144,1496086.0,53139.0,127.0,2022180.0,2022180.0,2022180,16.0,16.0,5076.0,81217.0,1.0,631203.0,631203.0
90,College of Alameda,Alameda,CCCAA,443,0.0,4700.0,14.0,,,0,14.0,14.0,1874.0,26238.0,,60443.0,60443.0
91,Allan Hancock College,Santa Maria,CCCAA,1533,0.0,7300.0,142.0,85846.0,81568.0,81568,11.0,11.0,2751.0,30259.0,,53975.0,45991.0
92,American River College,Sacramento,CCCAA,3060,0.0,37615.0,236.0,615386.0,615386.0,615386,12.0,12.0,2365.0,28384.0,,109169.0,109169.0
93,Antelope Valley College,Lancaster,CCCAA,1782,0.0,13826.0,182.0,256523.0,256523.0,256523,13.0,13.0,1920.0,24958.0,,106966.0,106966.0
94,Azusa Pacific University,Azusa,NCAA Division II with football,1803,3457792.0,61114.0,296.0,2501057.0,2315662.0,2315662,16.0,16.0,5858.0,93731.0,,847944.0,808212.0
95,Bakersfield College,Bakersfield,CCCAA,2832,0.0,34775.0,247.0,626076.0,603624.0,603624,13.0,13.0,2830.0,36790.0,,163723.0,179701.0
96,Barstow Community College,Barstow,CCCAA,421,0.0,24223.0,47.0,69690.0,69690.0,69690,15.0,15.0,2184.0,32756.0,,80841.0,80841.0
97,Bethesda University,Anaheim,NCCAA Division I ,122,56450.0,12792.0,66.0,217247.0,217247.0,217247,26.0,26.0,994.0,25850.0,,86630.0,86630.0
98,Biola University,La Mirada,NCAA Division II without football,1425,1033900.0,33672.0,177.0,1409237.0,1351209.0,1351209,14.0,14.0,5734.0,80269.0,,679354.0,661653.0
99,Butte College,Oroville,CCCAA,2545,0.0,8517.0,200.0,115722.0,115722.0,115722,14.0,14.0,1156.0,16188.0,,32914.0,32914.0
100,Cabrillo College,Aptos,CCCAA,1918,0.0,13831.0,152.0,96170.0,95396.0,95396,15.0,15.0,653.0,9791.0,,47252.0,47020.0
101,California Baptist University,Riverside,NCAA Division II without football,2166,2597492.0,101015.0,229.0,5064411.0,4857662.0,4857662,16.0,16.0,11186.0,178972.0,1.0,1579806.0,1365842.0
102,California Institute of Technology,Pasadena,NCAA Division III without football,579,0.0,36080.0,158.0,679018.0,654991.0,654991,15.0,15.0,2324.0,34859.0,1.0,138944.0,135134.0
103,California Lutheran University,Thousand Oaks,NCAA Division III with football,1187,0.0,37753.0,363.0,1003152.0,1003152.0,1003152,24.0,24.0,2349.0,56368.0,,133036.0,133036.0
104,California Polytechnic State University-San Luis Obispo,San Luis Obispo,NCAA Division I-FCS,10301,2764201.0,118409.0,351.0,3850769.0,3850769.0,3850769,16.0,16.0,25479.0,407671.0,1.0,1973618.0,1973618.0
105,California State University-Bakersfield,Bakersfield,NCAA Division I without football,2782,1125389.0,76629.0,142.0,2459455.0,2459455.0,2459455,15.0,15.0,35970.0,539552.0,1.0,2092139.0,2092139.0
106,California State University-Stanislaus,Turlock,NCAA Division II without football,2549,283090.0,90869.0,132.0,1163874.0,1163874.0,1163874,16.0,16.0,4815.0,77042.0,1.0,410788.0,410788.0
107,California State University-San Bernardino,San Bernardino,NCAA Division II without football,6475,428084.0,72371.0,99.0,1253311.0,1190448.0,1190448,18.0,18.0,3766.0,67795.0,1.0,653132.0,626563.0
108,California State Polytechnic University-Pomona,Pomona,NCAA Division II without football,11444,461426.0,94495.0,134.0,1265435.0,1265435.0,1265435,13.0,13.0,8872.0,115340.0,1.0,602721.0,602721.0
109,California State University-Chico,Chico,NCAA Division II without football,7157,374677.0,71830.0,183.0,1386224.0,1310332.0,1310332,17.0,17.0,7917.0,134593.0,1.0,712798.0,588695.0
110,California State University-Dominguez Hills,Carson,NCAA Division II without football,3516,249132.0,78352.0,93.0,1078431.0,1078431.0,1078431,15.0,15.0,6841.0,102614.0,1.0,500639.0,500639.0
111,California State University-Fresno,Fresno,NCAA Division I-FBS,7865,3364167.0,443480.0,224.0,3177730.0,3177730.0,3177730,19.0,19.0,43670.0,829736.0,1.0,3291010.0,3291010.0
112,California State University-Fullerton,Fullerton,NCAA Division I without football,12193,1313639.0,109499.0,146.0,3269111.0,3237195.0,3237195,15.0,15.0,21472.0,322073.0,1.0,1685827.0,1695827.0
113,California State University-East Bay,Hayward,NCAA Division II without football,4479,460909.0,60057.0,126.0,1185999.0,1185999.0,1185999,17.0,17.0,6809.0,115761.0,1.0,658607.0,658607.0
114,California State University-Long Beach,Long Beach,NCAA Division I without football,11977,966813.0,216355.0,186.0,4210484.0,4175884.0,4175884,15.0,15.0,32273.0,484089.0,1.0,2549979.0,2549979.0
115,California State University-Los Angeles,Los Angeles,NCAA Division II without football,8282,594917.0,72334.0,149.0,1401471.0,1401471.0,1401471,15.0,15.0,8029.0,120436.0,1.0,685266.0,685266.0
116,California State University-Northridge,Northridge,NCAA Division I without football,13103,1476802.0,135400.0,214.0,3665481.0,3722347.0,3722347,18.0,18.0,26205.0,471687.0,1.0,2200211.0,2143345.0
117,California State University-Sacramento,Sacramento,NCAA Division I-FCS,10031,2113375.0,125370.0,252.0,2888923.0,2888923.0,2888923,14.0,14.0,34002.0,476022.0,1.0,1567497.0,1567497.0
118,University of California-Berkeley,Berkeley,NCAA Division I-FBS,13574,6692569.0,518462.0,595.0,7555232.0,10075509.0,10075509,18.0,18.0,71841.0,1293136.0,1.0,10443327.0,7559603.0
119,University of California-Davis,Davis,NCAA Division I-FCS,11582,3722692.0,110424.0,286.0,3263025.0,3263025.0,3263025,15.0,15.0,28694.0,430414.0,,2211257.0,2211257.0
120,University of California-Irvine,Irvine,NCAA Division I without football,12563,2006236.0,128114.0,183.0,3961219.0,3921854.0,3921854,16.0,16.0,32704.0,523256.0,1.0,2777164.0,2777164.0
121,University of California-Los Angeles,Los Angeles,NCAA Division I-FBS,13088,7108829.0,925004.0,358.0,3464697.0,11445061.0,11445061,15.0,15.0,184634.0,2769514.0,1.0,13416856.0,9856861.0
122,University of California-Riverside,Riverside,NCAA Division I without football,9105,1614810.0,92655.0,191.0,2648023.0,2624243.0,2624243,15.0,15.0,20564.0,308465.0,1.0,1868891.0,1679645.0
123,University of California-San Diego,La Jolla,NCAA Division II without football,14200,197667.0,94634.0,318.0,3431929.0,3358751.0,3358751,16.0,16.0,6915.0,110638.0,1.0,1033685.0,1033685.0
124,University of California-Santa Barbara,Santa Barbara,NCAA Division I without football,9840,2458557.0,122630.0,288.0,6477908.0,6477908.0,6477908,17.0,17.0,19824.0,337016.0,1.0,2511546.0,2511546.0
125,University of California-Santa Cruz,Santa Cruz,NCAA Division III without football,8098,0.0,30522.0,123.0,478339.0,476494.0,476494,13.0,13.0,3644.0,47368.0,1.0,127663.0,127663.0
126,California State University Maritime Academy,Vallejo,NAIA Division II ,893,30000.0,10735.0,183.0,254995.0,254995.0,254995,18.0,18.0,1375.0,24750.0,,47820.0,47820.0
127,Canada College,Redwood City,CCCAA,437,0.0,18634.0,85.0,87395.0,68559.0,68559,13.0,13.0,478.0,6214.0,,32335.0,34071.0
128,College of the Canyons,Santa Clarita,CCCAA,3136,0.0,8087.0,263.0,284283.0,275621.0,275621,11.0,11.0,2821.0,31036.0,,80045.0,69071.0
129,Cerritos College,Norwalk,CCCAA,3106,0.0,58653.0,340.0,763199.0,747594.0,747594,12.0,12.0,2416.0,28989.0,,173063.0,158447.0
130,Cerro Coso Community College,Ridgecrest,CCCAA,338,0.0,13498.0,40.0,72489.0,72383.0,72383,7.0,7.0,3766.0,26362.0,,58937.0,54136.0
131,Chabot College,Hayward,CCCAA,1894,0.0,23892.0,255.0,554827.0,554827.0,554827,15.0,15.0,1980.0,29707.0,,66577.0,66577.0
132,Chaffey College,Rancho Cucamonga,CCCAA,2674,0.0,19087.0,208.0,331859.0,288735.0,288735,18.0,18.0,2639.0,47494.0,,128732.0,128612.0
133,Chapman University,Orange,NCAA Division III with football,2387,0.0,35124.0,276.0,660358.0,660358.0,660358,19.0,19.0,2712.0,51522.0,,194397.0,194397.0
134,Concordia University-Irvine,Irvine,NCAA Division II without football,651,1510240.0,54705.0,213.0,2413295.0,2413295.0,2413295,15.0,15.0,8254.0,123813.0,1.0,773213.0,773213.0
135,San Diego Christian College,Santee,NAIA Division I ,251,1217595.0,26464.0,88.0,1240233.0,1240233.0,1240233,17.0,17.0,4312.0,73302.0,1.0,429168.0,429168.0
136,Citrus College,Glendora,CCCAA,2334,0.0,36337.0,172.0,201076.0,199940.0,199940,11.0,11.0,1798.0,19781.0,1.0,127242.0,126988.0
137,City College of San Francisco,San Francisco,CCCAA,2814,0.0,7215.0,179.0,113505.0,113505.0,113505,17.0,17.0,1807.0,30715.0,,47680.0,47680.0
138,Claremont McKenna College,Claremont,NCAA Division III with football,688,0.0,45695.0,293.0,932765.0,932765.0,932765,18.0,18.0,3342.0,60148.0,,207497.0,207497.0
139,Columbia College,Sonora,CCCAA,328,0.0,17068.0,11.0,0.0,0.0,0,11.0,11.0,1803.0,19834.0,,58258.0,58258.0
140,El Camino College-Compton Center,Compton,CCCAA,711,0.0,7313.0,148.0,58934.0,68054.0,68054,17.0,17.0,985.0,16739.0,,33548.0,29372.0
141,Contra Costa College,San Pablo,CCCAA,764,0.0,12936.0,147.0,138971.0,134472.0,134472,15.0,15.0,158.0,2367.0,,80761.0,85650.0
142,Cosumnes River College,Sacramento,CCCAA,1631,0.0,35777.0,66.0,327242.0,326776.0,326776,11.0,11.0,2142.0,23566.0,,125549.0,122379.0
143,Cuesta College,San Luis Obispo,CCCAA,1692,0.0,14208.0,123.0,292697.0,216426.0,216426,16.0,16.0,1342.0,21476.0,,69456.0,51075.0
144,Cuyamaca College,El Cajon,CCCAA,1028,0.0,26600.0,107.0,122716.0,122716.0,122716,15.0,15.0,691.0,10365.0,,70350.0,70149.0
145,Cypress College,Cypress,CCCAA,2350,0.0,22150.0,102.0,382877.0,332086.0,332086,14.0,14.0,1243.0,17401.0,,115951.0,93948.0
146,De Anza College,Cupertino,CCCAA,5579,0.0,31962.0,245.0,318716.0,318716.0,318716,16.0,16.0,1021.0,16338.0,,170598.0,170598.0
147,College of the Desert,Palm Desert,CCCAA,1892,0.0,24779.0,198.0,210853.0,210853.0,210853,18.0,18.0,1406.0,25306.0,,60953.0,60953.0
148,Diablo Valley College,Pleasant Hill,CCCAA,3887,0.0,25683.0,171.0,325201.0,295420.0,295420,12.0,12.0,1419.0,17025.0,,99885.0,88042.0
149,Dominican University of California,San Rafael,NCAA Division II without football,332,409504.0,46302.0,61.0,515426.0,515426.0,515426,15.0,15.0,4695.0,70419.0,1.0,465471.0,465471.0
150,East Los Angeles College,Monterey Park,CCCAA,3690,0.0,8818.0,213.0,249320.0,249320.0,249320,18.0,18.0,1389.0,25000.0,,57228.0,57228.0
151,El Camino Community College District,Torrance,CCCAA,4103,0.0,36309.0,320.0,528438.0,525794.0,525794,22.0,22.0,1933.0,42526.0,,116306.0,116125.0
152,Evergreen Valley College,San Jose,CCCAA,1151,0.0,14366.0,21.0,56472.0,56472.0,56472,,,,,,,
153,Feather River Community College District,Quincy,CCCAA,228,1000.0,71639.0,152.0,568136.0,568136.0,568136,18.0,18.0,1343.0,24177.0,1.0,159511.0,159511.0
154,Foothill College,Los Altos Hills,CCCAA,2349,0.0,35707.0,116.0,196316.0,196316.0,196316,14.0,14.0,647.0,9055.0,1.0,64784.0,64784.0
155,Fresno City College,Fresno,CCCAA,3212,0.0,32183.0,269.0,676178.0,663602.0,663602,14.0,14.0,3342.0,46781.0,,147666.0,150740.0
