,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
41,Talladega College,Talladega,NAIA Division I,512,667895.0,28985.0,86.0,801588.0,1154635.0,1154635,15.0,15.0,7972.0,119582.0,1.0,353047.0,353047.0
42,Troy University,Troy,NCAA Division I-A,3663,2656366.0,153562.0,257.0,1839364.0,8972249.0,8972249,15.0,15.0,10996.0,164944.0,1.0,1345740.0,2655225.0
43,Tuskegee University,Tuskegee,NCAA Division II (with football),1090,1453272.0,39292.0,167.0,402006.0,2892877.0,2892877,18.0,18.0,4926.0,88674.0,1.0,484364.0,484364.0
44,University of Alaska Anchorage,Anchorage,NCAA Division II (without football),3321,1154426.0,88496.0,125.0,3148701.0,4705224.0,4705224,14.0,14.0,14077.0,197072.0,1.0,1556523.0,1535223.0
45,University of Alaska Fairbanks,Fairbanks,NCAA Division II (without football),1781,678527.0,56217.0,71.0,2819080.0,3513480.0,3684092,16.0,16.0,14333.0,229322.0,1.0,694400.0,694400.0
46,Arizona State University,Tempe,NCAA Division I-A,24950,6609682.0,785932.0,335.0,2016324.0,36299889.0,36299889,15.0,15.0,70986.0,1064795.0,1.0,7684922.0,6264174.0
47,Arizona Western College,Yuma,NJCAA Division I,1227,820920.0,31384.0,147.0,524399.0,1461020.0,1461020,15.0,15.0,4096.0,61435.0,,223260.0,223260.0
48,University of Arizona,Tucson,NCAA Division I-A,13254,6252399.0,578925.0,271.0,2003440.0,37047758.0,37047758,16.0,16.0,140181.0,2242892.0,1.0,24937572.0,7806806.0
49,Central Arizona College,Coolidge,NJCAA Division I,952,393865.0,8031.0,129.0,519687.0,681293.0,681293,13.0,13.0,3944.0,51274.0,,161606.0,161606.0
50,Cochise College,Douglas,NJCAA Division I,642,193950.0,62240.0,42.0,359658.0,590954.0,590954,14.0,14.0,1257.0,17600.0,1.0,231296.0,231296.0
51,Eastern Arizona College,Thatcher,NJCAA Division I,1107,582321.0,16088.0,134.0,321797.0,1142072.0,1142072,11.0,11.0,7425.0,81677.0,,205204.0,205204.0
52,Embry-Riddle Aeronautical University-Prescott,Prescott,NAIA Division I,1285,418083.0,40844.0,57.0,762271.0,748946.0,748946,,,,,,,
53,Glendale Community College,Glendale,NJCAA Division II,3208,117062.0,14726.0,240.0,185943.0,513816.0,513816,16.0,16.0,941.0,15053.0,1.0,85604.0,83368.0
54,Grand Canyon University,Phoenix,NCAA Division II (without football),1926,1812760.0,103527.0,339.0,4102363.0,5817849.0,5817849,17.0,17.0,18823.0,319997.0,1.0,1715486.0,1715486.0
55,GateWay Community College,Phoenix,NJCAA Division II,559,24234.0,32472.0,51.0,157129.0,154352.0,154352,,,,,,,
56,Mesa Community College,Mesa,NJCAA Division I,3896,70325.0,26283.0,252.0,334771.0,712374.0,712374,14.0,14.0,1268.0,17753.0,1.0,106489.0,106489.0
57,Dine College,Tsaile,Other,409,15000.0,5000.0,26.0,77301.0,77291.0,77291,,,,,,,
58,Northern Arizona University,Flagstaff,NCAA Division I-AA,7875,1981273.0,104185.0,198.0,776411.0,5365356.0,5365356,15.0,15.0,17462.0,261933.0,1.0,1321517.0,1321517.0
59,Phoenix College,Phoenix,NJCAA Division II,1194,141552.0,43298.0,155.0,264949.0,605428.0,605428,13.0,13.0,1980.0,25735.0,1.0,151318.0,131786.0
60,Pima Community College,Tucson,NJCAA Division I,5614,308408.0,15181.0,328.0,438159.0,758297.0,758297,20.0,20.0,1292.0,25839.0,,80582.0,75635.0
61,Scottsdale Community College,Scottsdale,NJCAA Division II,1741,58424.0,22024.0,211.0,162100.0,376798.0,376798,20.0,20.0,679.0,13572.0,1.0,81300.0,81288.0
62,South Mountain Community College,Phoenix,NJCAA Division II,592,31200.0,24692.0,80.0,247536.0,283344.0,283344,15.0,15.0,1735.0,26027.0,,45476.0,44251.0
63,Arizona Christian University,Phoenix,NAIA Division I,276,208655.0,13477.0,97.0,519090.0,666674.0,666674,15.0,15.0,2933.0,44000.0,1.0,147584.0,147584.0
64,Yavapai College,Prescott,NJCAA Division I,807,241964.0,51047.0,47.0,552571.0,552571.0,552571,,,,,,,
65,University of Arkansas at Little Rock,Little Rock,NCAA Division I-AAA,2415,788921.0,132623.0,127.0,133155.0,3127106.0,3127106,18.0,18.0,23425.0,421648.0,1.0,1068008.0,1710034.0
66,Arkansas Baptist College,Little Rock,NJCAA Division I,574,86813.0,17605.0,310.0,139511.0,684991.0,684991,42.0,42.0,611.0,25644.0,1.0,94315.0,94315.0
67,Lyon College,Batesville,NAIA Division I,273,946613.0,41709.0,74.0,1007906.0,1382940.0,1382940,14.0,14.0,2416.0,33828.0,,375034.0,375034.0
68,University of Arkansas,Fayetteville,NCAA Division I-A,8759,4218808.0,1165250.0,302.0,3317258.0,45048691.0,45048691,16.0,16.0,112265.0,1796246.0,1.0,15526311.0,8217023.0
69,University of Arkansas at Pine Bluff,Pine Bluff,NCAA Division I-AA,1103,1055374.0,60605.0,166.0,557884.0,2798858.0,2798858,11.0,11.0,14397.0,158372.0,1.0,586657.0,586657.0
70,Arkansas State University-Main Campus,State University,NCAA Division I-A,3342,2321886.0,90005.0,286.0,1394169.0,8295755.0,8295755,15.0,15.0,24085.0,361282.0,1.0,1153070.0,1153070.0
71,Arkansas Tech University,Russellville,NCAA Division II (with football),3227,768986.0,89677.0,198.0,466685.0,2008770.0,2008770,18.0,18.0,4258.0,76638.0,0.0,367412.0,367412.0
72,University of Arkansas at Monticello,Monticello,NCAA Division II (with football),1159,570619.0,28932.0,189.0,303619.0,1557289.0,1557289,16.0,16.0,2959.0,47343.0,,261288.0,261288.0
73,University of Central Arkansas,Conway,NCAA Division I-AA,3374,1909555.0,71657.0,293.0,1602098.0,4963360.0,4963360,15.0,15.0,10798.0,161969.0,,759121.0,759121.0
74,Central Baptist College,Conway,NAIA Division I,347,315000.0,13662.0,99.0,464352.0,581138.0,581138,11.0,11.0,2506.0,27571.0,1.0,127332.0,126261.0
75,Cossatot Community College of the University of Arkansas,De Queen,Other,176,4030.0,17878.0,8.0,50048.0,50048.0,50048,,,,,,,
76,Crowley's Ridge College,Paragould,NCCAA Division I,85,102944.0,4700.0,48.0,117242.0,202122.0,202122,18.0,18.0,2544.0,45799.0,,103300.0,89652.0
77,Harding University,Searcy,NCAA Division II (with football),1851,1431101.0,44621.0,338.0,829725.0,2501458.0,2501458,15.0,15.0,5736.0,86042.0,,370435.0,370435.0
78,Henderson State University,Arkadelphia,NCAA Division II (with football),1364,806293.0,50264.0,223.0,381649.0,1682292.0,1682292,17.0,17.0,1065.0,18104.0,,298226.0,298226.0
79,Hendrix College,Conway,NCAA Division III (without football),582,0.0,24081.0,154.0,561565.0,693644.0,693644,16.0,16.0,4706.0,75303.0,,132079.0,132079.0
80,John Brown University,Siloam Springs,NAIA Division I,704,636105.0,18519.0,68.0,473665.0,964905.0,964905,13.0,13.0,5172.0,67238.0,,491240.0,492207.0
81,Mid-South Community College,West Memphis,NJCAA Division II,219,17916.0,10000.0,18.0,,73784.0,73784,18.0,18.0,1804.0,32474.0,0.0,73784.0,73784.0
82,North Arkansas College,Harrison,NJCAA Division II,578,32277.0,8992.0,43.0,40809.0,111645.0,111645,13.0,13.0,2147.0,27915.0,,70836.0,70836.0
83,Ouachita Baptist University,Arkadelphia,NCAA Division II (with football),691,1499249.0,45034.0,229.0,1103350.0,3013573.0,3013573,12.0,12.0,6386.0,76628.0,1.0,429230.0,419080.0
84,University of the Ozarks,Clarksville,NCAA Division III (without football),270,0.0,39402.0,115.0,299152.0,437083.0,437083,25.0,25.0,1789.0,44725.0,1.0,137931.0,137931.0
85,Philander Smith College,Little Rock,NAIA Division I,226,130878.0,31750.0,22.0,27046.0,351690.0,351690,14.0,14.0,6136.0,85908.0,1.0,324644.0,324644.0
86,Williams Baptist College,Walnut Ridge,NAIA Division I,200,470845.0,14435.0,77.0,455137.0,666506.0,666506,16.0,16.0,2239.0,35823.0,,211369.0,211369.0
87,Southern Arkansas University Main Campus,Magnolia,NCAA Division II (with football),1006,692656.0,24027.0,212.0,618110.0,1671550.0,1671550,15.0,15.0,3111.0,46661.0,,248093.0,248093.0
88,University of Arkansas-Fort Smith,Fort Smith,NCAA Division II (without football),2139,501906.0,38704.0,79.0,786915.0,1304404.0,1304404,13.0,13.0,8956.0,116424.0,,517489.0,517489.0
89,Academy of Art University,San Francisco,NCAA Division II (without football),3006,1487658.0,43868.0,99.0,1898503.0,2505217.0,2505217,15.0,15.0,9901.0,148514.0,1.0,606714.0,606714.0
90,College of Alameda,Alameda,Other,340,0.0,4000.0,14.0,0.0,67784.0,67784,14.0,14.0,1555.0,21769.0,,67784.0,67784.0
91,Allan Hancock College,Santa Maria,Other,1514,0.0,5561.0,152.0,112225.0,282480.0,282480,15.0,15.0,1574.0,23604.0,,45323.0,45323.0
92,American River College,Sacramento,Other,3467,0.0,22641.0,261.0,396485.0,619686.0,619686,13.0,13.0,1780.0,23146.0,,59542.0,58334.0
93,Antelope Valley College,Lancaster,Other,1828,0.0,9975.0,166.0,113889.0,334193.0,334193,13.0,13.0,918.0,11940.0,0.0,46964.0,46964.0
94,Azusa Pacific University,Azusa,NCAA Division II (with football),1959,2227590.0,45451.0,272.0,1875140.0,3753142.0,3753142,19.0,19.0,5454.0,103620.0,1.0,665862.0,611312.0
95,Bakersfield College,Bakersfield,Other,2248,0.0,21615.0,252.0,298084.0,657045.0,657045,16.0,16.0,2464.0,39424.0,,68529.0,88324.0
96,Barstow Community College,Barstow,Other,388,0.0,18875.0,36.0,44748.0,97977.0,97977,13.0,13.0,1185.0,15401.0,0.0,53229.0,53229.0
97,Bethesda University of California,Anaheim,NCCAA Division I,120,0.0,30000.0,75.0,180678.0,247010.0,247010,19.0,19.0,1211.0,23000.0,1.0,66332.0,66332.0
98,Biola University,La Mirada,NAIA Division I,1572,815069.0,22970.0,165.0,912336.0,1305732.0,1305732,13.0,13.0,2391.0,31078.0,1.0,443155.0,409245.0
99,Butte College,Oroville,Other,2569,0.0,8096.0,185.0,81290.0,237250.0,237250,15.0,15.0,1131.0,16959.0,,42246.0,42246.0
100,Cabrillo College,Aptos,Other,2171,0.0,15052.0,164.0,109185.0,182895.0,182895,14.0,14.0,439.0,6149.0,,38741.0,35722.0
101,California Baptist University,Riverside,NCAA Division II (without football),1633,2074170.0,53673.0,249.0,3323091.0,3720181.0,3720181,12.0,12.0,6345.0,76140.0,1.0,681243.0,666173.0
102,California Institute of Technology,Pasadena,NCAA Division III (without football),615,0.0,24549.0,156.0,264334.0,330390.0,391566,18.0,18.0,962.0,17322.0,,72328.0,67173.0
103,California Lutheran University,Thousand Oaks,NCAA Division III (with football),1155,0.0,46153.0,329.0,751253.0,1334262.0,1334262,28.0,28.0,1310.0,36668.0,,128727.0,137784.0
104,California Polytechnic State University-San Luis Obispo,San Luis Obispo,NCAA Division I-AA,9313,2434730.0,94063.0,321.0,2709906.0,7200451.0,7200451,15.0,15.0,18946.0,284186.0,1.0,1424203.0,1424203.0
105,California State University-Bakersfield,Bakersfield,NCAA Division I-AAA,2446,878773.0,98238.0,138.0,1862119.0,3206119.0,3206119,18.0,18.0,16422.0,295595.0,1.0,1748926.0,1290515.0
106,California State University-Stanislaus,Turlock,NCAA Division II (without football),2270,268672.0,67862.0,107.0,1022301.0,1365718.0,1365718,14.0,14.0,4362.0,61063.0,1.0,371320.0,362294.0
107,California State University-San Bernardino,San Bernardino,NCAA Division II (without football),5352,176763.0,69489.0,80.0,558896.0,945827.0,945827,15.0,15.0,3313.0,49696.0,1.0,413102.0,399873.0
108,California State Polytechnic University-Pomona,Pomona,NCAA Division II (without football),10008,319899.0,70010.0,126.0,751561.0,1244758.0,1244758,13.0,13.0,5766.0,74962.0,1.0,508516.0,503976.0
109,California State University-Chico,Chico,NCAA Division II (without football),6715,370265.0,65470.0,191.0,1228391.0,1730924.0,1730924,19.0,19.0,5813.0,110438.0,1.0,500988.0,490764.0
110,California State University-Dominguez Hills,Carson,NCAA Division II (without football),2909,183216.0,53438.0,85.0,579072.0,920314.0,920314,16.0,16.0,4085.0,65354.0,1.0,341242.0,341242.0
111,California State University-Fresno,Fresno,NCAA Division I-A,7310,2289997.0,329628.0,208.0,1451563.0,12947061.0,12947061,15.0,15.0,34555.0,518326.0,1.0,1980064.0,2072700.0
112,California State University-Fullerton,Fullerton,NCAA Division I-AAA,11382,862157.0,101309.0,150.0,2243561.0,3614407.0,3614407,16.0,16.0,17909.0,286547.0,1.0,1370846.0,1370846.0
113,California State University-East Bay,Hayward,NCAA Division II (without football),3872,348795.0,64106.0,109.0,1086854.0,1420580.0,1420580,15.0,15.0,2906.0,43583.0,1.0,333726.0,333726.0
114,California State University-Long Beach,Long Beach,NCAA Division I-AAA,10959,984868.0,186348.0,195.0,2535948.0,4764718.0,4764718,17.0,17.0,20013.0,340218.0,1.0,2228770.0,2228770.0
115,California State University-Los Angeles,Los Angeles,NCAA Division II (without football),6051,353878.0,71754.0,107.0,811901.0,1186705.0,1186705,14.0,14.0,3568.0,49957.0,1.0,374804.0,374804.0
116,California State University-Northridge,Northridge,NCAA Division I-AAA,11451,909185.0,161104.0,205.0,2449671.0,3782642.0,3782642,16.0,16.0,16670.0,266723.0,1.0,1332971.0,1332971.0
117,California State University-Sacramento,Sacramento,NCAA Division I-AA,8707,1888377.0,84300.0,263.0,2179438.0,6524037.0,6524037,15.0,15.0,18661.0,279914.0,1.0,1045409.0,1045409.0
118,University of California-Berkeley,Berkeley,NCAA Division I-A,11913,5592569.0,455210.0,605.0,7989967.0,39236950.0,39236950,17.0,17.0,61701.0,1048916.0,1.0,9492943.0,6302822.0
119,University of California-Davis,Davis,NCAA Division I-AA,11130,3314099.0,72392.0,293.0,2862839.0,7936035.0,7936035,17.0,17.0,17940.0,304988.0,,1506641.0,1506641.0
120,University of California-Irvine,Irvine,NCAA Division I-AAA,9965,1414689.0,85480.0,183.0,3015981.0,4570522.0,4570522,15.0,15.0,25021.0,375318.0,1.0,2043807.0,1606110.0
121,University of California-Los Angeles,Los Angeles,NCAA Division I-A,12307,6048721.0,637820.0,446.0,2418323.0,41510820.0,41510820,18.0,18.0,85747.0,1543441.0,1.0,12369639.0,12717020.0
122,University of California-Riverside,Riverside,NCAA Division I-AAA,8642,1347773.0,87013.0,171.0,2279621.0,3760232.0,3760232,15.0,15.0,17837.0,267550.0,1.0,1480611.0,1480611.0
123,University of California-San Diego,La Jolla,NCAA Division II (without football),11084,141334.0,53621.0,309.0,2585138.0,3028456.0,3028456,14.0,14.0,6595.0,92323.0,1.0,443318.0,443318.0
124,University of California-Santa Barbara,Santa Barbara,NCAA Division I-AAA,8805,1886720.0,80670.0,286.0,4080139.0,5925522.0,5925522,18.0,18.0,18377.0,330785.0,1.0,1845383.0,1845383.0
125,University of California-Santa Cruz,Santa Cruz,NCAA Division III (without football),7289,0.0,11762.0,118.0,318095.0,382013.0,382013,14.0,14.0,2826.0,39558.0,0.0,63918.0,63918.0
126,California Maritime Academy,Vallejo,NAIA Division II,825,31000.0,10346.0,169.0,373155.0,289685.0,289685,16.0,16.0,1420.0,22720.0,0.0,42000.0,44350.0
127,Canada College,Redwood City,Other,585,0.0,22493.0,79.0,75840.0,121853.0,121853,16.0,16.0,1027.0,16432.0,,46548.0,46448.0
128,College of the Canyons,Santa Clarita,Other,2994,0.0,7302.0,216.0,229108.0,403674.0,403674,16.0,16.0,1714.0,27426.0,,43672.0,43672.0
129,Cerritos College,Norwalk,Other,3019,0.0,9838.0,403.0,399574.0,670429.0,670429,16.0,16.0,1868.0,29893.0,,71393.0,68126.0
130,Cerro Coso Community College,Ridgecrest,Other,374,0.0,5653.0,24.0,53817.0,43257.0,43257,,0.0,0.0,0.0,,,
131,Chabot College,Hayward,Other,1839,0.0,16013.0,238.0,443537.0,743875.0,743875,14.0,14.0,949.0,13282.0,,62608.0,62608.0
132,Chaffey College,Rancho Cucamonga,Other,2377,0.0,35680.0,235.0,330276.0,742371.0,742371,19.0,19.0,2620.0,49787.0,1.0,199797.0,187695.0
133,Chapman University,Orange,NCAA Division III (with football),2296,0.0,35652.0,231.0,291484.0,698956.0,698956,17.0,17.0,1295.0,22011.0,0.0,125231.0,125231.0
134,Concordia University-Irvine,Irvine,NAIA Division I,618,2055809.0,58958.0,174.0,2730234.0,3616748.0,3616748,11.0,11.0,12433.0,136760.0,1.0,886514.0,886514.0
135,San Diego Christian College,El Cajon,NAIA Division I,319,1111290.0,25000.0,116.0,1312974.0,1405232.0,1405232,21.0,21.0,2087.0,43817.0,,226109.0,394090.0
136,Citrus College,Glendora,Other,1887,0.0,41869.0,209.0,246493.0,667041.0,667041,16.0,16.0,2168.0,34684.0,1.0,145055.0,143507.0
137,City College of San Francisco,San Francisco,Other,4675,0.0,6515.0,191.0,84592.0,174624.0,174624,15.0,15.0,1211.0,18166.0,,27666.0,27666.0
138,Claremont McKenna College,Claremont,NCAA Division III (with football),657,0.0,47542.0,288.0,848299.0,1402335.0,1402335,15.0,15.0,2758.0,41372.0,,149544.0,149544.0
139,Columbia College,Sonora,Other,393,0.0,36493.0,14.0,0.0,100141.0,100141,14.0,14.0,1110.0,15540.0,,109145.0,100141.0
140,El Camino College-Compton Center,Compton,Other,625,0.0,6250.0,161.0,74273.0,152435.0,152435,15.0,15.0,755.0,11332.0,0.0,22995.0,23106.0
141,Contra Costa College,San Pablo,Other,913,0.0,15545.0,152.0,72734.0,175407.0,175407,14.0,14.0,755.0,10575.0,,39405.0,40641.0
142,Cosumnes River College,Sacramento,Other,1575,0.0,19334.0,69.0,170832.0,229083.0,229083,14.0,14.0,1667.0,23343.0,,58251.0,58251.0
143,Cuesta College,San Luis Obispo,Other,2093,0.0,13680.0,134.0,251764.0,247471.0,247471,10.0,10.0,1832.0,18315.0,,51652.0,48897.0
144,Cuyamaca College,El Cajon,Other,838,0.0,18197.0,94.0,129919.0,187465.0,187465,10.0,10.0,1507.0,15069.0,,57546.0,57546.0
145,Cypress College,Cypress,Other,2043,0.0,15436.0,132.0,315496.0,276914.0,276914,26.0,26.0,180.0,4681.0,,55565.0,26275.0
146,De Anza College,Cupertino,Other,5420,0.0,27562.0,266.0,280324.0,506595.0,506595,18.0,18.0,724.0,13034.0,,76852.0,76852.0
147,College of the Desert,Palm Desert,Other,1710,0.0,13625.0,195.0,166398.0,371735.0,371735,17.0,17.0,1896.0,32226.0,,60827.0,60827.0
148,Diablo Valley College,Pleasant Hill,Other,3754,0.0,13319.0,192.0,116864.0,335592.0,335592,11.0,11.0,2089.0,22981.0,,21349.0,41554.0
149,Dominican University of California,San Rafael,NCAA Division II (without football),331,329412.0,40857.0,90.0,541069.0,995746.0,995746,15.0,15.0,5049.0,75737.0,1.0,454677.0,454677.0
150,East Los Angeles College,Monterey Park,Other,3141,0.0,23829.0,207.0,316122.0,512416.0,512416,13.0,13.0,1404.0,18252.0,,78023.0,78023.0
151,El Camino Community College District,Torrance,Other,3485,0.0,16319.0,279.0,277092.0,455677.0,455677,16.0,16.0,982.0,15719.0,,31778.0,33288.0
152,Evergreen Valley College,San Jose,Other,1235,0.0,13903.0,26.0,57909.0,57909.0,57909,,,,,,,
153,Feather River Community College District,Quincy,Other,410,16500.0,61401.0,184.0,372549.0,728241.0,728241,16.0,16.0,1776.0,28418.0,1.0,132092.0,132092.0
154,Foothill College,Los Altos Hills,Other,2411,0.0,56556.0,163.0,188348.0,613040.0,613040,19.0,19.0,1180.0,22429.0,,120028.0,119428.0
155,Fresno City College,Fresno,Other,3333,0.0,24039.0,277.0,464189.0,698108.0,698108,14.0,14.0,3937.0,55116.0,,111958.0,97375.0
156,Fresno Pacific University,Fresno,NCAA Division II (without football),706,1255581.0,40369.0,164.0,1972542.0,2328366.0,2328366,13.0,13.0,6054.0,78705.0,,563864.0,476612.0
157,Fullerton College,Fullerton,Other,2062,0.0,27757.0,263.0,282227.0,463011.0,463011,17.0,17.0,750.0,12755.0,,26680.0,26350.0
