,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
352,Palm Beach State College,Lake Worth,NJCAA Division I,4703,287467.0,24032.0,38.0,280111.0,511859.0,511859,12.0,12.0,2726.0,32706.0,,236375.0,234748.0
353,Pasco-Hernando Community College,New Port Richey,NJCAA Division II,1604,99403.0,25795.0,36.0,158484.0,251985.0,251985,11.0,11.0,1307.0,14377.0,1.0,93501.0,93501.0
354,Pensacola State College,Pensacola,NJCAA Division I,1881,196763.0,47641.0,42.0,257016.0,557468.0,557468,13.0,13.0,4868.0,63279.0,1.0,300452.0,300452.0
355,Polk State College,Winter Haven,NJCAA Division I,1464,181919.0,8000.0,42.0,209515.0,380860.0,380860,16.0,16.0,4172.0,66754.0,,171345.0,171345.0
356,Rollins College,Winter Park,NCAA Division II (without football),966,1757254.0,53159.0,215.0,2717318.0,3476349.0,3480260,14.0,14.0,7573.0,106028.0,,759031.0,759031.0
357,Saint Leo University,Saint Leo,NCAA Division II (without football),3652,1178914.0,42404.0,159.0,1752437.0,2304157.0,2304157,13.0,13.0,8015.0,104194.0,1.0,557685.0,557685.0
358,St Petersburg College,St. Petersburg,NJCAA Division I,4035,209624.0,58292.0,37.0,260065.0,471229.0,471229,13.0,13.0,2518.0,32737.0,1.0,211164.0,211164.0
359,Santa Fe College,Gainesville,NJCAA Division I,2735,259333.0,59197.0,37.0,269134.0,514639.0,514639,13.0,13.0,3603.0,46843.0,1.0,245505.0,245505.0
360,Seminole State College of Florida,Sanford,NJCAA Division I,3548,119648.0,54371.0,25.0,314500.0,314500.0,314500,,,,,,,
361,Saint Johns River State College,Palatka,NJCAA Division I,922,96390.0,45900.0,33.0,229432.0,227748.0,227748,,,,,,,
362,South Florida Community College,Avon Park,NJCAA Division I,458,113668.0,73756.0,22.0,249452.0,249452.0,249452,,,,,,,
363,University of South Florida-Main Campus,Tampa,NCAA Division I-A,10208,3099540.0,497737.0,274.0,463224.0,19673844.0,19673844,15.0,15.0,80264.0,1203956.0,1.0,5301082.0,4399051.0
364,Saint Thomas University,Miami Gardens,NAIA Division II,462,635722.0,28304.0,106.0,984298.0,1233235.0,1233235,14.0,14.0,6274.0,87839.0,,325993.0,324332.0
365,Stetson University,DeLand,NCAA Division I-AAA,1084,1840165.0,73487.0,229.0,2516981.0,4780054.0,4780054,16.0,16.0,10012.0,160191.0,1.0,1264809.0,1259832.0
366,Southeastern University,Lakeland,NAIA Division II,895,416895.0,40207.0,93.0,741310.0,862344.0,901518,15.0,15.0,2933.0,43991.0,1.0,200724.0,189724.0
367,Tallahassee Community College,Tallahassee,NJCAA Division I,3494,401552.0,63487.0,38.0,342731.0,695179.0,695179,12.0,12.0,3194.0,38326.0,1.0,352448.0,352448.0
368,The University of Tampa,Tampa,NCAA Division II (without football),2559,978168.0,45349.0,209.0,1867443.0,2339879.0,2339879,15.0,15.0,5105.0,76579.0,1.0,512920.0,507568.0
369,Trinity Baptist College,Jacksonville,NCCAA Division II,136,0.0,15000.0,33.0,42610.0,96755.0,96755,15.0,15.0,1595.0,23926.0,,62145.0,54145.0
370,Trinity College of Florida,Trinity,NCCAA Division II,102,0.0,10000.0,12.0,0.0,37068.0,37068,12.0,12.0,1257.0,15081.0,0.0,37068.0,37068.0
371,Warner University,Lake Wales,NAIA Division II,406,1719429.0,16083.0,213.0,2496473.0,3101147.0,3101147,43.0,43.0,1239.0,53285.0,1.0,604674.0,604674.0
372,Webber International University,Babson Park,NAIA Division II,426,1757711.0,22250.0,266.0,1627173.0,3504006.0,3504006,15.0,15.0,2484.0,37260.0,1.0,413642.0,413642.0
373,The University of West Florida,Pensacola,NCAA Division II (without football),3184,804790.0,49103.0,130.0,1454619.0,1878542.0,1878542,15.0,15.0,5495.0,82418.0,1.0,476253.0,479035.0
374,Abraham Baldwin Agricultural College,Tifton,NJCAA Division I,1113,79278.0,17062.0,43.0,234858.0,234858.0,234858,,,,,,,
375,Albany Technical College,Albany,NJCAA Division I,860,42030.0,13500.0,17.0,,98984.0,98984,17.0,17.0,2036.0,34616.0,,98984.0,98984.0
376,Darton College,Albany,NJCAA Division I,1104,305758.0,19652.0,131.0,678935.0,672935.0,672935,,0.0,0.0,0.0,,,
377,Albany State University,Albany,NCAA Division II (with football),1168,450994.0,50836.0,158.0,271782.0,1494087.0,1494087,21.0,21.0,1303.0,27353.0,1.0,170231.0,309570.0
378,Andrew College,Cuthbert,NJCAA Division I,144,373010.0,21033.0,53.0,566449.0,566449.0,566449,,0.0,0.0,0.0,,,
379,Armstrong Atlantic State University,Savannah,NCAA Division II (without football),1706,568435.0,42418.0,71.0,843348.0,1250921.0,1250921,15.0,15.0,3610.0,54146.0,1.0,433927.0,433927.0
380,Point University,West Point,NAIA Division II,560,1342490.0,36149.0,159.0,732681.0,2308860.0,2308860,11.0,11.0,2813.0,30944.0,1.0,239115.0,239115.0
381,Atlanta Metropolitan College,Atlanta,NJCAA Division I,574,145353.0,9100.0,12.0,,232659.0,232659,12.0,12.0,2753.0,33035.0,,232659.0,232659.0
382,Clark Atlanta University,Atlanta,NCAA Division II (with football),612,1103975.0,43149.0,151.0,293600.0,1744465.0,1744465,17.0,17.0,2350.0,39957.0,1.0,365179.0,318080.0
383,Augusta State University,Augusta,NCAA Division II (without football),1537,386878.0,63931.0,97.0,735057.0,933714.0,933714,15.0,15.0,3666.0,54989.0,1.0,198690.0,350147.0
384,Berry College,Mount Berry,NCAA Division III (without football),670,0.0,37143.0,177.0,1024841.0,1185473.0,1185473,15.0,15.0,4636.0,69544.0,,173873.0,171760.0
385,Brenau University,Gainesville,NAIA Division I,93,,,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,
386,Brewton-Parker College,Mount Vernon,NAIA Division I,248,677180.0,30040.0,114.0,825561.0,1063023.0,1063023,15.0,15.0,3449.0,51738.0,1.0,237462.0,237462.0
387,College of Coastal Georgia,Brunswick,NAIA Division I,602,121137.0,11920.0,30.0,129873.0,294061.0,294061,12.0,12.0,3225.0,38698.0,0.0,164188.0,164188.0
388,West Georgia Technical College,Waco,NJCAA Division III,582,0.0,18270.0,51.0,127286.0,186250.0,186250,18.0,18.0,2387.0,42970.0,0.0,58964.0,58964.0
389,Carver Bible College,Atlanta,NCCAA Division I,77,127147.0,29268.0,14.0,,186256.0,186256,14.0,14.0,1111.0,15554.0,1.0,186256.0,186256.0
390,Clayton  State University,Morrow,NCAA Division II (without football),1180,370786.0,49352.0,86.0,516467.0,911371.0,911371,14.0,14.0,5986.0,83798.0,1.0,394904.0,398027.0
391,Columbus State University,Columbus,NCAA Division II (without football),1947,479617.0,41018.0,102.0,785477.0,1184822.0,1229741,17.0,17.0,2495.0,42419.0,1.0,335171.0,350057.0
392,Georgia Northwestern Technical College,Rome,NJCAA Division III,809,0.0,11188.0,21.0,13220.0,68584.0,68584,15.0,15.0,1038.0,15575.0,,61182.0,56957.0
393,Covenant College,Lookout Mountain,NCAA Division III (without football),434,0.0,38101.0,114.0,436875.0,575750.0,575750,20.0,20.0,1424.0,28482.0,1.0,164412.0,155027.0
394,East Georgia College,Swainsboro,NJCAA Division I,975,46892.0,28114.0,40.0,121097.0,204167.0,204167,15.0,15.0,2475.0,37129.0,1.0,101299.0,83070.0
395,Emmanuel College,Franklin Springs,NAIA Division I,350,921118.0,29126.0,207.0,1367142.0,1662295.0,1662295,20.0,20.0,3479.0,69571.0,1.0,335610.0,322988.0
396,Emory University,Atlanta,NCAA Division III (without football),3279,0.0,59031.0,258.0,1200455.0,1501255.0,1501255,16.0,16.0,6387.0,102197.0,1.0,300800.0,273387.0
397,Georgia Highlands College,Rome,NJCAA Division I,1132,65634.0,15000.0,12.0,,191333.0,191333,12.0,12.0,8565.0,102780.0,,191333.0,191333.0
398,Fort Valley State University,Fort Valley,NCAA Division II (with football),1274,430625.0,41800.0,119.0,165331.0,1141187.0,1141187,16.0,16.0,3363.0,53807.0,1.0,198572.0,198572.0
399,Georgia Institute of Technology-Main Campus,Atlanta,NCAA Division I-A,8821,5829250.0,236690.0,342.0,989992.0,29335396.0,29335396,20.0,20.0,60794.0,1215883.0,1.0,6059937.0,5741428.0
400,Georgia Southwestern State University,Americus,NCAA Division II (without football),736,289981.0,33731.0,81.0,403008.0,640173.0,640173,13.0,13.0,3125.0,40630.0,1.0,237165.0,237165.0
401,Georgia College & State University,Milledgeville,NCAA Division II (without football),2011,680520.0,28339.0,81.0,825715.0,1207014.0,1207014,19.0,19.0,1675.0,31830.0,0.0,382008.0,382008.0
402,Georgia Military College-Milledgeville Campus,Milledgeville,NJCAA Division III,2116,622856.0,38029.0,91.0,111320.0,1237536.0,1253871,,,,,,,
403,Georgia Southern University,Statesboro,NCAA Division I-AA,7919,1948617.0,100656.0,227.0,1478437.0,5844973.0,5844973,14.0,14.0,13446.0,188246.0,1.0,985316.0,985316.0
404,Georgia State University,Atlanta,NCAA Division I-A,7449,3430745.0,189865.0,224.0,2519577.0,10666420.0,10666420,17.0,17.0,22797.0,387549.0,1.0,1969032.0,1969032.0
405,University of Georgia,Athens,NCAA Division I-A,10364,4286787.0,992310.0,336.0,2956958.0,39531906.0,39531906,14.0,14.0,83007.0,1162093.0,1.0,8469928.0,5953014.0
406,Gordon College,Barnesville,NJCAA Division I,1010,179357.0,5666.0,52.0,200195.0,289962.0,289962,12.0,12.0,2012.0,24139.0,,89767.0,89767.0
407,Southern Crescent Technical College,Griffin,NJCAA Division III,838,0.0,2500.0,15.0,,39675.0,39675,15.0,15.0,200.0,3000.0,,39675.0,39675.0
408,Middle Georgia Technical College,Warner Robins,NJCAA Division III,517,0.0,2000.0,13.0,,38978.0,38978,13.0,13.0,2505.0,32561.0,,38978.0,38978.0
409,Kennesaw State University,Kennesaw,NCAA Division I-AAA,7052,1227021.0,100066.0,151.0,2054083.0,3190391.0,3190391,14.0,14.0,13500.0,188998.0,1.0,1136308.0,1136308.0
410,LaGrange College,Lagrange,NCAA Division III (with football),338,0.0,32610.0,207.0,504255.0,1315606.0,1315606,20.0,20.0,2660.0,53208.0,1.0,132365.0,132365.0
411,Life University,Marietta,NAIA Division I,320,289573.0,39950.0,34.0,127227.0,553293.0,553293,19.0,19.0,4017.0,76316.0,,426066.0,426066.0
412,Central Georgia Technical College,Macon,NJCAA Division I,755,71136.0,21750.0,12.0,,149218.0,149218,12.0,12.0,2744.0,32924.0,,160812.0,149218.0
413,Chattahoochee Technical College,Marietta,NJCAA Division I,1712,89424.0,12757.0,51.0,108380.0,167584.0,167584,14.0,14.0,1560.0,21840.0,,88128.0,82534.0
414,Mercer University,Macon,NCAA Division I-AAA,1370,2002216.0,81219.0,160.0,2373353.0,3670272.0,3670272,15.0,15.0,5678.0,85169.0,1.0,1296919.0,1296919.0
415,Middle Georgia College,Cochran,NJCAA Division I,1023,162988.0,5987.0,63.0,211226.0,291337.0,291337,15.0,15.0,1920.0,28805.0,,80111.0,80111.0
416,North Georgia College & State University,Dahlonega,NCAA Division II (without football),2200,476701.0,39377.0,98.0,880224.0,1290979.0,1346173,18.0,18.0,3623.0,65214.0,,443022.0,455356.0
417,North Georgia Technical College,Clarkesville,NJCAA Division I,456,6330.0,6320.0,7.0,30546.0,20362.0,20362,,,,,,,
418,Oglethorpe University,Atlanta,NCAA Division III (without football),395,0.0,28701.0,176.0,533241.0,681264.0,681264,16.0,16.0,3257.0,52115.0,1.0,148023.0,148023.0
419,Paine College,Augusta,NCAA Division II (without football),293,334446.0,32200.0,68.0,417401.0,756114.0,756114,12.0,12.0,5319.0,63826.0,1.0,338713.0,338713.0
420,Piedmont College,Demorest,NCAA Division III (without football),353,0.0,37545.0,122.0,473094.0,564084.0,564084,7.0,7.0,3716.0,26013.0,,105200.0,100000.0
421,Reinhardt University,Waleska,NAIA Division II,594,915258.0,24254.0,142.0,1043969.0,1381889.0,1381889,24.0,24.0,1774.0,42572.0,1.0,344859.0,344530.0
422,Savannah College of Art and Design,Savannah,NAIA Division II,2663,2056392.0,28843.0,149.0,2718451.0,2718451.0,2819885,,,,,,,
423,Savannah State University,Savannah,NCAA Division I-AA,1730,587766.0,69284.0,183.0,513938.0,3179978.0,3179978,15.0,15.0,15768.0,236520.0,1.0,639061.0,639062.0
424,Shorter University,Rome,NCAA Division II (with football),563,2950035.0,42982.0,362.0,3717891.0,4935204.0,4935204,29.0,29.0,5053.0,146532.0,1.0,539193.0,609308.0
425,South Georgia College,Douglas,NJCAA Division I,729,282029.0,7050.0,77.0,474395.0,474395.0,474395,,,,,,,
426,South Georgia Technical College,Americus,NJCAA Division I,413,70155.0,32034.0,12.0,,193496.0,193496,12.0,12.0,3533.0,42392.0,,193496.0,193496.0
427,Southern Polytechnic State University,Marietta,NAIA Division I,3186,628726.0,46634.0,77.0,813514.0,1077631.0,1077631,13.0,13.0,3288.0,42750.0,1.0,376406.0,305984.0
428,Thomas University,Thomasville,NAIA Division I,255,555278.0,26000.0,67.0,823968.0,823968.0,823968,,,,,,,
429,Toccoa Falls College,Toccoa Falls,NCCAA Division II,363,0.0,1312.0,68.0,70239.0,90753.0,90753,12.0,12.0,1342.0,16104.0,,20514.0,20514.0
430,Truett-McConnell College,Cleveland,NAIA Division I,309,412221.0,27578.0,91.0,682738.0,936269.0,936269,13.0,13.0,3910.0,50833.0,,253531.0,253531.0
431,Valdosta State University,Valdosta,NCAA Division II (with football),3556,1320955.0,46485.0,225.0,1098863.0,3015632.0,3015632,16.0,16.0,3699.0,59176.0,1.0,353413.0,472790.0
432,Waycross College,Waycross,NJCAA Division I,126,26000.0,22500.0,18.0,,113379.0,113379,18.0,18.0,2518.0,45321.0,,113379.0,113379.0
433,University of West Georgia,Carrollton,NCAA Division II (with football),3128,861141.0,54582.0,205.0,471025.0,2167245.0,2167245,18.0,18.0,5559.0,100060.0,1.0,412833.0,412833.0
434,Young Harris College,Young Harris,NCAA Division II (without football),464,1143599.0,36225.0,142.0,1462659.0,1947864.0,1947864,13.0,13.0,3787.0,49234.0,1.0,485205.0,485205.0
435,Chaminade University of Honolulu,Honolulu,NCAA Division II (without football),529,440705.0,23007.0,50.0,209069.0,827490.0,827490,12.0,12.0,8277.0,99325.0,1.0,618421.0,618421.0
436,University of Hawaii at Hilo,Hilo,NCAA Division II (without football),1168,362218.0,38330.0,107.0,918557.0,1234677.0,1234677,13.0,13.0,6674.0,86766.0,1.0,421371.0,415673.0
437,University of Hawaii at Manoa,Honolulu,NCAA Division I-A,5382,3875362.0,203197.0,235.0,2056127.0,14949199.0,14980186,16.0,16.0,24329.0,389258.0,1.0,1548163.0,2386999.0
438,Hawaii Pacific University,Honolulu,NCAA Division II (without football),1558,1005823.0,25522.0,108.0,1242028.0,1775648.0,1775648,14.0,14.0,9377.0,131277.0,,533620.0,533620.0
439,Boise State University,Boise,NCAA Division I-A,6215,1898644.0,418083.0,253.0,502434.0,12363476.0,12363476,14.0,14.0,33294.0,466118.0,1.0,2179021.0,1757700.0
440,Idaho State University,Pocatello,NCAA Division I-AA,3633,2051794.0,61437.0,207.0,348392.0,4950951.0,4950951,15.0,15.0,15848.0,237725.0,,1103723.0,1058290.0
441,University of Idaho,Moscow,NCAA Division I-A,4369,2056401.0,81526.0,232.0,938494.0,7960978.0,7960978,17.0,17.0,16056.0,272958.0,1.0,1414634.0,1414634.0
442,The College of Idaho,Caldwell,NAIA Division II,417,458855.0,26212.0,134.0,647514.0,927434.0,927434,12.0,12.0,2410.0,28922.0,1.0,288015.0,284086.0
443,Lewis-Clark State College,Lewiston,NAIA Division I,1067,915655.0,25266.0,90.0,1110365.0,1396839.0,1396839,14.0,14.0,3178.0,44498.0,1.0,286474.0,286474.0
444,North Idaho College,Coeur d'Alene,NJCAA Division I,1535,291591.0,37015.0,77.0,492690.0,721984.0,721984,16.0,16.0,3332.0,53310.0,1.0,229294.0,229294.0
445,Northwest Nazarene University,Nampa,NCAA Division II (without football),467,892818.0,35934.0,155.0,1263592.0,1771561.0,1771561,16.0,16.0,5909.0,94539.0,1.0,548239.0,532360.0
446,College of Southern Idaho,Twin Falls,NJCAA Division I,1284,274034.0,45857.0,45.0,436598.0,942434.0,1145054,19.0,19.0,11781.0,223845.0,,505836.0,505836.0
447,Augustana College,Rock Island,NCAA Division III (with football),1071,0.0,43057.0,595.0,932473.0,1690049.0,1690049,18.0,18.0,2623.0,47221.0,,200462.0,200462.0
448,Aurora University,Aurora,NCAA Division III (with football),984,0.0,23696.0,414.0,529833.0,1062135.0,1062135,27.0,27.0,1698.0,45846.0,,140275.0,136739.0
449,Southwestern Illinois College,Belleville,NJCAA Division I,2314,334176.0,7960.0,72.0,413692.0,656753.0,656753,16.0,16.0,2499.0,39978.0,,243061.0,243061.0
450,Black Hawk College,Moline,NJCAA Division II,1050,117514.0,12296.0,49.0,190967.0,262231.0,262231,11.0,11.0,1442.0,15860.0,,79114.0,77624.0
451,Blackburn College,Carlinville,NCAA Division III (without football),223,0.0,20410.0,84.0,146176.0,223844.0,223844,16.0,16.0,1611.0,25768.0,1.0,77668.0,77668.0
452,Bradley University,Peoria,NCAA Division I-AAA,2161,1729420.0,215504.0,137.0,2761213.0,6570253.0,6570253,16.0,16.0,29940.0,479034.0,1.0,3809040.0,3810668.0
453,Carl Sandburg College,Galesburg,NJCAA Division II,419,192925.0,6973.0,69.0,259201.0,337864.0,337864,15.0,15.0,1474.0,22115.0,,83052.0,77815.0
454,Chicago State University,Chicago,NCAA Division I-AAA,916,554934.0,61600.0,105.0,942762.0,1844965.0,1844965,15.0,15.0,24675.0,370121.0,1.0,902203.0,902203.0
455,University of Chicago,Chicago,NCAA Division III (with football),2930,0.0,61278.0,334.0,1194132.0,1987897.0,1987897,14.0,14.0,9821.0,137492.0,,305046.0,303796.0
456,City Colleges of Chicago-Kennedy-King College,Chicago,NJCAA Division I,1067,72142.0,10266.0,36.0,110222.0,198291.0,198291,14.0,14.0,2250.0,31505.0,,88069.0,88069.0
457,City Colleges of Chicago-Malcolm X College,Chicago,NJCAA Division I,779,2300.0,14400.0,15.0,,157533.0,157533,15.0,15.0,8202.0,123033.0,,157533.0,157533.0
458,City Colleges of Chicago-Olive-Harvey College,Chicago,NJCAA Division II,612,20000.0,14000.0,30.0,50848.0,101287.0,101287,16.0,16.0,811.0,12972.0,0.0,50439.0,50439.0
459,City Colleges of Chicago-Harry S Truman College,Chicago,NJCAA Division I,1198,23140.0,12000.0,24.0,29015.0,88779.0,88779,8.0,8.0,2605.0,20840.0,,59764.0,59764.0
460,City Colleges of Chicago-Richard J Daley College,Chicago,NJCAA Division I,875,8146.0,13600.0,26.0,38655.0,84275.0,84275,9.0,9.0,2134.0,19207.0,0.0,45620.0,47068.0
461,City Colleges of Chicago-Wilbur Wright College,Chicago,NJCAA Division II,1861,26840.0,11775.0,20.0,25289.0,85251.0,85251,12.0,12.0,1585.0,19021.0,,59962.0,58692.0
462,Concordia University-Chicago,River Forest,NCAA Division III (with football),533,0.0,36237.0,262.0,667977.0,1188660.0,1188660,23.0,23.0,2044.0,47011.0,,151714.0,142111.0
463,Danville Area Community College,Danville,NJCAA Division II,495,268385.0,2787.0,73.0,281309.0,396797.0,396797,14.0,14.0,1670.0,23376.0,,118078.0,115488.0
464,DePaul University,Chicago,NCAA Division I-AAA,6358,1963676.0,558696.0,139.0,2329423.0,8693563.0,8693563,16.0,16.0,62132.0,994108.0,1.0,6364140.0,6364140.0
465,College of DuPage,Glen Ellyn,NJCAA Division III,4373,0.0,11556.0,230.0,166738.0,455668.0,455668,18.0,18.0,1095.0,19717.0,,50019.0,50019.0
466,Eastern Illinois University,Charleston,NCAA Division I-AA,3266,2121890.0,73981.0,352.0,1579029.0,5736486.0,5736486,16.0,16.0,11399.0,182391.0,1.0,1065620.0,1065620.0
467,Elgin Community College,Elgin,NJCAA Division II,1780,46955.0,4100.0,83.0,198241.0,249177.0,249177,10.0,10.0,2913.0,29132.0,,50936.0,50936.0
468,Elmhurst College,Elmhurst,NCAA Division III (with football),1084,0.0,36907.0,345.0,511854.0,1092972.0,1092972,21.0,21.0,1750.0,36746.0,1.0,173720.0,169044.0
469,Eureka College,Eureka,NCAA Division III (with football),303,0.0,10276.0,148.0,75262.0,354844.0,354844,18.0,18.0,2343.0,42168.0,,84249.0,84249.0
470,Greenville College,Greenville,NCAA Division III (with football),579,0.0,24261.0,278.0,518402.0,943281.0,943281,25.0,25.0,1628.0,40697.0,,151286.0,133147.0
471,Highland Community College,Freeport,NJCAA Division I,413,76491.0,4960.0,43.0,68371.0,183454.0,183454,13.0,13.0,1576.0,20486.0,,115230.0,104176.0
472,University of Illinois at Chicago,Chicago,NCAA Division I-AAA,7416,1827805.0,89263.0,228.0,1490116.0,4228597.0,4228597,15.0,15.0,22130.0,331944.0,1.0,1449626.0,1839018.0
473,Benedictine University,Lisle,NCAA Division III (with football),1158,162950.0,26777.0,378.0,993204.0,1552104.0,1552104,44.0,44.0,1746.0,76803.0,,264857.0,233270.0
474,University of Illinois at Urbana-Champaign,Champaign,NCAA Division I-A,16966,6237762.0,498566.0,375.0,3412322.0,30483600.0,30483600,14.0,14.0,76692.0,1073688.0,1.0,18462316.0,8153609.0
475,Illinois Wesleyan University,Bloomington,NCAA Division III (with football),839,0.0,34232.0,399.0,413805.0,912249.0,912249,22.0,22.0,2333.0,51332.0,,149512.0,149512.0
476,Illinois Central College,East Peoria,NJCAA Division II,1890,288221.0,13899.0,84.0,398181.0,526037.0,526037,18.0,18.0,1377.0,24790.0,,127856.0,127856.0
477,Illinois College,Jacksonville,NCAA Division III (with football),485,0.0,27935.0,368.0,332883.0,757579.0,757579,29.0,29.0,1404.0,40716.0,,125952.0,125952.0
478,Illinois Eastern Community Colleges-Olney Central College,Olney,NJCAA Division I,266,194933.0,37184.0,48.0,147540.0,399676.0,399676,13.0,13.0,2706.0,35176.0,1.0,256323.0,250804.0
479,Illinois Institute of Technology,Chicago,NAIA Division I,1791,454455.0,29814.0,95.0,831215.0,998927.0,998927,16.0,16.0,4063.0,65000.0,,167712.0,167712.0
480,Illinois State University,Normal,NCAA Division I-AA,7680,2695531.0,157854.0,274.0,1799234.0,7354954.0,7354954,13.0,13.0,40955.0,532411.0,1.0,2388774.0,2388774.0
481,Illinois Valley Community College,Oglesby,NJCAA Division II,726,71965.0,7326.0,54.0,86550.0,159251.0,159251,12.0,12.0,1561.0,18736.0,,72701.0,72701.0
482,John A Logan College,Carterville,NJCAA Division I,992,156395.0,27964.0,50.0,232582.0,408750.0,408750,13.0,13.0,2120.0,27566.0,,178630.0,178131.0
483,John Wood Community College,Quincy,NJCAA Division II,497,113050.0,7715.0,35.0,113122.0,200978.0,200978,12.0,12.0,2289.0,27473.0,0.0,87856.0,87856.0
484,Joliet Junior College,Joliet,NJCAA Division III,2797,0.0,14405.0,59.0,166156.0,186962.0,186962,13.0,13.0,1327.0,17250.0,,31364.0,31552.0
485,Judson University,Elgin,NAIA Division II,369,1984575.0,15668.0,178.0,2012490.0,2346603.0,2346603,26.0,26.0,1005.0,26136.0,,363477.0,348297.0
486,Kankakee Community College,Kankakee,Other,647,272446.0,10179.0,57.0,302594.0,441710.0,441710,12.0,12.0,1982.0,23784.0,,160708.0,152719.0
487,Kaskaskia College,Centralia,Other,769,246779.0,18583.0,86.0,400850.0,542300.0,542300,15.0,15.0,969.0,14537.0,1.0,141450.0,141450.0
488,Kishwaukee College,Malta,NJCAA Division II,1118,57750.0,7500.0,69.0,119551.0,165034.0,165034,15.0,15.0,1055.0,15822.0,,45483.0,45483.0
489,Knox College,Galesburg,NCAA Division III (with football),592,0.0,16808.0,211.0,316338.0,673436.0,673436,15.0,15.0,2256.0,33835.0,1.0,119295.0,112458.0
490,College of Lake County,Grayslake,NJCAA Division II,2178,31248.0,5121.0,78.0,159345.0,187176.0,187176,11.0,11.0,1657.0,18226.0,,47361.0,35747.0
491,Lake Forest College,Lake Forest,NCAA Division III (with football),640,0.0,27194.0,186.0,364455.0,801717.0,801717,14.0,14.0,2557.0,35804.0,,156752.0,151575.0
492,Lake Land College,Mattoon,NJCAA Division I,1269,284462.0,7550.0,49.0,205020.0,380537.0,380537,15.0,15.0,2238.0,33566.0,,180428.0,177940.0
493,Lewis and Clark Community College,Godfrey,NJCAA Division II,1060,123559.0,17112.0,85.0,291758.0,415156.0,415156,12.0,12.0,3461.0,41527.0,,123398.0,123398.0
494,Lewis University,Romeoville,NCAA Division II (without football),1612,1319961.0,41727.0,241.0,1920698.0,2445615.0,2445615,16.0,16.0,4158.0,66533.0,1.0,524917.0,524917.0
495,Lincoln Christian University,Lincoln,NCCAA Division II,260,0.0,6500.0,51.0,49425.0,89567.0,89567,16.0,16.0,1414.0,22627.0,,48477.0,41628.0
496,Lincoln College,Lincoln,NJCAA Division III,400,942186.0,18330.0,131.0,1069760.0,1270911.0,1270911,14.0,14.0,1653.0,23141.0,,201151.0,201151.0
497,Lincoln Land Community College,Springfield,NJCAA Division II,1204,171896.0,9971.0,65.0,343168.0,465729.0,465729,16.0,16.0,995.0,15920.0,,125037.0,123477.0
498,Loyola University-Chicago,Chicago,NCAA Division I-AAA,3210,1640503.0,102847.0,125.0,1909223.0,4273593.0,4273593,16.0,16.0,27442.0,439066.0,1.0,2364370.0,2364370.0
499,MacMurray College,Jacksonville,NCAA Division III (with football),235,0.0,29141.0,163.0,169303.0,425011.0,425011,24.0,24.0,940.0,22563.0,1.0,86129.0,80844.0
500,McHenry County College,Crystal Lake,NJCAA Division II,958,66330.0,5958.0,78.0,126373.0,169118.0,169118,12.0,12.0,1130.0,13559.0,,42745.0,42745.0
501,McKendree University,Lebanon,NCAA Division II (with football),774,2432000.0,44632.0,377.0,1677854.0,3777644.0,3777644,23.0,23.0,2313.0,53188.0,,649160.0,637228.0
502,Millikin University,Decatur,NCAA Division III (with football),884,0.0,31901.0,287.0,395197.0,1042406.0,1042406,23.0,23.0,1989.0,45752.0,,199212.0,195573.0
503,Monmouth College,Monmouth,NCAA Division III (with football),568,0.0,24076.0,341.0,303102.0,609346.0,609346,26.0,26.0,801.0,20833.0,,101625.0,101625.0
504,Moody Bible Institute,Chicago,NCCAA Division II,1259,0.0,12417.0,47.0,75976.0,116978.0,116978,11.0,11.0,1542.0,16963.0,,41002.0,41002.0
505,Moraine Valley Community College,Palos Hills,NJCAA Division II,2692,74180.0,5737.0,88.0,178859.0,245888.0,245888,18.0,18.0,1742.0,31352.0,,67029.0,67029.0
506,Morton College,Cicero,NJCAA Division II,474,41561.0,6051.0,72.0,111238.0,166756.0,166756,15.0,15.0,1899.0,28488.0,,55518.0,55518.0
507,North Central College,Naperville,NCAA Division III (with football),1082,0.0,30241.0,487.0,492301.0,1117805.0,1117805,25.0,25.0,1843.0,46067.0,,212616.0,218690.0
508,North Park University,Chicago,NCAA Division III (with football),682,0.0,41760.0,260.0,528004.0,1178557.0,1178557,21.0,21.0,1936.0,40660.0,1.0,198023.0,198023.0
509,Northern Illinois University,Dekalb,NCAA Division I-A,7254,4270228.0,157329.0,239.0,2780908.0,12374290.0,12374290,15.0,15.0,17909.0,268642.0,1.0,1447289.0,1447289.0
510,Northwestern University,Evanston,NCAA Division I-A,4166,8929165.0,439335.0,241.0,922609.0,32864160.0,32864160,16.0,16.0,65150.0,1042397.0,1.0,12631269.0,5963359.0
511,Oakton Community College,Des Plaines,NJCAA Division II,1696,39857.0,7487.0,103.0,236857.0,284631.0,284631,12.0,12.0,1586.0,19034.0,,47774.0,47774.0
