,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
63,Arizona Christian University,Phoenix,NAIA Division I,253,232480.0,19338.0,83.0,553243.0,680827.0,680827,14.0,14.0,3143.0,44001.0,1.0,127584.0,127584.0
64,Yavapai College,Prescott,NJCAA Division I,870,217275.0,53982.0,48.0,513251.0,513251.0,513251,,,,,,,
65,University of Arkansas at Little Rock,Little Rock,NCAA Division I-AAA,2397,756667.0,122071.0,121.0,155354.0,3261600.0,3261600,15.0,15.0,29393.0,440900.0,1.0,988486.0,1639069.0
66,Arkansas Baptist College,Little Rock,NJCAA Division I,593,196915.0,24606.0,270.0,157378.0,883685.0,883685,53.0,53.0,1308.0,69318.0,,215817.0,215817.0
67,Lyon College,Batesville,NAIA Division I,266,1010016.0,41315.0,73.0,1021860.0,1420383.0,1420383,14.0,14.0,2087.0,29220.0,,398523.0,398523.0
68,University of Arkansas,Fayetteville,NCAA Division I-A,8326,4065265.0,979729.0,290.0,2992826.0,39097177.0,39097177,14.0,14.0,107803.0,1509245.0,1.0,16630650.0,8041317.0
69,University of Arkansas at Pine Bluff,Pine Bluff,NCAA Division I-AA,1215,1055010.0,53833.0,139.0,562585.0,2945326.0,2945326,14.0,14.0,12693.0,177708.0,1.0,670015.0,670015.0
70,Arkansas State University-Main Campus,State University,NCAA Division I-A,3288,2113496.0,84350.0,260.0,1309977.0,6741366.0,6741366,14.0,14.0,23535.0,329488.0,1.0,1089763.0,1089763.0
71,Arkansas Tech University,Russellville,NCAA Division II (with football),3219,742856.0,42854.0,225.0,414388.0,1842332.0,1842332,17.0,17.0,4790.0,81436.0,,371588.0,371588.0
72,University of Arkansas at Monticello,Monticello,NCAA Division II (with football),1150,520129.0,26753.0,172.0,288307.0,1519810.0,1519810,14.0,14.0,3409.0,47725.0,,243121.0,243121.0
73,University of Central Arkansas,Conway,NCAA Division I-AA,3357,1697293.0,67224.0,272.0,1400788.0,4558325.0,4558325,17.0,17.0,11660.0,198220.0,,802851.0,802851.0
74,Central Baptist College,Conway,NAIA Division I,365,398640.0,15570.0,97.0,485754.0,623784.0,623784,14.0,14.0,1827.0,25578.0,1.0,142029.0,136656.0
75,Cossatot Community College of the University of Arkansas,De Queen,Other,183,,,,,,20511,,,,,,,
76,Crowley's Ridge College,Paragould,NCCAA Division I,92,125806.0,4700.0,51.0,169497.0,241690.0,241690,10.0,10.0,4776.0,47755.0,,94274.0,79616.0
77,Harding University,Searcy,NCAA Division II (with football),1887,1390660.0,41053.0,289.0,812977.0,2371883.0,2371883,16.0,16.0,2963.0,47409.0,,344222.0,344222.0
78,Henderson State University,Arkadelphia,NCAA Division II (with football),1356,878121.0,30409.0,202.0,404496.0,1733893.0,1733893,16.0,16.0,1853.0,29647.0,,305928.0,305928.0
79,Hendrix College,Conway,NCAA Division III (without football),586,0.0,24502.0,142.0,562951.0,660896.0,660896,15.0,15.0,3490.0,52351.0,,97945.0,97945.0
80,John Brown University,Siloam Springs,NAIA Division I,681,637761.0,17638.0,69.0,501767.0,960177.0,960177,13.0,13.0,4263.0,55420.0,,464625.0,458545.0
81,Mid-South Community College,West Memphis,NJCAA Division III,275,0.0,10000.0,22.0,,57406.0,57406,22.0,22.0,1158.0,25481.0,0.0,57406.0,57406.0
82,North Arkansas College,Harrison,NJCAA Division II,578,20812.0,8993.0,40.0,37742.0,103018.0,121481,14.0,14.0,2353.0,32938.0,,65276.0,65276.0
83,Ouachita Baptist University,Arkadelphia,NCAA Division II (with football),729,1522903.0,43070.0,251.0,1062925.0,2906785.0,2906785,14.0,14.0,4565.0,63908.0,1.0,380999.0,380515.0
84,University of the Ozarks,Clarksville,NCAA Division III (without football),286,0.0,38935.0,127.0,317883.0,466833.0,466833,28.0,28.0,1874.0,52481.0,1.0,148950.0,148950.0
85,Philander Smith College,Little Rock,NAIA Division I,236,60093.0,31750.0,25.0,11199.0,230359.0,230359,8.0,8.0,6902.0,55218.0,1.0,219160.0,219160.0
86,Williams Baptist College,Walnut Ridge,NAIA Division I,215,456258.0,13867.0,93.0,456247.0,673024.0,673024,17.0,17.0,2123.0,36098.0,,216777.0,216777.0
87,Southern Arkansas University Main Campus,Magnolia,NCAA Division II (with football),1057,671423.0,24342.0,236.0,1597993.0,2651624.0,2651624,16.0,16.0,2662.0,42584.0,,280363.0,280363.0
88,University of Arkansas-Fort Smith,Fort Smith,NCAA Division II (without football),2187,514257.0,32237.0,81.0,804871.0,1250768.0,1250768,14.0,14.0,7534.0,105481.0,,445897.0,445897.0
89,Academy of Art University,San Francisco,NCAA Division II (without football),3055,1508261.0,47742.0,105.0,1835864.0,2495188.0,2495188,13.0,13.0,12812.0,166556.0,1.0,659324.0,659324.0
90,College of Alameda,Alameda,Other,409,0.0,4000.0,14.0,0.0,67012.0,67012,14.0,14.0,1903.0,26642.0,,67012.0,67012.0
91,Allan Hancock College,Santa Maria,Other,1508,0.0,5561.0,143.0,92801.0,228938.0,228938,16.0,16.0,1119.0,17905.0,,42986.0,39161.0
92,American River College,Sacramento,Other,3566,0.0,19961.0,245.0,375545.0,583512.0,583512,12.0,12.0,1829.0,21942.0,,59144.0,56562.0
93,Antelope Valley College,Lancaster,Other,2006,0.0,10466.0,168.0,138238.0,311394.0,311394,13.0,13.0,838.0,10893.0,,42848.0,42848.0
94,Azusa Pacific University,Azusa,NAIA Division I,1854,1653560.0,43461.0,229.0,1643862.0,2923171.0,2923171,12.0,12.0,6351.0,76207.0,1.0,515690.0,433908.0
95,Bakersfield College,Bakersfield,Other,2095,0.0,7778.0,249.0,225982.0,327263.0,327263,22.0,22.0,1371.0,30169.0,,50730.0,44273.0
96,Barstow Community College,Barstow,Other,309,0.0,5000.0,37.0,44748.0,70227.0,70227,13.0,13.0,1185.0,15401.0,0.0,25479.0,25479.0
97,Bethesda University of California,Anaheim,NCCAA Division I,112,20721.0,15000.0,18.0,72162.0,72162.0,72162,,,,,,,
98,Biola University,La Mirada,NAIA Division I,1536,808610.0,19889.0,154.0,953196.0,1423904.0,1423904,14.0,14.0,4286.0,60002.0,,511409.0,486401.0
99,Butte College,Oroville,Other,2886,0.0,7934.0,182.0,90811.0,243414.0,243414,15.0,15.0,1200.0,17994.0,,42693.0,42693.0
100,Cabrillo College,Aptos,Other,2239,0.0,11338.0,166.0,94302.0,150582.0,150582,16.0,16.0,374.0,5984.0,,31510.0,30125.0
101,California Baptist University,Riverside,NCAA Division II (without football),1461,1969248.0,51730.0,243.0,3171991.0,3593952.0,3593952,13.0,13.0,6808.0,88508.0,1.0,601358.0,596843.0
102,California Institute of Technology,Pasadena,NCAA Division III (without football),597,0.0,24722.0,167.0,239940.0,304149.0,358428,14.0,14.0,1336.0,18699.0,,68831.0,64617.0
103,California Lutheran University,Thousand Oaks,NCAA Division III (with football),1089,0.0,36020.0,328.0,714931.0,1219663.0,1219663,31.0,31.0,961.0,29797.0,,108570.0,101761.0
104,California Polytechnic State University-San Luis Obispo,San Luis Obispo,NCAA Division I-AA,9380,2246012.0,94763.0,307.0,2803022.0,7089432.0,7089432,13.0,13.0,21033.0,273430.0,1.0,1408638.0,1408638.0
105,California State University-Bakersfield,Bakersfield,NCAA Division I-AAA,2331,783174.0,45766.0,156.0,1978276.0,3280098.0,3280098,15.0,15.0,22700.0,340500.0,1.0,1301822.0,1301822.0
106,California State University-Stanislaus,Turlock,NCAA Division II (without football),2312,238994.0,57845.0,116.0,833556.0,981844.0,981844,14.0,14.0,3159.0,44232.0,1.0,267137.0,269925.0
107,California State University-San Bernardino,San Bernardino,NCAA Division II (without football),4819,189696.0,70215.0,80.0,592795.0,1010328.0,1010328,16.0,16.0,4056.0,64895.0,1.0,418232.0,418401.0
108,California State Polytechnic University-Pomona,Pomona,NCAA Division II (without football),9512,346921.0,73376.0,118.0,830618.0,1255822.0,1255822,15.0,15.0,3821.0,57310.0,1.0,487200.0,494586.0
109,California State University-Chico,Chico,NCAA Division II (without football),6589,340273.0,66814.0,191.0,1357220.0,1696196.0,1696196,18.0,18.0,5710.0,102785.0,1.0,471687.0,455263.0
110,California State University-Dominguez Hills,Carson,NCAA Division II (without football),2932,153265.0,94050.0,88.0,496698.0,812917.0,812917,16.0,16.0,3112.0,49797.0,1.0,316219.0,316219.0
111,California State University-Fresno,Fresno,NCAA Division I-A,7086,2295255.0,276490.0,220.0,1568179.0,11410228.0,11410228,13.0,13.0,35680.0,463841.0,1.0,1754033.0,1804214.0
112,California State University-Fullerton,Fullerton,NCAA Division I-AAA,10540,824786.0,106851.0,144.0,1981960.0,3213493.0,3213493,18.0,18.0,12618.0,227115.0,1.0,1316210.0,1316210.0
113,California State University-East Bay,Hayward,NCAA Division II (without football),3674,295920.0,59678.0,106.0,961366.0,1292193.0,1292193,15.0,15.0,3164.0,47467.0,1.0,354187.0,343863.0
114,California State University-Long Beach,Long Beach,NCAA Division I-AAA,10209,894565.0,127633.0,178.0,2343294.0,4283453.0,4283453,18.0,18.0,26710.0,480784.0,1.0,1940159.0,1940159.0
115,California State University-Los Angeles,Los Angeles,NCAA Division II (without football),5857,389873.0,71984.0,122.0,807003.0,1218350.0,1218350,14.0,14.0,4152.0,58123.0,1.0,411347.0,411347.0
116,California State University-Northridge,Northridge,NCAA Division I-AAA,11222,855143.0,148791.0,180.0,2181295.0,3388216.0,3388216,18.0,18.0,14149.0,254679.0,1.0,1206921.0,1206921.0
117,California State University-Sacramento,Sacramento,NCAA Division I-AA,8692,1902276.0,81296.0,241.0,2111853.0,6199187.0,6199187,14.0,14.0,16936.0,237100.0,1.0,951501.0,951501.0
118,University of California-Berkeley,Berkeley,NCAA Division I-A,11834,5781696.0,533731.0,581.0,9346277.0,35245048.0,35245048,17.0,17.0,61295.0,1042009.0,1.0,8004748.0,6406523.0
119,University of California-Davis,Davis,NCAA Division I-AA,10906,2733258.0,69653.0,286.0,2652401.0,7153375.0,7153375,16.0,16.0,16460.0,263364.0,,1227879.0,1227879.0
120,University of California-Irvine,Irvine,NCAA Division I-AAA,9851,1384299.0,90645.0,180.0,3204588.0,4464998.0,4464998,14.0,14.0,15489.0,216852.0,1.0,1260410.0,1410755.0
121,University of California-Los Angeles,Los Angeles,NCAA Division I-A,11935,5735753.0,582777.0,427.0,2533063.0,35104925.0,35104925,18.0,18.0,86716.0,1560889.0,1.0,8375109.0,7216738.0
122,University of California-Riverside,Riverside,NCAA Division I-AAA,8626,1118825.0,89481.0,167.0,2114326.0,3495499.0,3495499,18.0,18.0,15070.0,271266.0,1.0,1411998.0,1406495.0
123,University of California-San Diego,La Jolla,NCAA Division II (without football),11018,146500.0,74641.0,301.0,2415813.0,2866770.0,2866770,14.0,14.0,8382.0,117345.0,1.0,501015.0,477162.0
124,University of California-Santa Barbara,Santa Barbara,NCAA Division I-AAA,8680,1896133.0,79119.0,269.0,4083278.0,6050479.0,6050479,17.0,17.0,19110.0,324864.0,1.0,1967201.0,1967201.0
125,University of California-Santa Cruz,Santa Cruz,NCAA Division III (without football),7385,0.0,12687.0,125.0,392348.0,399241.0,399241,17.0,17.0,2301.0,39125.0,0.0,40923.0,58360.0
126,California Maritime Academy,Vallejo,NAIA Division II,734,30000.0,10346.0,144.0,351860.0,262027.0,262027,17.0,17.0,1360.0,23115.0,0.0,38000.0,42330.0
127,Canada College,Redwood City,Other,562,0.0,21893.0,58.0,70521.0,112370.0,112370,12.0,12.0,1042.0,12504.0,,42548.0,42520.0
128,College of the Canyons,Santa Clarita,Other,2598,0.0,7550.0,233.0,345460.0,550264.0,550264,13.0,13.0,2857.0,37143.0,,68237.0,62759.0
129,Cerritos College,Norwalk,Other,3191,0.0,9725.0,372.0,645370.0,889008.0,889008,19.0,19.0,1816.0,34509.0,,83410.0,81538.0
130,Cerro Coso Community College,Ridgecrest,Other,434,0.0,5600.0,27.0,76025.0,76025.0,76025,,0.0,0.0,0.0,,,
131,Chabot College,Hayward,Other,1917,0.0,17754.0,242.0,272648.0,434860.0,434860,15.0,15.0,1049.0,15739.0,,45554.0,45554.0
132,Chaffey College,Rancho Cucamonga,Other,2658,0.0,41641.0,238.0,271187.0,727266.0,727266,14.0,14.0,3214.0,44994.0,1.0,193301.0,198025.0
133,Chapman University,Orange,NCAA Division III (with football),2172,0.0,34953.0,227.0,267376.0,670814.0,670814,18.0,18.0,1211.0,21793.0,0.0,123991.0,123991.0
134,Concordia University-Irvine,Irvine,NAIA Division I,632,1452625.0,54897.0,143.0,1846551.0,2456136.0,2456136,12.0,12.0,6770.0,81238.0,1.0,609585.0,609585.0
135,San Diego Christian College,El Cajon,NAIA Division I,273,652378.0,25000.0,87.0,560387.0,830487.0,830487,21.0,21.0,788.0,16544.0,,270100.0,270100.0
136,Citrus College,Glendora,Other,2010,0.0,27132.0,170.0,233555.0,604064.0,604064,11.0,11.0,1588.0,17471.0,1.0,136867.0,133483.0
137,City College of San Francisco,San Francisco,Other,5309,0.0,6515.0,186.0,87483.0,157739.0,157739,14.0,14.0,945.0,13224.0,,22074.0,22857.0
138,Claremont McKenna College,Claremont,NCAA Division III (with football),676,0.0,43887.0,284.0,796970.0,1478380.0,1478380,15.0,15.0,3093.0,46395.0,,158445.0,158445.0
139,Columbia College,Sonora,Other,421,0.0,49602.0,15.0,0.0,113089.0,113089,15.0,15.0,870.0,13050.0,,122098.0,113089.0
140,El Camino College-Compton Center,Compton,Other,665,0.0,5916.0,142.0,79804.0,155150.0,155150,13.0,13.0,855.0,11109.0,,22815.0,22815.0
141,Contra Costa College,San Pablo,Other,951,0.0,13150.0,134.0,68000.0,131687.0,131687,15.0,15.0,747.0,11210.0,,38595.0,37245.0
142,Cosumnes River College,Sacramento,Other,1716,0.0,21555.0,70.0,179812.0,257961.0,257961,14.0,14.0,1743.0,24395.0,,78149.0,78149.0
143,Cuesta College,San Luis Obispo,Other,2401,0.0,13631.0,135.0,258808.0,253414.0,253414,15.0,15.0,1559.0,23380.0,,64108.0,53049.0
144,Cuyamaca College,El Cajon,Other,832,0.0,13169.0,105.0,81009.0,104785.0,104785,12.0,12.0,531.0,6369.0,,23776.0,23776.0
145,Cypress College,Cypress,Other,2116,0.0,21251.0,140.0,293379.0,364981.0,364981,21.0,21.0,245.0,5147.0,,122365.0,114084.0
146,De Anza College,Cupertino,Other,5402,0.0,30589.0,266.0,277724.0,522624.0,522624,19.0,19.0,846.0,16074.0,,94900.0,94900.0
147,College of the Desert,Palm Desert,Other,1769,0.0,13625.0,169.0,159149.0,369610.0,369610,14.0,14.0,1730.0,24218.0,,52319.0,52319.0
148,Diablo Valley College,Pleasant Hill,Other,3656,0.0,13319.0,208.0,158677.0,314139.0,314139,10.0,10.0,1425.0,14254.0,,47861.0,47861.0
149,Dominican University of California,San Rafael,NCAA Division II (without football),365,337334.0,38333.0,100.0,480368.0,985262.0,985262,17.0,17.0,6070.0,103195.0,1.0,504894.0,504894.0
150,East Los Angeles College,Monterey Park,Other,3605,0.0,18905.0,189.0,376950.0,650524.0,650524,11.0,11.0,2702.0,29727.0,0.0,70358.0,70358.0
151,El Camino Community College District,Torrance,Other,3731,0.0,17382.0,289.0,288744.0,443620.0,443620,14.0,14.0,1126.0,15757.0,,35297.0,34387.0
152,Evergreen Valley College,San Jose,Other,1349,0.0,23000.0,34.0,57575.0,57575.0,57575,,,,,,,
153,Feather River Community College District,Quincy,Other,386,5400.0,29801.0,186.0,335621.0,538122.0,538122,15.0,15.0,1969.0,29538.0,,78690.0,78690.0
154,Foothill College,Los Altos Hills,Other,2442,0.0,58228.0,158.0,244040.0,672596.0,672596,17.0,17.0,848.0,14422.0,,135425.0,132569.0
155,Fresno City College,Fresno,Other,3027,0.0,21564.0,255.0,494661.0,694746.0,694746,14.0,14.0,1692.0,23685.0,,101093.0,100015.0
156,Fresno Pacific University,Fresno,NAIA Division I,719,1100592.0,39577.0,161.0,1622579.0,2033170.0,2033170,13.0,13.0,3860.0,50182.0,,425236.0,395986.0
157,Fullerton College,Fullerton,Other,2279,0.0,24757.0,304.0,257492.0,438272.0,438272,16.0,16.0,800.0,12798.0,,29577.0,29577.0
158,Gavilan College,Gilroy,Other,888,0.0,5374.0,117.0,76628.0,198290.0,198290,11.0,11.0,2013.0,22143.0,0.0,31511.0,30717.0
