,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
575,Saint Mary-of-the-Woods College,Saint Mary of the Woods,Other,19,,,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,
576,Taylor University,Upland,NAIA Division II,810,1335220.0,28310.0,198.0,786741.0,2476715.0,2476715,13.0,13.0,5438.0,70697.0,,657167.0,651617.0
577,Trine University,Angola,NCAA Division III (with football),1013,0.0,30872.0,537.0,590527.0,1158834.0,1158834,27.0,27.0,1417.0,38260.0,1.0,155995.0,149965.0
578,Valparaiso University,Valparaiso,NCAA Division I-AA,1211,1694440.0,58674.0,280.0,2151766.0,4813439.0,4813439,15.0,15.0,8914.0,133717.0,1.0,1781911.0,1781911.0
579,Vincennes University,Vincennes,NJCAA Division I,3293,663345.0,20330.0,133.0,649148.0,1206176.0,1206176,14.0,14.0,4699.0,65786.0,1.0,557028.0,557028.0
580,AIB College of Business,Des Moines,NAIA Division II,211,236100.0,51666.0,76.0,255786.0,502270.0,502270,19.0,19.0,2072.0,39365.0,,247093.0,266959.0
581,Briar Cliff University,Sioux City,NAIA Division II,395,1612271.0,24854.0,311.0,1352350.0,2432580.0,2432580,29.0,29.0,2028.0,58811.0,,360195.0,360195.0
582,Buena Vista University,Storm Lake,NCAA Division III (with football),743,0.0,38457.0,308.0,633183.0,1138837.0,1138837,27.0,27.0,1561.0,42146.0,0.0,222009.0,202699.0
583,Central College,Pella,NCAA Division III (with football),695,0.0,26797.0,487.0,575198.0,1098733.0,1098733,29.0,29.0,1230.0,35682.0,,119587.0,119587.0
584,Clarke University,Dubuque,NAIA Division II,277,820870.0,19218.0,152.0,1151222.0,1396361.0,1396361,20.0,20.0,1671.0,33423.0,0.0,245139.0,245139.0
585,Coe College,Cedar Rapids,NCAA Division III (with football),590,0.0,35146.0,328.0,546766.0,966615.0,966615,27.0,27.0,1040.0,28078.0,,104919.0,91999.0
586,Cornell College,Mount Vernon,NCAA Division III (with football),544,0.0,33250.0,222.0,395260.0,786612.0,786612,17.0,17.0,1411.0,23990.0,1.0,125006.0,110579.0
587,Des Moines Area Community College,Ankeny,NJCAA Division II,4427,124476.0,5000.0,51.0,239438.0,362238.0,362238,13.0,13.0,2673.0,34749.0,,122800.0,122800.0
588,Dordt College,Sioux Center,NAIA Division II,716,1298592.0,23853.0,266.0,641239.0,1897236.0,1897236,16.0,16.0,2821.0,45136.0,,297121.0,297121.0
589,Drake University,Des Moines,NCAA Division I-AA,1377,1287537.0,89116.0,259.0,1827020.0,4584568.0,4584568,16.0,16.0,53935.0,862967.0,1.0,2122856.0,2226291.0
590,University of Dubuque,Dubuque,NCAA Division III (with football),899,0.0,48923.0,366.0,681233.0,1365935.0,1365935,23.0,23.0,1603.0,36869.0,1.0,165413.0,165413.0
591,Ellsworth Community College,Iowa Falls,NJCAA Division I,380,165550.0,15860.0,194.0,227106.0,662835.0,662835,19.0,19.0,1828.0,34730.0,,116598.0,116598.0
592,Emmaus Bible College,Dubuque,Other,94,0.0,2375.0,26.0,14958.0,35434.0,35434,11.0,11.0,1221.0,13428.0,,23206.0,19373.0
593,Eastern Iowa Community College District,Davenport,NJCAA Division II,1127,86441.0,4741.0,69.0,195870.0,244830.0,244830,14.0,14.0,1079.0,15103.0,,48960.0,48960.0
594,Faith Baptist Bible College and Theological Seminary,Ankeny,NCCAA Division II,124,0.0,3922.0,33.0,18851.0,37703.0,37703,15.0,15.0,1095.0,16421.0,,18852.0,22765.0
595,Graceland University-Lamoni,Lamoni,NAIA Division I,561,2128796.0,14273.0,396.0,1244117.0,2926365.0,2926365,41.0,41.0,1268.0,51994.0,,403561.0,403561.0
596,Grand View University,Des Moines,NAIA Division II,746,2062726.0,29941.0,462.0,1889795.0,3590361.0,3590361,28.0,28.0,1840.0,51514.0,,287078.0,287078.0
597,Grinnell College,Grinnell,NCAA Division III (with football),744,0.0,25271.0,319.0,593088.0,878249.0,878249,21.0,21.0,2104.0,44182.0,,100155.0,100155.0
598,Indian Hills Community College,Ottumwa,NJCAA Division I,1233,271562.0,25206.0,84.0,489823.0,1088691.0,1088691,15.0,15.0,16484.0,247254.0,1.0,599422.0,599422.0
599,Iowa Central Community College,Fort Dodge,NJCAA Division II,1734,395685.0,11844.0,540.0,883633.0,1144849.0,1144849,14.0,14.0,1774.0,24840.0,,89857.0,89857.0
600,Iowa Lakes Community College,Estherville,NJCAA Division II,884,242890.0,14190.0,119.0,506576.0,650244.0,650244,17.0,17.0,1979.0,33639.0,,143668.0,143668.0
601,Iowa State University,Ames,NCAA Division I-A,12829,3853169.0,561453.0,323.0,332897.0,21226449.0,21226449,15.0,15.0,67227.0,1008404.0,1.0,7919352.0,4402362.0
602,Iowa Wesleyan College,Mount Pleasant,NAIA Division II,278,1770688.0,20429.0,177.0,980298.0,2243435.0,2243435,13.0,13.0,1285.0,16702.0,1.0,263133.0,263133.0
603,Iowa Western Community College,Council Bluffs,NJCAA Division I,1902,785350.0,29406.0,324.0,1049920.0,1870669.0,1870669,15.0,15.0,2587.0,38810.0,,305137.0,305137.0
604,University of Iowa,Iowa City,NCAA Division I-A,9282,5175642.0,662168.0,400.0,2322303.0,34966417.0,34966417,17.0,17.0,84203.0,1431446.0,1.0,8731784.0,6243668.0
605,Kirkwood Community College,Cedar Rapids,NJCAA Division II,4318,137500.0,14500.0,48.0,181594.0,314928.0,314928,16.0,16.0,1649.0,26388.0,,133334.0,133334.0
606,Loras College,Dubuque,NCAA Division III (with football),745,0.0,41094.0,400.0,668817.0,1226918.0,1226918,25.0,25.0,1565.0,39135.0,1.0,199967.0,199967.0
607,Luther College,Decorah,NCAA Division III (with football),1031,0.0,35598.0,458.0,1032497.0,1434551.0,1434551,25.0,25.0,1927.0,48169.0,,138153.0,131971.0
608,Marshalltown Community College,Marshalltown,Other,442,162015.0,13272.0,80.0,253015.0,400089.0,400089,15.0,15.0,2750.0,41244.0,,151978.0,148713.0
609,Morningside College,Sioux City,NAIA Division II,591,1464355.0,41754.0,377.0,1203716.0,2444424.0,2444424,25.0,25.0,1093.0,27315.0,1.0,342609.0,341390.0
610,Mount Mercy University,Cedar Rapids,NAIA Division II,290,523463.0,18574.0,137.0,852486.0,1051941.0,1051941,18.0,18.0,2364.0,42558.0,,200062.0,200062.0
611,Ashford University,Clinton,NAIA Division II,18731,565240.0,29691.0,165.0,1047177.0,1308288.0,1308288,17.0,17.0,3877.0,65917.0,1.0,261111.0,261111.0
612,North Iowa Area Community College,Mason City,NJCAA Division II,955,122138.0,8859.0,167.0,465515.0,548755.0,548755,19.0,19.0,2315.0,43987.0,,83240.0,83240.0
613,University of Northern Iowa,Cedar Falls,NCAA Division I-AA,4331,1904305.0,187984.0,251.0,1260692.0,7035648.0,7035648,16.0,16.0,36637.0,586185.0,1.0,2449710.0,2449710.0
614,Northwestern College,Orange City,NAIA Division II,490,1555152.0,24791.0,217.0,1140931.0,2538384.0,2538384,14.0,14.0,2587.0,36220.0,,476622.0,476622.0
615,Saint Ambrose University,Davenport,NAIA Division II,1007,1871470.0,21479.0,454.0,1429523.0,3253309.0,3253309,39.0,39.0,677.0,26404.0,0.0,295034.0,295034.0
616,Simpson College,Indianola,NCAA Division III (with football),618,0.0,29037.0,369.0,632355.0,1278210.0,1278210,29.0,29.0,1672.0,48491.0,,184783.0,184783.0
617,Southeastern Community College,West Burlington,NJCAA Division I,743,108000.0,35720.0,45.0,191587.0,430441.0,430441,12.0,12.0,5391.0,64697.0,,238854.0,238854.0
618,Southwestern Community College,Creston,NJCAA Division II,332,69418.0,4725.0,52.0,101911.0,166131.0,166131,12.0,12.0,2061.0,24731.0,,64220.0,64220.0
619,Upper Iowa University,Fayette,NCAA Division II (with football),1182,1301040.0,50977.0,265.0,995803.0,2695089.0,2695089,21.0,21.0,2358.0,49517.0,1.0,438230.0,438230.0
620,Waldorf College,Forest City,NAIA Division II,418,1062462.0,33012.0,206.0,835163.0,1726148.0,1726148,25.0,25.0,940.0,23500.0,1.0,239565.0,220717.0
621,Wartburg College,Waverly,NCAA Division III (with football),808,0.0,30379.0,472.0,679612.0,1213523.0,1213523,28.0,28.0,1597.0,44704.0,,155055.0,155055.0
622,William Penn University,Oskaloosa,NAIA Division II,856,3325579.0,32779.0,322.0,2428254.0,4370725.0,4370725,29.0,29.0,1948.0,56506.0,1.0,463608.0,463608.0
623,Allen County Community College,Iola,NJCAA Division I,458,124208.0,6399.0,85.0,250000.0,326180.0,326180,15.0,15.0,1509.0,22638.0,,76180.0,76180.0
624,Baker University,Baldwin City,NAIA Division I,488,2025496.0,45012.0,300.0,1436342.0,2884612.0,2884612,17.0,17.0,1714.0,29142.0,,334502.0,334502.0
625,Barton County Community College,Great Bend,NJCAA Division I,616,198731.0,32199.0,96.0,586262.0,698007.0,698007,16.0,16.0,1822.0,29158.0,1.0,141953.0,200726.0
626,Benedictine College,Atchison,NAIA Division I,754,1835269.0,40115.0,345.0,1087664.0,2585531.0,2585531,18.0,18.0,1366.0,24585.0,1.0,360009.0,360009.0
627,Bethany College,Lindsborg,NAIA Division II,312,1537191.0,22361.0,225.0,1202886.0,2229432.0,2229432,23.0,23.0,1165.0,26784.0,,266381.0,266381.0
628,Bethel College-North Newton,North Newton,NAIA Division II,242,648360.0,16712.0,160.0,352920.0,1004764.0,1004764,18.0,18.0,1651.0,29722.0,,171935.0,169486.0
629,Brown Mackie College-Salina,Salina,NJCAA Division II,129,220522.0,53583.0,47.0,210344.0,419200.0,419200,20.0,20.0,1203.0,24052.0,,208856.0,208856.0
630,Butler Community College,El Dorado,NJCAA Division I,1781,486105.0,59013.0,237.0,360532.0,1391691.0,1391691,18.0,18.0,1297.0,23350.0,1.0,243232.0,228860.0
631,Central Christian College of Kansas,McPherson,NAIA Division II,226,201900.0,14737.0,101.0,303131.0,441345.0,441345,25.0,25.0,1263.0,31569.0,1.0,138214.0,138214.0
632,Cloud County Community College,Concordia,NJCAA Division I,404,167732.0,31131.0,121.0,316274.0,472783.0,472783,13.0,13.0,1502.0,19528.0,1.0,166751.0,164319.0
633,Coffeyville Community College,Coffeyville,NJCAA Division I,673,256707.0,40383.0,183.0,430387.0,1164547.0,1164547,13.0,13.0,3949.0,51336.0,1.0,228107.0,225385.0
634,Colby Community College,Colby,NJCAA Division I,271,211053.0,36250.0,115.0,618981.0,665028.0,665028,15.0,15.0,1438.0,21569.0,1.0,158023.0,143238.0
635,Cowley County Community College,Arkansas City,NJCAA Division I,951,246714.0,36954.0,126.0,669616.0,872148.0,872148,12.0,12.0,3736.0,44827.0,1.0,207894.0,204151.0
636,Dodge City Community College,Dodge City,NJCAA Division I,501,183481.0,24400.0,179.0,422362.0,1040663.0,1040663,14.0,14.0,2772.0,38814.0,1.0,164081.0,163129.0
637,Emporia State University,Emporia,NCAA Division II (with football),1342,768332.0,56306.0,283.0,418198.0,1941068.0,1941068,14.0,14.0,6036.0,84504.0,1.0,441420.0,441420.0
638,Fort Hays State University,Hays,NCAA Division II (with football),2249,804779.0,42513.0,400.0,623452.0,2162214.0,2162214,16.0,16.0,4205.0,67274.0,,423825.0,423825.0
639,Barclay College,Haviland,Other,102,0.0,4625.0,30.0,17376.0,36502.0,36502,12.0,12.0,951.0,11409.0,0.0,19126.0,19126.0
640,Friends University,Wichita,NAIA Division II,695,870300.0,28829.0,240.0,715323.0,1637190.0,1637190,24.0,24.0,1486.0,35664.0,1.0,327548.0,268642.0
641,Fort Scott Community College,Fort Scott,NJCAA Division I,572,258911.0,40847.0,142.0,333045.0,877125.0,877125,9.0,9.0,2508.0,22574.0,1.0,99479.0,98083.0
642,Garden City Community College,Garden City,NJCAA Division I,469,286777.0,36028.0,157.0,369780.0,931834.0,931834,23.0,23.0,797.0,18339.0,1.0,167841.0,167841.0
643,Haskell Indian Nations University,Lawrence,NAIA Division I,369,0.0,36534.0,95.0,101764.0,250784.0,250784,17.0,17.0,678.0,11525.0,1.0,105789.0,73523.0
644,Hesston College,Hesston,NJCAA Division II,186,260168.0,14968.0,79.0,348211.0,450959.0,450959,15.0,15.0,1639.0,24590.0,,106521.0,105173.0
645,Highland Community College,Highland,NJCAA Division I,543,345913.0,31844.0,168.0,343739.0,912825.0,912825,11.0,11.0,3153.0,34688.0,1.0,111442.0,127480.0
646,Hutchinson Community College,Hutchinson,NJCAA Division I,1284,409513.0,38203.0,179.0,395930.0,1471992.0,1471992,13.0,13.0,4628.0,60160.0,1.0,351535.0,351535.0
647,Independence Community College,Independence,NJCAA Division I,254,161129.0,31500.0,125.0,224720.0,681980.0,681980,12.0,12.0,2023.0,24279.0,1.0,119842.0,119842.0
648,Johnson County Community College,Overland Park,NJCAA Division I,2903,273511.0,43704.0,149.0,708139.0,895102.0,895102,11.0,11.0,3090.0,33992.0,1.0,186963.0,186963.0
649,Kansas City Kansas Community College,Kansas City,NJCAA Division I,1145,190936.0,35724.0,95.0,508429.0,677771.0,677771,11.0,11.0,5991.0,65906.0,1.0,169342.0,169342.0
650,University of Kansas,Lawrence,NCAA Division I-A,8806,5364236.0,1515729.0,354.0,117020.0,37131296.0,37131296,16.0,16.0,155192.0,2483072.0,1.0,16443172.0,12740720.0
651,Newman University,Wichita,NCAA Division II (without football),378,713768.0,29584.0,130.0,1059719.0,1523699.0,1523699,17.0,17.0,3588.0,61000.0,1.0,471980.0,464480.0
652,Kansas State University,Manhattan,NCAA Division I-A,9075,3265979.0,664051.0,285.0,138970.0,20740427.0,20740427,16.0,16.0,69058.0,1104928.0,1.0,9111482.0,4347318.0
653,Kansas Wesleyan University,Salina,NAIA Division II,354,65550.0,29494.0,237.0,412276.0,1009863.0,1009863,26.0,26.0,1523.0,39586.0,1.0,142267.0,142267.0
654,Labette Community College,Parsons,NJCAA Division I,263,137591.0,39511.0,67.0,420655.0,528329.0,528329,12.0,12.0,2632.0,31584.0,1.0,155407.0,140445.0
655,Manhattan Christian College,Manhattan,NCCAA Division II,182,0.0,36589.0,64.0,202508.0,272361.0,272361,16.0,16.0,1473.0,23566.0,,71155.0,71153.0
656,McPherson College,McPherson,NAIA Division II,359,630463.0,33309.0,181.0,599522.0,1276057.0,1276057,19.0,19.0,1557.0,29587.0,,175027.0,175027.0
657,MidAmerica Nazarene University,Olathe,NAIA Division I,455,1750994.0,55537.0,156.0,837920.0,2458999.0,2458999,20.0,20.0,2208.0,44163.0,1.0,490156.0,480865.0
658,Neosho County Community College,Chanute,NJCAA Division I,333,132679.0,32550.0,110.0,452625.0,505716.0,505716,16.0,16.0,783.0,12527.0,1.0,84287.0,92292.0
659,Northwest Kansas Technical College,Goodland,NJCAA Division I,252,101013.0,4725.0,59.0,274115.0,259495.0,259495,,,,,,,
660,Ottawa University-Ottawa,Ottawa,NAIA Division II,294,1297640.0,22930.0,204.0,752196.0,1766928.0,1766928,24.0,24.0,1275.0,30603.0,,282349.0,277672.0
661,Pittsburg State University,Pittsburg,NCAA Division II (with football),3022,924553.0,68596.0,236.0,591719.0,3269448.0,3269448,17.0,17.0,7008.0,119139.0,1.0,525772.0,525772.0
662,Pratt Community College,Pratt,NJCAA Division I,366,320083.0,28962.0,169.0,601659.0,739058.0,739058,21.0,21.0,1293.0,27160.0,1.0,137399.0,137399.0
663,University of Saint Mary,Leavenworth,NAIA Division II,235,374400.0,25093.0,177.0,338224.0,763380.0,763380,18.0,18.0,1354.0,24365.0,1.0,130009.0,129254.0
664,Seward County Community College and Area Technical School,Liberal,NJCAA Division I,394,96806.0,38268.0,54.0,247770.0,415662.0,415662,13.0,13.0,2449.0,31843.0,1.0,167892.0,167892.0
665,Southwestern College,Winfield,NAIA Division II,272,727131.0,31219.0,207.0,451682.0,1388540.0,1388540,21.0,21.0,2599.0,54580.0,1.0,291695.0,287277.0
666,Sterling College,Sterling,NAIA Division II,326,1862822.0,32242.0,224.0,855083.0,2344314.0,2344314,34.0,34.0,1218.0,41409.0,1.0,345688.0,338571.0
667,Tabor College,Hillsboro,NAIA Division II,338,1402260.0,21901.0,253.0,878251.0,2226990.0,2226990,23.0,23.0,1281.0,29461.0,,316061.0,309445.0
668,Washburn University,Topeka,NCAA Division II (with football),1709,961909.0,58981.0,212.0,449119.0,2203679.0,2203679,17.0,17.0,4969.0,84476.0,1.0,550382.0,548148.0
669,Wichita State University,Wichita,NCAA Division I-AAA,3855,1073489.0,410697.0,210.0,3244085.0,7888809.0,7888809,18.0,18.0,56665.0,1019965.0,1.0,5071471.0,4644724.0
670,Alice Lloyd College,Pippa Passes,NAIA Division II,265,100525.0,4840.0,59.0,121202.0,210648.0,210648,18.0,18.0,1049.0,18874.0,,96063.0,88593.0
671,Asbury University,Wilmore,NAIA Division II,499,99427.0,15991.0,107.0,408299.0,549827.0,549827,15.0,15.0,2106.0,31594.0,,141528.0,141528.0
672,Bellarmine University,Louisville,NCAA Division II (without football),818,1215267.0,52004.0,207.0,1856473.0,2853134.0,2853134,17.0,17.0,10473.0,178040.0,1.0,996661.0,996661.0
673,Berea College,Berea,NAIA Division II,692,0.0,9228.0,137.0,182874.0,250951.0,250951,15.0,15.0,2249.0,33733.0,,68077.0,68077.0
674,Brescia University,Owensboro,NAIA Division II,200,251706.0,18713.0,106.0,438620.0,591022.0,591022,15.0,15.0,1240.0,18600.0,1.0,152402.0,152402.0
675,Campbellsville University,Campbellsville,NAIA Division I,865,1930850.0,39853.0,241.0,1815254.0,3386299.0,3386299,14.0,14.0,4534.0,63474.0,1.0,509477.0,513262.0
676,Centre College,Danville,NCAA Division III (with football),611,0.0,14784.0,307.0,381614.0,708630.0,708630,16.0,16.0,2545.0,40714.0,,88670.0,85277.0
677,University of the Cumberlands,Williamsburg,NAIA Division I,690,1118641.0,36282.0,230.0,1255239.0,2512042.0,2512042,13.0,13.0,2912.0,37851.0,1.0,460569.0,460569.0
678,Eastern Kentucky University,Richmond,NCAA Division I-AA,4980,2664685.0,95581.0,257.0,1620624.0,6266118.0,6266118,13.0,13.0,18668.0,242684.0,1.0,1259295.0,1259295.0
679,Georgetown College,Georgetown,NAIA Division I,554,1745073.0,34963.0,308.0,809055.0,3173061.0,3173061,17.0,17.0,6284.0,106828.0,1.0,781640.0,756049.0
680,Kentucky State University,Frankfort,NCAA Division II (with football),794,728315.0,37371.0,190.0,412652.0,1643365.0,1643365,13.0,13.0,5956.0,77422.0,1.0,336129.0,334664.0
681,Kentucky Wesleyan College,Owensboro,NCAA Division II (with football),371,844478.0,27006.0,209.0,482352.0,1698536.0,1698536,15.0,15.0,7392.0,110876.0,1.0,529610.0,529610.0
682,University of Kentucky,Lexington,NCAA Division I-A,9290,4962357.0,883806.0,337.0,767355.0,34755588.0,35034802,15.0,15.0,217242.0,3258635.0,1.0,21598680.0,15119088.0
683,Kentucky Christian University,Grayson,NCCAA Division II,293,434379.0,19685.0,134.0,40179.0,1016789.0,1016789,12.0,12.0,2212.0,26543.0,0.0,40336.0,40336.0
684,Lindsey Wilson College,Columbia,NAIA Division I,849,2888895.0,41449.0,421.0,2508109.0,4236784.0,4236784,47.0,47.0,1435.0,67443.0,1.0,643502.0,617455.0
685,University of Louisville,Louisville,NCAA Division I-A,5773,4672374.0,919719.0,313.0,465559.0,40463688.0,40463688,18.0,18.0,132911.0,2392405.0,1.0,42434684.0,15489954.0
686,Mid-Continent University,Mayfield,NAIA Division I,739,701055.0,64000.0,81.0,1675889.0,1819531.0,1819531,17.0,17.0,6214.0,105636.0,1.0,506164.0,584427.0
687,Midway College,Midway,NAIA Division II,135,,,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,
688,Morehead State University,Morehead,NCAA Division I-AA,2262,779874.0,86359.0,193.0,1023383.0,3239340.0,3282592,16.0,16.0,21744.0,347909.0,1.0,1287651.0,1287651.0
689,Murray State University,Murray,NCAA Division I-AA,2836,2005345.0,89728.0,165.0,933647.0,5521464.0,5566597,14.0,14.0,28216.0,395022.0,1.0,2168160.0,2033196.0
690,Northern Kentucky University,Highland Heights,NCAA Division II (without football),4436,1000939.0,41606.0,170.0,1246928.0,2394786.0,2394786,19.0,19.0,11143.0,211722.0,1.0,1147858.0,1110569.0
691,University of Pikeville,Pikeville,NAIA Division I,598,1399589.0,31507.0,373.0,924447.0,2790507.0,2790507,35.0,35.0,4868.0,170388.0,1.0,558671.0,558671.0
692,Saint Catharine College,Saint Catharine,NAIA Division I,228,1145040.0,20516.0,168.0,3529059.0,1785198.0,1785198,16.0,16.0,7750.0,124007.0,1.0,184551.0,490122.0
693,Spalding University,Louisville,NCAA Division III (without football),262,0.0,8853.0,103.0,287296.0,348377.0,348377,13.0,13.0,4430.0,57594.0,,98373.0,83675.0
694,Thomas More College,Crestview Hills,NCAA Division III (with football),643,0.0,24427.0,241.0,199002.0,644309.0,644309,34.0,34.0,1059.0,36011.0,,100661.0,100661.0
695,Transylvania University,Lexington,NCAA Division III (without football),405,0.0,30668.0,136.0,550262.0,934522.0,934522,19.0,19.0,5575.0,105927.0,,401076.0,401076.0
696,Union College,Barbourville,NAIA Division II,396,1405213.0,22955.0,202.0,1044509.0,2083975.0,2205868,16.0,16.0,3069.0,49096.0,1.0,228370.0,228370.0
697,Western Kentucky University,Bowling Green,NCAA Division I-A,5990,3451834.0,174294.0,277.0,2545439.0,11137250.0,11137250,15.0,15.0,28859.0,432880.0,1.0,2708422.0,2708422.0
698,Bossier Parish Community College,Bossier City,NJCAA Division I,1586,148619.0,7800.0,43.0,172682.0,281795.0,281795,14.0,14.0,2281.0,31935.0,,109113.0,109113.0
699,Centenary College of Louisiana,Shreveport,NCAA Division I-AAA,347,338335.0,27877.0,121.0,742925.0,942202.0,942202,14.0,14.0,3837.0,53719.0,1.0,199277.0,199277.0
700,Delgado Community College,New Orleans,NJCAA Division I,3333,70000.0,55150.0,51.0,141071.0,264121.0,264121,18.0,18.0,1628.0,29304.0,1.0,125250.0,125250.0
701,Dillard University,New Orleans,NAIA Division I,331,183173.0,38000.0,39.0,128345.0,395985.0,395985,15.0,15.0,4191.0,62858.0,1.0,306619.0,291905.0
702,Grambling State University,Grambling,NCAA Division I-AA,1673,917123.0,110000.0,158.0,212310.0,2735816.0,2735816,11.0,11.0,12088.0,132967.0,1.0,537542.0,324469.0
703,Louisiana State University-Alexandria,Alexandria,NAIA Division I,413,30550.0,24365.0,34.0,117328.0,107196.0,107196,,,,,,,
704,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,NCAA Division I-A,10819,5503521.0,878135.0,355.0,8404887.0,39860152.0,39860152,13.0,13.0,65631.0,853198.0,1.0,9421518.0,5050811.0
705,Louisiana State University Eunice,Eunice,NJCAA Division II,511,76076.0,12000.0,38.0,229428.0,229428.0,229428,,0.0,0.0,0.0,,,
706,Louisiana State University-Shreveport,Shreveport,NAIA Division I,924,168562.0,43150.0,92.0,448319.0,697598.0,697598,15.0,15.0,4194.0,62910.0,1.0,249279.0,249279.0
707,Louisiana College,Pineville,NCAA Division III (with football),537,0.0,28141.0,256.0,202613.0,845194.0,845194,17.0,17.0,3106.0,52803.0,,120005.0,120005.0
708,Louisiana Tech University,Ruston,NCAA Division I-A,3621,2207890.0,216961.0,209.0,1414930.0,8970925.0,8970925,14.0,14.0,25941.0,363180.0,1.0,1527633.0,1506834.0
709,Loyola University-New Orleans,New Orleans,NAIA Division I,1262,454621.0,42025.0,73.0,406072.0,994326.0,994326,13.0,13.0,3606.0,46879.0,,682335.0,637546.0
710,McNeese State University,Lake Charles,Other,2482,1388567.0,55252.0,278.0,1029074.0,4267263.0,4267263,18.0,18.0,15229.0,274130.0,,756063.0,756063.0
711,University of New Orleans,New Orleans,NCAA Division I-A,3125,135517.0,70750.0,70.0,394825.0,910324.0,910324,17.0,17.0,7570.0,128698.0,1.0,526420.0,368969.0
712,Nicholls State University,Thibodaux,NCAA Division I-AA,1871,1172841.0,70821.0,198.0,843019.0,3183386.0,3183386,15.0,15.0,8865.0,132977.0,,532028.0,532028.0
713,University of Louisiana-Monroe,Monroe,NCAA Division I-A,1807,1492248.0,74646.0,193.0,924104.0,5227814.0,5227814,13.0,13.0,15351.0,199558.0,,714746.0,714746.0
714,Northwestern State University of Louisiana,Natchitoches,NCAA Division I-AA,1825,1949764.0,83039.0,278.0,1005095.0,4602515.0,4602515,27.0,27.0,9780.0,264065.0,,1000408.0,1000408.0
715,Southeastern Louisiana University,Hammond,NCAA Division I-AA,4231,1640207.0,105196.0,200.0,1302562.0,4541732.0,4541732,14.0,14.0,10469.0,146567.0,1.0,783529.0,783554.0
716,Southern University and A & M College,Baton Rouge,NCAA Division I-AA,2005,903614.0,55500.0,229.0,1059242.0,2678152.0,2678152,14.0,14.0,8899.0,124582.0,1.0,689349.0,534595.0
717,Southern University at New Orleans,New Orleans,NAIA Division I,424,180000.0,23500.0,34.0,135907.0,308626.0,308626,12.0,12.0,2455.0,29458.0,,172719.0,172719.0
718,Southern University at Shreveport,Shreveport,NJCAA Division I,432,114771.0,25000.0,15.0,,208192.0,208192,15.0,15.0,2469.0,37031.0,,208500.0,208192.0
719,University of Louisiana at Lafayette,Lafayette,NCAA Division I-A,5775,1942446.0,197833.0,280.0,1716766.0,9226569.0,9226569,16.0,16.0,26398.0,422363.0,1.0,1616934.0,1616934.0
720,Tulane University of Louisiana,New Orleans,NCAA Division I-A,2761,6103281.0,362863.0,182.0,2258013.0,13617101.0,13617101,17.0,17.0,24392.0,414658.0,1.0,2365649.0,2365649.0
721,Xavier University of Louisiana,New Orleans,NAIA Division I,692,662772.0,46202.0,31.0,376108.0,1044070.0,1044070,13.0,13.0,8506.0,110582.0,1.0,667962.0,667962.0
722,Bates College,Lewiston,NCAA Division III (with football),836,0.0,37073.0,454.0,1615633.0,1766883.0,1766883,21.0,21.0,2485.0,52183.0,,169750.0,154625.0
723,Bowdoin College,Brunswick,NCAA Division III (with football),899,0.0,38503.0,363.0,1224493.0,1738171.0,1776719,16.0,16.0,2190.0,35041.0,0.0,138170.0,136320.0
724,Central Maine Community College,Auburn,Other,720,0.0,3000.0,52.0,45574.0,75330.0,75330,20.0,20.0,1072.0,21442.0,,29756.0,29756.0
725,Colby College,Waterville,NCAA Division III (with football),854,0.0,24324.0,437.0,1254054.0,1645073.0,1645073,19.0,19.0,2250.0,42759.0,,129660.0,127934.0
726,Eastern Maine Community College,Bangor,Other,652,0.0,5300.0,38.0,28866.0,70123.0,70123,14.0,14.0,1908.0,26707.0,,41257.0,41257.0
727,Husson University,Bangor,NCAA Division III (with football),823,0.0,13973.0,216.0,363321.0,682083.0,682083,19.0,19.0,3337.0,63412.0,,80114.0,78434.0
728,University of Maine at Augusta,Augusta,Other,588,29917.0,4666.0,27.0,22786.0,85083.0,96459,12.0,12.0,2137.0,25649.0,,62297.0,62297.0
729,University of Maine at Farmington,Farmington,NCAA Division III (without football),766,0.0,12805.0,110.0,161354.0,236930.0,236930,18.0,18.0,1468.0,26428.0,,75576.0,75576.0
730,University of Maine at Fort Kent,Fort Kent,Other,234,87870.0,17880.0,39.0,117439.0,188878.0,188878,12.0,12.0,2374.0,28491.0,,73314.0,71439.0
731,University of Maine at Machias,Machias,Other,168,97100.0,9764.0,49.0,144219.0,246373.0,246373,15.0,15.0,2730.0,40944.0,,102154.0,102154.0
732,University of Maine,Orono,NCAA Division I-AA,3886,3492634.0,103476.0,280.0,3029525.0,7946665.0,7946665,15.0,15.0,12365.0,185482.0,1.0,1052996.0,1052996.0
