,institution_name,city_txt,classification_name,EFMaleCount,STUDENTAID_MEN,HDCOACH_SALARY_MEN,IL_PARTIC_MEN,IL_REV_MEN,IL_EXP_MEN,IL_EXPENSE_MENALL,PARTIC_MEN_Bskball,SUM_PARTIC_MEN_Bskball,OPEXPPERPART_MEN_Bskball,OPEXPPERTEAM_MEN_Bskball,MEN_FTHEADCOACH_MALE_Bskball,REV_MEN_Bskball,EXP_MEN_Bskball
0,Alabama A & M University,Normal,NCAA Division I-AA,1836,1999364.0,60614.0,193.0,909973.0,787579.0,787579,16.0,16.0,6724.0,107587.0,1.0,1058243.0,669821.0
1,University of Alabama at Birmingham,Birmingham,NCAA Division I-A,3470,4058861.0,234832.0,214.0,2730205.0,2754158.0,2754158,15.0,15.0,43029.0,645439.0,1.0,3592461.0,2959620.0
2,University of Alabama in Huntsville,Huntsville,NCAA Division II (without football),2311,1403764.0,61465.0,195.0,2583296.0,2583296.0,2583296,15.0,15.0,4375.0,65632.0,1.0,548694.0,548694.0
3,Alabama State University,Montgomery,NCAA Division I-AA,1974,2304337.0,98488.0,223.0,1503677.0,1503677.0,1503677,13.0,13.0,25469.0,331098.0,1.0,980598.0,980598.0
4,The University of Alabama,Tuscaloosa,NCAA Division I-A,12160,6228556.0,1276101.0,360.0,3216522.0,7313029.0,7313029,14.0,14.0,99920.0,1398885.0,1.0,14800313.0,6573147.0
5,Central Alabama Community College,Alexander City,NJCAA Division I,419,193625.0,29772.0,37.0,350947.0,350947.0,350947,,,,,,,
6,Auburn University at Montgomery,Montgomery,NAIA Division I,1138,597891.0,46747.0,80.0,979450.0,850161.0,850161,13.0,13.0,2975.0,38674.0,1.0,393600.0,350142.0
7,Auburn University,Auburn University,NCAA Division I-A,8956,6881489.0,1168445.0,305.0,10664886.0,10664886.0,10664886,15.0,15.0,78822.0,1182337.0,1.0,10245526.0,10245526.0
8,Birmingham Southern College,Birmingham,NCAA Division III (with football),632,0.0,43558.0,356.0,910621.0,910621.0,910621,25.0,25.0,3313.0,82818.0,1.0,218336.0,218336.0
9,Chattahoochee Valley Community College,Phenix City,NJCAA Division I,418,302545.0,31296.0,44.0,401606.0,401606.0,401606,14.0,14.0,2949.0,41283.0,,178376.0,178376.0
10,Concordia College Alabama,Selma,Other,299,369069.0,25680.0,138.0,291447.0,291447.0,291447,15.0,15.0,4093.0,61395.0,1.0,149686.0,149686.0
11,Enterprise State Community College,Enterprise,NJCAA Division I,757,125022.0,45006.0,41.0,199318.0,199318.0,199318,14.0,14.0,1919.0,26871.0,1.0,119233.0,119233.0
12,James H Faulkner State Community College,Bay Minette,NJCAA Division I,987,449010.0,0.0,85.0,435305.0,433426.0,433426,18.0,18.0,2734.0,49217.0,,237211.0,213499.0
13,Faulkner University,Montgomery,NAIA Division I,713,2285696.0,51139.0,247.0,1493765.0,1493765.0,1493765,15.0,15.0,5670.0,85053.0,,561334.0,561334.0
14,Gadsden State Community College,Gadsden,NJCAA Division I,1480,98528.0,15092.0,22.0,57379.0,57379.0,57379,13.0,13.0,2018.0,26236.0,,157265.0,157265.0
15,George C Wallace State Community College-Dothan,Dothan,NJCAA Division I,878,184955.0,20920.0,24.0,311813.0,299134.0,299134,,,,,,,
16,George C Wallace State Community College-Hanceville,Hanceville,NJCAA Division I,1241,406174.0,10396.0,61.0,301632.0,301632.0,301632,25.0,25.0,1300.0,32494.0,,222084.0,222084.0
17,George C Wallace State Community College-Selma,Selma,NJCAA Division I,405,82400.0,10000.0,52.0,121000.0,121000.0,121000,17.0,17.0,2794.0,47502.0,,93000.0,93000.0
18,Huntingdon College,Montgomery,NCAA Division III (with football),487,0.0,56566.0,280.0,886387.0,862945.0,862945,27.0,27.0,2407.0,64983.0,1.0,205641.0,203095.0
19,Jacksonville State University,Jacksonville,NCAA Division I-AA,2425,2068990.0,95474.0,218.0,1271840.0,1271840.0,1407282,18.0,18.0,12517.0,225314.0,1.0,987621.0,987621.0
20,Jefferson Davis Community College,Brewton,NJCAA Division I,278,268998.0,21593.0,39.0,221774.0,221774.0,221774,13.0,13.0,805.0,10465.0,,173955.0,173955.0
21,John C Calhoun State Community College,Tanner,NJCAA Division I,2001,181788.0,25000.0,29.0,329411.0,329411.0,329411,,,,,,,
22,Judson College,Marion,NCCAA Division I,1,,,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,
23,Lawson State Community College-Birmingham Campus,Birmingham,NJCAA Division I,762,244914.0,29300.0,39.0,238314.0,238314.0,238314,16.0,16.0,1561.0,24968.0,,186668.0,186668.0
24,University of West Alabama,Livingston,NCAA Division II (with football),748,1170019.0,53335.0,262.0,1091855.0,1091855.0,1221440,18.0,18.0,11911.0,214393.0,1.0,621141.0,621141.0
25,Lurleen B Wallace Community College,Andalusia,NJCAA Division I,393,181767.0,29195.0,45.0,168691.0,163691.0,163691,15.0,15.0,1053.0,15790.0,,139092.0,139092.0
26,Marion Military Institute,Marion,NJCAA Division I,339,407839.0,35512.0,49.0,462549.0,434605.0,434605,16.0,16.0,879.0,14067.0,1.0,195067.0,193347.0
27,Miles College,Fairfield,NCAA Division III (with football),834,798320.0,54399.0,147.0,300907.0,300907.0,300907,16.0,16.0,6546.0,104743.0,1.0,341251.0,341251.0
28,University of Mobile,Mobile,NAIA Division I,456,1399671.0,33060.0,94.0,1551441.0,1537197.0,1537197,14.0,14.0,5006.0,70088.0,1.0,512803.0,501862.0
29,University of Montevallo,Montevallo,NCAA Division II (without football),769,755427.0,47771.0,102.0,1061483.0,1061483.0,1061483,15.0,15.0,6376.0,95647.0,1.0,565136.0,565136.0
30,University of North Alabama,Florence,NCAA Division II (with football),2040,1261298.0,53889.0,192.0,818037.0,818037.0,818037,14.0,14.0,7447.0,104259.0,1.0,486389.0,486389.0
31,Oakwood University,Huntsville,Other,747,0.0,2500.0,54.0,17499.0,16675.0,16675,16.0,16.0,1834.0,29343.0,,45833.0,35343.0
32,Alabama Southern Community College,Monroeville,NJCAA Division II,369,290855.0,46680.0,45.0,348320.0,348320.0,348320,19.0,19.0,2894.0,54982.0,1.0,208158.0,208158.0
33,Bishop State Community College,Mobile,NJCAA Division I,960,195537.0,60120.0,42.0,236439.0,236439.0,236439,13.0,13.0,3555.0,46210.0,0.0,233247.0,233247.0
34,Samford University,Birmingham,NCAA Division I-AA,996,4409461.0,162977.0,246.0,2059916.0,2030635.0,2030635,16.0,16.0,15695.0,251114.0,1.0,2240562.0,2001523.0
35,Selma University,Selma,Other,180,33000.0,6000.0,33.0,36092.0,53339.0,53339,13.0,13.0,1105.0,14369.0,,54870.0,37623.0
36,Shelton State Community College,Tuscaloosa,NJCAA Division I,1203,201961.0,51085.0,47.0,361249.0,360518.0,360518,18.0,18.0,6892.0,124054.0,1.0,306829.0,300353.0
37,Snead State Community College,Boaz,NJCAA Division I,647,265899.0,17027.0,58.0,285884.0,285884.0,285884,21.0,21.0,1419.0,29796.0,,201240.0,201240.0
38,University of South Alabama,Mobile,NCAA Division I-A,3830,3322672.0,131974.0,287.0,2431526.0,2320276.0,2320276,14.0,14.0,28707.0,401895.0,1.0,1909407.0,1696927.0
39,Spring Hill College,Mobile,NAIA Division I,488,769720.0,31911.0,142.0,828776.0,826642.0,826642,17.0,17.0,2526.0,42938.0,1.0,554490.0,540744.0
40,Stillman College,Tuscaloosa,NCAA Division II (with football),411,951000.0,33500.0,171.0,480884.0,476169.0,476169,16.0,16.0,4073.0,65160.0,1.0,264083.0,264083.0
41,Talladega College,Talladega,NAIA Division I,386,679678.0,29000.0,87.0,699877.0,699877.0,699877,17.0,17.0,4523.0,76888.0,1.0,336377.0,336377.0
42,Troy University,Troy,NCAA Division I-A,3602,3027687.0,158795.0,260.0,2465341.0,2309104.0,2309104,15.0,15.0,12484.0,187255.0,1.0,2221506.0,2221506.0
43,Tuskegee University,Tuskegee,NCAA Division II (with football),1038,1579374.0,41333.0,198.0,493204.0,493204.0,493204,17.0,17.0,5855.0,99532.0,1.0,516755.0,516755.0
44,University of Alaska Anchorage,Anchorage,NCAA Division II (without football),3245,1223076.0,99239.0,119.0,4219596.0,4025956.0,4025956,13.0,13.0,16657.0,216541.0,1.0,1688294.0,1638021.0
45,University of Alaska Fairbanks,Fairbanks,NCAA Division II (without football),1772,646048.0,63293.0,62.0,2909660.0,2909660.0,3085640,14.0,14.0,12591.0,176273.0,,729478.0,729478.0
46,Arizona State University-Tempe,Tempe,NCAA Division I-A,19336,6805548.0,919717.0,344.0,1953418.0,7165812.0,7165812,17.0,17.0,81716.0,1389175.0,1.0,7679732.0,7170588.0
47,Arizona Western College,Yuma,NJCAA Division I,1267,669313.0,32298.0,148.0,448105.0,448105.0,448105,16.0,16.0,3517.0,56277.0,,201942.0,201942.0
48,University of Arizona,Tucson,NCAA Division I-A,13385,6009951.0,662336.0,285.0,1946608.0,14791077.0,14791077,16.0,16.0,203954.0,3263256.0,1.0,27518562.0,9830943.0
49,Central Arizona College,Coolidge,NJCAA Division I,842,410851.0,8428.0,102.0,552109.0,552109.0,552109,9.0,9.0,3056.0,27502.0,,140858.0,140858.0
50,Cochise College,Douglas,NJCAA Division I,715,193950.0,55928.0,47.0,348208.0,348208.0,348208,15.0,15.0,1507.0,22600.0,1.0,215285.0,215285.0
51,Eastern Arizona College,Thatcher,NJCAA Division I,1007,682654.0,17813.0,134.0,349843.0,349843.0,349843,11.0,11.0,7981.0,87795.0,,232584.0,232584.0
52,Embry-Riddle Aeronautical University-Prescott,Prescott,NAIA Division I,1320,545399.0,38062.0,66.0,959485.0,947745.0,947745,,,,,,,
53,Glendale Community College,Glendale,NJCAA Division II,3304,111673.0,14564.0,226.0,168901.0,161185.0,161185,17.0,17.0,950.0,16143.0,1.0,95849.0,87669.0
54,Grand Canyon University,Phoenix,NCAA Division I-AAA,2557,2141919.0,116831.0,256.0,4843313.0,4843313.0,4843313,15.0,15.0,51730.0,775948.0,1.0,3477818.0,3477818.0
55,GateWay Community College,Phoenix,NJCAA Division II,544,31919.0,32474.0,53.0,188868.0,180265.0,180265,,,,,,,
56,Mesa Community College,Mesa,NJCAA Division I,3753,83200.0,27683.0,289.0,331501.0,331501.0,331501,14.0,14.0,1268.0,17753.0,1.0,106489.0,106489.0
57,Dine College,Tsaile,Other,309,23250.0,5500.0,31.0,116654.0,116654.0,116654,,,,,,,
58,Northern Arizona University,Flagstaff,NCAA Division I-AA,7983,2328878.0,121046.0,265.0,1007451.0,1007451.0,1007451,17.0,17.0,20651.0,351074.0,1.0,1348607.0,1348607.0
59,Phoenix College,Phoenix,NJCAA Division II,1326,164952.0,44380.0,149.0,302529.0,288844.0,288844,16.0,16.0,1342.0,21475.0,1.0,157291.0,124467.0
60,Pima Community College,Tucson,NJCAA Division I,5203,255043.0,16462.0,278.0,521694.0,465791.0,465791,20.0,20.0,1312.0,26237.0,,112185.0,107597.0
61,Scottsdale Community College,Scottsdale,NJCAA Division II,1601,58500.0,22024.0,176.0,129967.0,129967.0,129967,15.0,15.0,905.0,13572.0,1.0,81288.0,81288.0
62,South Mountain Community College,Phoenix,NJCAA Division II,592,31200.0,19762.0,91.0,228366.0,212030.0,212030,15.0,15.0,1203.0,18047.0,,42308.0,39031.0
63,Arizona Christian University,Phoenix,NAIA Division I,230,604144.0,13583.0,122.0,952205.0,952205.0,952205,24.0,24.0,1657.0,39768.0,,229050.0,229050.0
64,Yavapai College,Prescott,NJCAA Division I,1153,261647.0,50508.0,50.0,547802.0,547802.0,547802,,,,,,,
65,University of Arkansas at Little Rock,Little Rock,NCAA Division I-AAA,2333,797973.0,133912.0,99.0,129913.0,1395102.0,1395102,13.0,13.0,30783.0,400184.0,1.0,1047100.0,1650446.0
66,Arkansas Baptist College,Little Rock,NJCAA Division I,572,42000.0,23240.0,152.0,112566.0,112566.0,112566,18.0,18.0,1009.0,18162.0,1.0,131932.0,131932.0
67,Lyon College,Batesville,NAIA Division I,260,1031657.0,37434.0,69.0,1089784.0,1089784.0,1089784,14.0,14.0,2237.0,31322.0,1.0,389131.0,389131.0
68,University of Arkansas,Fayetteville,NCAA Division I-A,8990,4645324.0,1099386.0,304.0,3528408.0,7602466.0,7602466,15.0,15.0,110995.0,1664918.0,1.0,15807554.0,7681927.0
69,University of Arkansas at Pine Bluff,Pine Bluff,NCAA Division I-AA,1068,999777.0,64966.0,151.0,578494.0,578494.0,578494,15.0,15.0,7817.0,117250.0,1.0,557641.0,557641.0
70,Arkansas State University-Main Campus,Jonesboro,NCAA Division I-A,3252,2563733.0,93247.0,273.0,1450736.0,1450736.0,1450736,16.0,16.0,29448.0,471175.0,1.0,1332104.0,1332104.0
71,Arkansas Tech University,Russellville,NCAA Division II (with football),3331,785012.0,66069.0,197.0,497413.0,497413.0,497413,20.0,20.0,4261.0,85228.0,0.0,411470.0,411470.0
72,University of Arkansas at Monticello,Monticello,NCAA Division II (with football),1123,639615.0,37769.0,182.0,486320.0,486320.0,486320,14.0,14.0,3715.0,52003.0,,268997.0,268997.0
73,University of Central Arkansas,Conway,NCAA Division I-AA,3386,2038258.0,87276.0,318.0,1591835.0,1591835.0,1591835,16.0,16.0,11453.0,183246.0,1.0,785290.0,785290.0
74,Central Baptist College,Conway,NAIA Division I,340,385942.0,21980.0,112.0,565758.0,563451.0,563451,21.0,21.0,1372.0,28805.0,1.0,156434.0,143259.0
75,Cossatot Community College of the University of Arkansas,De Queen,Other,222,1653.0,18255.0,5.0,41239.0,41239.0,41239,,,,,,,
76,Crowley's Ridge College,Paragould,NCCAA Division I,76,111648.0,4700.0,38.0,126408.0,122448.0,122448,13.0,13.0,4027.0,52356.0,,115905.0,97935.0
77,Harding University,Searcy,NCAA Division II (with football),1873,1487961.0,39570.0,373.0,949986.0,949986.0,949986,13.0,13.0,4315.0,56090.0,,363152.0,363152.0
78,Henderson State University,Arkadelphia,NCAA Division II (with football),1267,949157.0,46599.0,254.0,420507.0,420507.0,420507,20.0,20.0,1866.0,37316.0,,344518.0,344518.0
79,Hendrix College,Conway,NCAA Division III (with football),638,0.0,33344.0,226.0,656383.0,654382.0,654382,24.0,24.0,2495.0,59883.0,,133437.0,133437.0
80,John Brown University,Siloam Springs,NAIA Division I,705,679236.0,19368.0,66.0,535777.0,519449.0,519449,13.0,13.0,4766.0,61953.0,,478860.0,478860.0
81,Mid-South Community College,West Memphis,NJCAA Division II,246,19000.0,10000.0,18.0,,,0,18.0,18.0,1613.0,29034.0,0.0,79169.0,79169.0
82,North Arkansas College,Harrison,NJCAA Division II,483,27550.0,9083.0,46.0,41916.0,41916.0,41916,12.0,12.0,2725.0,32695.0,,71023.0,71023.0
83,Ouachita Baptist University,Arkadelphia,NCAA Division II (with football),702,1581238.0,40103.0,239.0,1166307.0,1137174.0,1137174,14.0,14.0,3565.0,49916.0,1.0,406747.0,406476.0
84,University of the Ozarks,Clarksville,NCAA Division III (without football),276,0.0,39515.0,110.0,261765.0,261765.0,261765,22.0,22.0,1915.0,42123.0,1.0,123247.0,123247.0
85,Philander Smith College,Little Rock,NAIA Division I,173,148887.0,60000.0,19.0,2475.0,2475.0,2475,15.0,15.0,5886.0,88290.0,1.0,379385.0,379385.0
86,Williams Baptist College,Walnut Ridge,NAIA Division I,185,498852.0,15668.0,86.0,517262.0,517262.0,517262,15.0,15.0,2098.0,31463.0,,206501.0,206501.0
87,Southern Arkansas University Main Campus,Magnolia,NCAA Division II (with football),1043,708219.0,24868.0,235.0,657422.0,657422.0,657422,15.0,15.0,4139.0,62089.0,,256409.0,256409.0
88,University of Arkansas-Fort Smith,Fort Smith,NCAA Division II (without football),2197,524811.0,34154.0,82.0,767295.0,767295.0,767295,16.0,16.0,7530.0,120475.0,,555285.0,555285.0
89,Academy of Art University,San Francisco,NCAA Division II (without football),2627,1385263.0,49415.0,102.0,1958243.0,1958243.0,1958243,14.0,14.0,8972.0,125611.0,1.0,561985.0,561985.0
90,College of Alameda,Alameda,Other,344,0.0,4000.0,14.0,0.0,0.0,0,14.0,14.0,1437.0,20124.0,,62850.0,62850.0
91,Allan Hancock College,Santa Maria,Other,1586,0.0,6433.0,175.0,115786.0,111402.0,111402,13.0,13.0,1476.0,19184.0,,56522.0,56483.0
92,American River College,Sacramento,Other,3576,0.0,32844.0,240.0,455188.0,495920.0,495920,15.0,15.0,1552.0,23277.0,,90662.0,77102.0
93,Antelope Valley College,Lancaster,Other,1922,0.0,10065.0,159.0,112098.0,112098.0,112098,15.0,15.0,1505.0,22575.0,,76959.0,76959.0
94,Azusa Pacific University,Azusa,NCAA Division II (with football),2056,2718668.0,47865.0,286.0,2219301.0,2005960.0,2005960,15.0,15.0,6255.0,93831.0,,764869.0,686371.0
95,Bakersfield College,Bakersfield,Other,2356,0.0,20294.0,255.0,352068.0,352272.0,352272,19.0,19.0,1746.0,33174.0,,58279.0,77405.0
96,Barstow Community College,Barstow,Other,455,0.0,18938.0,43.0,46396.0,46396.0,46396,13.0,13.0,1518.0,19731.0,,80852.0,80852.0
97,Bethesda University of California,Anaheim,NCCAA Division I,119,51.0,36000.0,65.0,275000.0,259200.0,259200,10.0,10.0,3270.0,32700.0,,65000.0,63300.0
98,Biola University,La Mirada,NAIA Division I,1569,885095.0,31372.0,161.0,1027657.0,1007802.0,1007802,15.0,15.0,3144.0,47158.0,1.0,513416.0,487202.0
99,Butte College,Oroville,Other,2822,0.0,8661.0,163.0,84874.0,84874.0,84874,12.0,12.0,1453.0,17432.0,,42091.0,42091.0
100,Cabrillo College,Aptos,Other,2223,0.0,16211.0,159.0,117592.0,102292.0,102292,14.0,14.0,1030.0,14423.0,,50505.0,46845.0
101,California Baptist University,Riverside,NCAA Division II (without football),1861,2046361.0,61107.0,243.0,3722452.0,3330926.0,3330926,19.0,19.0,5972.0,113464.0,1.0,975919.0,880349.0
102,California Institute of Technology,Pasadena,NCAA Division III (without football),619,0.0,26528.0,174.0,462573.0,462573.0,462573,15.0,15.0,991.0,14868.0,1.0,88953.0,88953.0
103,California Lutheran University,Thousand Oaks,NCAA Division III (with football),1231,0.0,42870.0,389.0,815522.0,815522.0,815522,35.0,35.0,1249.0,43729.0,,177310.0,177310.0
104,California Polytechnic State University-San Luis Obispo,San Luis Obispo,NCAA Division I-AA,9800,2394825.0,97533.0,359.0,3153454.0,3153454.0,3153454,17.0,17.0,26790.0,455436.0,1.0,1664846.0,1664846.0
105,California State University-Bakersfield,Bakersfield,NCAA Division I-AAA,2524,972784.0,107748.0,139.0,1998597.0,1998597.0,1998597,18.0,18.0,15841.0,285131.0,1.0,1575651.0,1575651.0
106,California State University-Stanislaus,Turlock,NCAA Division II (without football),2331,267100.0,64783.0,111.0,1022269.0,980758.0,980758,13.0,13.0,7023.0,91295.0,1.0,411857.0,418842.0
107,California State University-San Bernardino,San Bernardino,NCAA Division II (without football),5425,224591.0,60225.0,84.0,796342.0,570281.0,570281,16.0,16.0,3179.0,50866.0,1.0,583260.0,474065.0
108,California State Polytechnic University-Pomona,Pomona,NCAA Division II (without football),10237,380167.0,76627.0,123.0,907767.0,862625.0,862625,15.0,15.0,3342.0,50137.0,1.0,447471.0,510502.0
109,California State University-Chico,Chico,NCAA Division II (without football),6765,325762.0,65629.0,192.0,1361581.0,1304741.0,1304741,17.0,17.0,6376.0,108389.0,1.0,498942.0,447818.0
110,California State University-Dominguez Hills,Carson,NCAA Division II (without football),3180,184885.0,53438.0,83.0,612920.0,612920.0,612920,13.0,13.0,5076.0,65992.0,1.0,348340.0,348340.0
111,California State University-Fresno,Fresno,NCAA Division I-A,7461,2404162.0,444513.0,217.0,1778959.0,2313238.0,2313238,15.0,15.0,59562.0,893428.0,1.0,2332403.0,2626883.0
112,California State University-Fullerton,Fullerton,NCAA Division I-AAA,11721,876959.0,126945.0,159.0,2394173.0,2627024.0,2627024,16.0,16.0,22639.0,362225.0,1.0,1351179.0,1118328.0
113,California State University-East Bay,Hayward,NCAA Division II (without football),4018,333588.0,50255.0,115.0,1042134.0,1042134.0,1042134,17.0,17.0,4103.0,69749.0,1.0,425245.0,425245.0
114,California State University-Long Beach,Long Beach,NCAA Division I-AAA,10986,971911.0,194999.0,200.0,2802373.0,2802374.0,2802374,15.0,15.0,29659.0,444883.0,1.0,2248855.0,2248854.0
115,California State University-Los Angeles,Los Angeles,NCAA Division II (without football),6675,385313.0,98023.0,105.0,949223.0,949223.0,949223,14.0,14.0,3344.0,46821.0,1.0,477981.0,477981.0
116,California State University-Northridge,Northridge,NCAA Division I-AAA,12640,1004164.0,128271.0,196.0,2700674.0,2700674.0,2700674,15.0,15.0,26261.0,393916.0,1.0,1629221.0,1629221.0
117,California State University-Sacramento,Sacramento,NCAA Division I-AA,8958,1874618.0,107162.0,252.0,2786963.0,2786963.0,2786963,14.0,14.0,17637.0,246917.0,1.0,1087593.0,1087593.0
118,University of California-Berkeley,Berkeley,NCAA Division I-A,12146,5394917.0,441698.0,631.0,6638413.0,9471675.0,9471675,16.0,16.0,63480.0,1015678.0,1.0,9658364.0,6287360.0
119,University of California-Davis,Davis,NCAA Division I-AA,11207,3048242.0,71762.0,288.0,2935255.0,2935255.0,2935255,15.0,15.0,16536.0,248045.0,,1394151.0,1394151.0
120,University of California-Irvine,Irvine,NCAA Division I-AAA,10525,1476523.0,103681.0,186.0,3279314.0,3510824.0,3510824,16.0,16.0,29511.0,472180.0,1.0,2012478.0,2014383.0
121,University of California-Los Angeles,Los Angeles,NCAA Division I-A,12514,6507962.0,924889.0,457.0,2675435.0,9413823.0,9413823,16.0,16.0,135085.0,2161356.0,1.0,12168231.0,8376981.0
122,University of California-Riverside,Riverside,NCAA Division I-AAA,8853,1313158.0,73462.0,182.0,2270777.0,2270777.0,2270777,13.0,13.0,28632.0,372219.0,1.0,1478221.0,1478221.0
123,University of California-San Diego,La Jolla,NCAA Division II (without football),11882,119501.0,53626.0,300.0,2704133.0,2702084.0,2702084,13.0,13.0,9792.0,127292.0,1.0,477634.0,449684.0
124,University of California-Santa Barbara,Santa Barbara,NCAA Division I-AAA,9065,1940015.0,90945.0,272.0,4492306.0,4466753.0,4466753,15.0,15.0,17320.0,259806.0,1.0,1957007.0,1859334.0
125,University of California-Santa Cruz,Santa Cruz,NCAA Division III (without football),7148,0.0,12786.0,115.0,308669.0,308669.0,308669,16.0,16.0,3512.0,56190.0,0.0,82631.0,82631.0
126,California Maritime Academy,Vallejo,NAIA Division II,864,30000.0,10346.0,169.0,383615.0,239500.0,239500,19.0,19.0,1307.0,24840.0,0.0,41000.0,44000.0
127,Canada College,Redwood City,Other,486,0.0,22643.0,80.0,77127.0,74046.0,74046,16.0,16.0,984.0,15744.0,,46768.0,45763.0
128,College of the Canyons,Santa Clarita,Other,3266,0.0,57817.0,185.0,629545.0,565174.0,565174,13.0,13.0,2269.0,29503.0,,98166.0,92948.0
129,Cerritos College,Norwalk,Other,3246,0.0,9674.0,355.0,401082.0,354647.0,354647,16.0,16.0,1796.0,28729.0,,91559.0,87615.0
130,Cerro Coso Community College,Ridgecrest,Other,390,0.0,5653.0,28.0,54422.0,48188.0,48188,,,,,,,
131,Chabot College,Hayward,Other,1897,0.0,16013.0,248.0,310434.0,310434.0,310434,16.0,16.0,1302.0,20826.0,,54665.0,54665.0
132,Chaffey College,Rancho Cucamonga,Other,2428,0.0,32431.0,236.0,273284.0,252797.0,252797,17.0,17.0,2712.0,46102.0,1.0,194512.0,211196.0
133,Chapman University,Orange,NCAA Division III (with football),2321,0.0,32315.0,228.0,298730.0,298730.0,298730,16.0,16.0,1323.0,21173.0,0.0,141527.0,141527.0
134,Concordia University-Irvine,Irvine,NAIA Division I,672,2135237.0,52431.0,218.0,2507398.0,2507398.0,2507398,15.0,15.0,4285.0,64282.0,1.0,761587.0,761587.0
135,San Diego Christian College,Santee,NAIA Division I,378,1221248.0,32900.0,104.0,1314019.0,1314019.0,1314019,19.0,19.0,2466.0,46854.0,1.0,519070.0,519070.0
136,Citrus College,Glendora,Other,2233,0.0,39004.0,235.0,294978.0,294839.0,294839,17.0,17.0,2608.0,44335.0,1.0,118672.0,115096.0
137,City College of San Francisco,San Francisco,Other,4636,0.0,6515.0,184.0,78804.0,78804.0,78804,15.0,15.0,1369.0,20541.0,,29372.0,29372.0
138,Claremont McKenna College,Claremont,NCAA Division III (with football),675,0.0,52003.0,293.0,827273.0,827273.0,827273,14.0,14.0,2278.0,31894.0,,148666.0,148666.0
139,Columbia College,Sonora,Other,401,0.0,9652.0,14.0,0.0,0.0,0,14.0,14.0,1185.0,16590.0,,77857.0,77857.0
140,El Camino College-Compton Center,Compton,Other,733,0.0,6000.0,165.0,78072.0,84365.0,84365,20.0,20.0,325.0,6500.0,0.0,27105.0,25106.0
141,Contra Costa College,San Pablo,Other,902,0.0,13629.0,157.0,135986.0,135986.0,135986,16.0,16.0,1932.0,30918.0,,71942.0,71942.0
142,Cosumnes River College,Sacramento,Other,1575,0.0,44164.0,71.0,281009.0,240057.0,240057,12.0,12.0,2148.0,25778.0,,174473.0,129025.0
143,Cuesta College,San Luis Obispo,Other,1966,0.0,12906.0,129.0,273180.0,206857.0,206857,16.0,16.0,1217.0,19479.0,,53193.0,44025.0
144,Cuyamaca College,El Cajon,Other,997,0.0,29362.0,92.0,134784.0,134784.0,134784,12.0,12.0,862.0,10338.0,,61769.0,61769.0
145,Cypress College,Cypress,Other,2321,0.0,14164.0,100.0,272644.0,210622.0,210622,15.0,15.0,427.0,6411.0,,74221.0,46419.0
146,De Anza College,Cupertino,Other,5676,0.0,31422.0,275.0,340926.0,340926.0,340926,18.0,18.0,758.0,13652.0,,74873.0,74873.0
147,College of the Desert,Palm Desert,Other,1808,0.0,14861.0,181.0,186765.0,186765.0,186765,14.0,14.0,2017.0,28234.0,,58672.0,58672.0
148,Diablo Valley College,Pleasant Hill,Other,3965,0.0,13319.0,191.0,206048.0,189294.0,189294,11.0,11.0,1434.0,15774.0,,56775.0,53234.0
149,Dominican University of California,San Rafael,NCAA Division II (without football),333,395380.0,42987.0,94.0,630872.0,630872.0,630872,14.0,14.0,7103.0,99438.0,1.0,506883.0,506883.0
150,East Los Angeles College,Monterey Park,Other,3164,0.0,23829.0,237.0,316122.0,316122.0,316122,21.0,21.0,1404.0,29484.0,,78023.0,78023.0
151,El Camino Community College District,Torrance,Other,4016,0.0,33534.0,249.0,482393.0,480731.0,480731,15.0,15.0,618.0,9267.0,,69272.0,67347.0
152,Evergreen Valley College,San Jose,Other,1234,0.0,13050.0,26.0,67440.0,54390.0,54390,,,,,,,
153,Feather River Community College District,Quincy,Other,370,19248.0,74104.0,208.0,449777.0,449777.0,449777,25.0,25.0,1161.0,29033.0,1.0,120208.0,120208.0
154,Foothill College,Los Altos Hills,Other,2655,0.0,20800.0,116.0,375175.0,228560.0,228560,14.0,14.0,1601.0,22412.0,,121520.0,118428.0
155,Fresno City College,Fresno,Other,3413,0.0,24015.0,283.0,446295.0,441239.0,441239,14.0,14.0,2611.0,36558.0,,100326.0,92729.0
156,Fresno Pacific University,Fresno,NCAA Division II (without football),673,1205685.0,41855.0,163.0,1857871.0,1760891.0,1760891,16.0,16.0,5361.0,85772.0,,499871.0,476837.0
157,Fullerton College,Fullerton,Other,4101,0.0,27757.0,285.0,300078.0,299854.0,299854,17.0,17.0,750.0,12755.0,,26480.0,26350.0
158,Gavilan College,Gilroy,Other,858,0.0,5372.0,107.0,81896.0,66304.0,66304,13.0,13.0,1028.0,13363.0,0.0,26664.0,22987.0
159,Glendale Community College,Glendale,Other,3044,0.0,6632.0,211.0,143857.0,143857.0,143857,13.0,13.0,724.0,9411.0,,29218.0,29218.0
160,Golden West College,Huntington Beach,Other,2248,0.0,14883.0,246.0,257710.0,257710.0,257710,,,,,,,
161,Grossmont College,El Cajon,Other,3064,0.0,23421.0,195.0,217364.0,217364.0,217364,16.0,16.0,1186.0,18977.0,,92580.0,92580.0
